id_persona	segment	inici_s	final_s	token_baix	probabilitats_baixes	n_tokens_baixos	text_segment_asr	formes_cobertes	clips_coberts	llindar	estat
pa-061	46	169.000	171.720	ta | t | ent	0.2769 | 0.4308 | 0.3829	3	Primer, amb una taverna, t'hi entenc.	bueno	clips/pa-061__bueno__171.05.wav	p < 0.55	pendent d'audició
pa-061	47	171.800	173.800	Bueno | bal	0.5438 | 0.2177	2	Bueno, un bal...	bueno	clips/pa-061__bueno__171.05.wav	p < 0.55	pendent d'audició
pa-061	48	173.880	176.080	al | Cant | c	0.3211 | 0.5456 | 0.4971	3	Amb una cantina, al cas Cantíc,	bueno	clips/pa-061__bueno__171.05.wav	p < 0.55	pendent d'audició
pa-061	49	176.160	178.520	hot | ers	0.4081 | 0.3837	2	i després va ser l'hotel Piriners...			p < 0.55	pendent d'audició
pa-061	50	178.600	180.160	La | ll	0.4185 | 0.2983	2	La llamor.			p < 0.55	pendent d'audició
pa-061	52	181.320	183.440	vul | Ex	0.4752 | 0.3536	2	I a partir d'aquí, el que vulguis.Exacte.			p < 0.55	pendent d'audició
pa-061	53	183.520	185.840	v | re | im	0.3589 | 0.3414 | 0.4728	3	Ara, vau ser una mica reimides.			p < 0.55	pendent d'audició
pa-061	54	185.920	188.480	Sí	0.4417	1	Sí, o sigui, tot el que tocaveu,			p < 0.55	pendent d'audició
pa-061	55	188.560	191.440	bueno | s | ants	0.2277 | 0.0975 | 0.4955	3	bueno, tot el que tocaven els teus sants és això,			p < 0.55	pendent d'audició
pa-061	56	191.520	194.240	ho	0.3469	1	ho transformava.	vull dir	clips/pa-061__vull-dir__193.57.wav	p < 0.55	pendent d'audició
pa-061	57	194.320	199.280	en | d | vull | que	0.5037 | 0.2899 | 0.4621 | 0.5406	4	No hi havia res en d'hora, vull dir, que tot era una gran novetat.	vull dir	clips/pa-061__vull-dir__193.57.wav	p < 0.55	pendent d'audició
pa-061	58	199.360	203.160	O | tal | hi	0.4331 | 0.4217 | 0.1223	3	O tal, hi havia molt pocs, no hi havia turistes.	vull dir	clips/pa-061__vull-dir__193.57.wav	p < 0.55	pendent d'audició
pa-061	60	205.320	208.600	int	0.3893	1	després van entrar dintre del món del comerç,			p < 0.55	pendent d'audició
pa-061	61	208.680	212.880	s | li | ven	0.1814 | 0.5013 | 0.3208	3	van sàpiguer oferir-li els productes que venien a buscar,			p < 0.55	pendent d'audició
pa-061	62	212.960	215.800	ja	0.4804	1	i ja han desenvolupat un imperi.			p < 0.55	pendent d'audició
pa-061	63	215.880	217.880	Sí	0.4658	1	Aquí comença la revolució.Sí.			p < 0.55	pendent d'audició
pa-061	64	221.520	227.560	En | host | aler	0.1448 | 0.1771 | 0.5067	3	En el primer moment va ser l'hostaleria.			p < 0.55	pendent d'audició
pa-061	67	233.600	239.680	s | tota	0.3437 | 0.2695	2	I tot això s'aconjuga amb molts anys d'activitat de tota mena.			p < 0.55	pendent d'audició
pa-061	68	239.800	242.720	no | és	0.3336 | 0.4144	2	Per què aquesta activitat no és una altra?	doncs	clips/pa-061__doncs__242.09.wav	p < 0.55	pendent d'audició
pa-061	69	242.840	248.480	Doncs | rails	0.3983 | 0.2338	2	Doncs és una mica tornar a les rails de la creació del grup.	doncs	clips/pa-061__doncs__242.09.wav	p < 0.55	pendent d'audició
pa-061	70	248.600	252.240	I | host | eler	0.4563 | 0.3779 | 0.4540	3	I hem anat amb un tipus d'hosteleria molt més moderna	doncs	clips/pa-061__doncs__242.09.wav	p < 0.55	pendent d'audició
pa-061	71	252.320	254.520	pract | ica	0.3744 | 0.5474	2	que la que es practicava anteriorment.			p < 0.55	pendent d'audició
pa-061	72	254.600	258.080	hi | en | Nora	0.3310 | 0.5326 | 0.2623	3	Aquí hi va haver un xoc quan vam obrir en Nora,			p < 0.55	pendent d'audició
pa-061	74	260.920	263.320	ten | red	0.4995 | 0.2980	2	que es tenia que demanar amb un mostredor,			p < 0.55	pendent d'audició
pa-061	77	268.400	271.480	a | À | pat | pagar	0.3125 | 0.2408 | 0.3520 | 0.4960	4	i quan havien acabat a l'Àpat, pagar.			p < 0.55	pendent d'audició
pa-061	78	271.560	276.720	el | in | pog | a | la | ver	0.4451 | 0.1550 | 0.5326 | 0.3559 | 0.4134 | 0.0350	6	I el grup pirinès ha pogut estar a dintre de la veritat.			p < 0.55	pendent d'audició
pa-061	79	276.800	282.080	idea | amb	0.3916 | 0.5126	2	Això és una gran idea, idea que compagina amb tot el que hem anat veient,			p < 0.55	pendent d'audició
pa-061	80	282.160	285.800	però | dem | ve | ure	0.4648 | 0.5187 | 0.3622 | 0.5440	4	però sobretot i perdemunt de tot el que veurem a partir d'ara.			p < 0.55	pendent d'audició
pa-061	82	286.960	288.960	se	0.5077	1	Perquè la història se fa cada dia,			p < 0.55	pendent d'audició
pa-061	83	289.040	291.040	const	0.5135	1	i el futur se construeix ara mateix.			p < 0.55	pendent d'audició
pa-061	84	291.120	293.520	icie	0.2960	1	Iniciem la ruta, si et sembla.			p < 0.55	pendent d'audició
pa-061	85	293.600	298.800	inic | B | uc | ure | u	0.4935 | 0.2751 | 0.3812 | 0.1325 | 0.3948	5	Iniciem la ruta. És un retorn als inicis de la Fundació de Bucureu.			p < 0.55	pendent d'audició
pa-061	87	300.960	303.000	F	0.1187	1	Fins i tot emocional.			p < 0.55	pendent d'audició
pa-061	89	306.800	309.920	amb	0.2356	1	amb aquest viatge al passat, situem-nos.			p < 0.55	pendent d'audició
pa-061	91	312.520	316.480	que | P | é	0.5296 | 0.5401 | 0.5063	3	Sí, que és quan arriba la família Pérez-Andorra,			p < 0.55	pendent d'audició
pa-061	92	316.560	320.440	de	0.3049	1	i concretament el 30 de juny de 1930.			p < 0.55	pendent d'audició
pa-061	93	322.160	325.040	bueno | però	0.4534 | 0.3996	2	I a partir d'aquí, bueno, però ells arriben,			p < 0.55	pendent d'audició
pa-061	94	325.120	326.760	d	0.3544	1	però altres marxaven d'Andorra.			p < 0.55	pendent d'audició
pa-061	95	326.840	331.000	and	0.5123	1	Sí, en aquell moment molts andorrans tenien que anar a buscar feina.			p < 0.55	pendent d'audició
pa-061	97	335.160	337.320	a	0.3588	1	que arriben immigrants a Andorra			p < 0.55	pendent d'audició
pa-061	98	337.400	339.760	verd | s | eh	0.3708 | 0.5124 | 0.4437	3	i troben un país verds, eh,			p < 0.55	pendent d'audició
pa-061	101	343.920	346.240	És | ix	0.4192 | 0.0588	2	És queixem d'aquesta crisi que tenim actualment,			p < 0.55	pendent d'audició
pa-061	103	348.600	351.600	ence | Sí	0.5184 | 0.4371	2	Comenceu una nova coyuntura.Sí.			p < 0.55	pendent d'audició
pa-061	104	351.680	354.520	els	0.4735	1	I és que els de fora aporten idees,			p < 0.55	pendent d'audició
pa-061	105	354.600	356.680	els	0.5131	1	els dins els aprofiten,			p < 0.55	pendent d'audició
pa-061	106	356.760	359.240	té	0.3106	1	ja no es té que sortir, eh,			p < 0.55	pendent d'audició
pa-061	107	359.320	362.320	mis	0.4820	1	perquè vosaltres, la vostra misió des del primer dia,			p < 0.55	pendent d'audició
pa-061	109	364.000	366.160	sin | que | in	0.3402 | 0.1217 | 0.4395	3	sinó que hi ha negocis que donin feina.			p < 0.55	pendent d'audició
pa-061	110	366.240	369.960	end	0.0894	1	Correcte, perquè quan va arribar la meva família endorra,			p < 0.55	pendent d'audició
pa-061	111	370.040	372.480	ter | ents	0.4547 | 0.4216	2	en aquells moments no eren terratenents,			p < 0.55	pendent d'audició
pa-061	112	372.560	377.360	t	0.3750	1	i es van tindre a dedicar a l'hostaleria i al comerç.	clar	clips/pa-061__clar__376.69.wav	p < 0.55	pendent d'audició
pa-061	114	381.520	384.400	Ll | tota | agrad	0.5478 | 0.4655 | 0.4294	3	Llavors comença tota una agradació	clar;llavors	clips/pa-061__clar__376.69.wav;clips/pa-061__llavors__380.77.wav	p < 0.55	pendent d'audició
pa-061	116	390.840	393.880	Però | qu	0.2553 | 0.0429	2	Però de fa... quants anys fa, això, eh?			p < 0.55	pendent d'audició
pa-061	117	393.960	397.960	Pir | a	0.1726 | 0.3594	2	Doncs Pirines es va inaugurar a l'any 47.			p < 0.55	pendent d'audició
pa-061	118	398.040	400.720	Im | A | it	0.3427 | 0.2793 | 0.0819	3	-Imagina. -Aunit 947.			p < 0.55	pendent d'audició
pa-061	119	401.800	405.480	sí	0.3583	1	I, a partir de les hores, Pirines comença a ser un símbol.			p < 0.55	pendent d'audició
pa-061	121	408.520	412.960	V | d | sort	0.2786 | 0.3634 | 0.1966	3	Vull dir, quan se definia en d'hora, sortia sempre Pirines.			p < 0.55	pendent d'audició
pa-061	122	415.320	416.320	D	0.5421	1	D'entrem.			p < 0.55	pendent d'audició
pa-061	123	420.840	424.920	Bueno	0.2703	1	Bueno, ara ja estem situats al gran escenari,			p < 0.55	pendent d'audició
pa-061	125	429.600	434.880	rien | i	0.5445 | 0.2621	2	Corrien els anys 30 i hi ha una cosa que jo crec que és importantíssima,	crec	clips/pa-061__crec__428.85.wav	p < 0.55	pendent d'audició
pa-061	126	434.960	440.640	P	0.2344	1	que és el binomi que es va formar entre els dos pioners Pérez, no?	crec	clips/pa-061__crec__428.85.wav	p < 0.55	pendent d'audició
pa-061	127	440.720	447.280	l	0.2448	1	Sí, l'Antoine era molt més executor			p < 0.55	pendent d'audició
pa-061	128	447.360	452.960	i | p | polít	0.2905 | 0.4638 | 0.5056	3	i amb el pare eren com els relacions públiques, polítics...			p < 0.55	pendent d'audició
pa-061	129	453.040	457.680	de	0.2699	1	de la família, exacte.			p < 0.55	pendent d'audició
pa-061	130	457.760	462.960	res | ò | clar | el | fe	0.1476 | 0.3240 | 0.4943 | 0.3437 | 0.4574	5	I al resò, és clar, al resò és el que no feia un, feia un altre,			p < 0.55	pendent d'audició
pa-061	131	463.040	465.240	ho | é	0.5010 | 0.5171	2	però entre tots ho faré en tot, que es diu.			p < 0.55	pendent d'audició
pa-061	132	465.320	467.240	L | Un	0.2487 | 0.5490	2	Exacte. L'Unió fa la força.			p < 0.55	pendent d'audició
pa-061	134	468.400	470.400	S | ha	0.0780 | 0.4169	2	S'hi ha hagut la força de la família.			p < 0.55	pendent d'audició
pa-061	135	470.480	474.160	Era | un	0.3453 | 0.4347	2	Era un moment d'unió, en aquella època.			p < 0.55	pendent d'audició
pa-061	136	474.240	478.840	No | iga	0.4501 | 0.3799	2	No parlo del grup, parlo de la petita botiga,			p < 0.55	pendent d'audició
pa-061	137	478.920	481.880	vol | vol	0.4784 | 0.5157	2	perquè, clar, si vol, jo no es volgui,			p < 0.55	pendent d'audició
pa-061	139	484.720	488.560	A | porte	0.4492 | 0.5298	2	Aporteu la idea del gran comerç, de la modernitat,			p < 0.55	pendent d'audició
pa-061	140	488.640	495.200	di | em | po | ll	0.3237 | 0.2881 | 0.0472 | 0.0522	4	i al costat d'un ambient comercial diemne poble lli.			p < 0.55	pendent d'audició
pa-061	141	495.280	497.400	dir | ho	0.0730 | 0.5498	2	Per dir-ho d'alguna manera.			p < 0.55	pendent d'audició
pa-061	143	500.240	504.760	Bueno | es	0.1701 | 0.5228	2	Bueno, en aquella època es comença a desenvolupar			p < 0.55	pendent d'audició
pa-061	144	504.840	507.040	souvenir	0.1849	1	moltes botigues de souvenir,			p < 0.55	pendent d'audició
pa-061	145	507.120	511.760	ja | só | dor | ra	0.4595 | 0.4265 | 0.3895 | 0.4617	4	i ja sóc promogut perquè comença a vindre turistes en dorra.			p < 0.55	pendent d'audició
pa-061	146	511.840	514.560	A	0.3846	1	A la meva família va tindre la visió			p < 0.55	pendent d'audició
pa-061	151	529.040	531.800	Un | com	0.1489 | 0.5162	2	Un magatzem que comencem una planta.			p < 0.55	pendent d'audició
pa-061	152	531.880	536.880	tota	0.2110	1	Dos, tres, i començar a oferir tota sèrie de productes.			p < 0.55	pendent d'audició
pa-061	154	542.760	548.480	cultura	0.2815	1	La vostra cultura mercantil neix a París.			p < 0.55	pendent d'audició
pa-061	155	548.560	550.520	L | ho | em	0.3939 | 0.5102 | 0.4818	3	-Tot on neix? -L'ho agafem.			p < 0.55	pendent d'audició
pa-061	157	553.200	555.680	apro | var | tot | veure	0.3277 | 0.4190 | 0.2658 | 0.5305	4	aprovar tot el que veurem a partir d'ara.			p < 0.55	pendent d'audició
pa-061	159	556.840	559.800	Aqu | aquest | s | av | u | art | eh	0.0773 | 0.1988 | 0.3978 | 0.1719 | 0.3393 | 0.2174 | 0.4473	7	"Aquest és aquest ""savuartfer"", eh?"			p < 0.55	pendent d'audició
pa-061	160	559.880	562.360	Un | dels | s | de | vi | atge | i	0.2183 | 0.2499 | 0.2575 | 0.3010 | 0.3136 | 0.4094 | 0.4983	7	Un dels sàpigues de viatge i...			p < 0.55	pendent d'audició
pa-061	161	562.440	564.440	sí	0.3188	1	Doncs sí.			p < 0.55	pendent d'audició
pa-061	162	564.520	567.040	pre	0.2670	1	Durant molts anys, afiliats del grup prentant,			p < 0.55	pendent d'audició
pa-061	163	567.120	569.440	va	0.3874	1	que ens va anar a portar molta ajuda			p < 0.55	pendent d'audició
pa-061	164	569.520	573.520	mag | all	0.0952 | 0.3325	2	per desenvolupar el que era l'univers del gran magallem.			p < 0.55	pendent d'audició
pa-061	168	582.720	588.520	La | ap	0.1999 | 0.5283	2	La experiència francesa aporta una internacionalització	a veure	clips/pa-061__a-veure__579.17.wav	p < 0.55	pendent d'audició
pa-061	169	588.600	595.160	s	0.2385	1	amb un país que s'obre, precisament, al món exterior.			p < 0.55	pendent d'audició
pa-061	171	599.800	604.560	perquè | el	0.3694 | 0.4022	2	La gent comença a vindre perquè ha comprat el que necessita,			p < 0.55	pendent d'audició
pa-061	174	611.360	616.920	El | C | s | ha | arrib	0.3960 | 0.3285 | 0.2423 | 0.1709 | 0.4754	5	El tema dels CUPs, hi havia molta cosa que no ha arribat.			p < 0.55	pendent d'audició
pa-061	175	617.000	620.280	Don	0.1638	1	I en Dona era una mica l'exotisme.			p < 0.55	pendent d'audició
pa-061	176	620.360	624.400	Ven	0.2341	1	Venien a trobar el que no podien trobar a casa seva,			p < 0.55	pendent d'audició
pa-061	178	626.480	632.200	que | en | el | prop	0.4196 | 0.3446 | 0.5315 | 0.2633	4	que era una altra tendència que en la que tenien el seu propi país d'origen.			p < 0.55	pendent d'audició
pa-061	179	632.280	637.520	clar | amb	0.2319 | 0.4912	2	Però, clar, la tendència de moda amb una exigència en la selecció,			p < 0.55	pendent d'audició
pa-061	181	639.680	644.120	O | que | és | ho | b | v | end | or | o | ho | bar	0.2276 | 0.4617 | 0.3066 | 0.3750 | 0.2815 | 0.0815 | 0.5430 | 0.3397 | 0.3244 | 0.1633 | 0.3633	11	O sigui que és que no ho trobaries, vés endorre o ho trobaràs.			p < 0.55	pendent d'audició
pa-061	182	644.200	648.400	Hi | l | Levi	0.4653 | 0.4265 | 0.3689	3	Hi ha hagut l'època dels Levi's, que era una revolució,			p < 0.55	pendent d'audició
pa-061	183	648.480	653.840	els | J | ace | Ch | v | iny | de | la	0.5297 | 0.0866 | 0.3982 | 0.3118 | 0.5115 | 0.2941 | 0.4298 | 0.3274	8	i a tothom els Jaceis Chetland, que vinyen de la Inglaterra.			p < 0.55	pendent d'audició
pa-061	184	653.920	657.160	Bueno	0.3767	1	Bueno, i totes les grans marques, que...			p < 0.55	pendent d'audició
pa-061	185	657.240	660.640	hi | han	0.4545 | 0.5286	2	O sigui que hi han perdut d'una altra manera.			p < 0.55	pendent d'audició
pa-061	186	660.720	663.560	v | ini | end | agrad	0.5494 | 0.2491 | 0.3309 | 0.4907	4	La gent vini a endorre, primer, perquè li agradava,	bé	clips/pa-061__b__662.89.wav	p < 0.55	pendent d'audició
pa-061	187	663.640	666.680	s | mud	0.0454 | 0.4771	2	segon, perquè li anava bé, però s'ha de ser perquè mudada.	bé	clips/pa-061__b__662.89.wav	p < 0.55	pendent d'audició
pa-061	189	669.200	673.360	que	0.4754	1	perquè podien aconseguir productes que no tenien el seu país d'origen,	evidentment	clips/pa-061__evidentment__672.69.wav	p < 0.55	pendent d'audició
pa-061	190	673.440	676.680	diferen	0.3105	1	i després hi havia el factor, evidentment, diferencial de preu.	evidentment	clips/pa-061__evidentment__672.69.wav	p < 0.55	pendent d'audició
pa-061	191	676.760	679.320	Dor	0.2994	1	Perquè en Dorre no tenia una fiscalitat,	evidentment	clips/pa-061__evidentment__672.69.wav	p < 0.55	pendent d'audició
pa-061	193	681.480	685.600	a | hi	0.3976 | 0.2694	2	a la fiscalitat, però en aquella època hi havia una diferència...			p < 0.55	pendent d'audició
pa-061	194	685.680	690.200	per | intent | al	0.2979 | 0.2442 | 0.3400	3	Aquesta fiscalitat, per això s'està intentant almenys mantenir-la, no?			p < 0.55	pendent d'audició
pa-061	195	690.280	697.080	el | ix | è	0.3440 | 0.3640 | 0.4784	3	Bueno, en Dorre, si el seu tixit està basat sobre el comè,			p < 0.55	pendent d'audició
pa-061	196	697.160	701.280	Si	0.1249	1	Si els polítics són intel·ligents,			p < 0.55	pendent d'audició
pa-061	197	701.360	705.600	intent | manten | nos | en | relativ	0.4810 | 0.4531 | 0.3868 | 0.4673 | 0.4661	5	intentaran mantenir-nos en la fiscalitat relativament assumible			p < 0.55	pendent d'audició
pa-061	199	707.360	709.040	Hi | gi | un	0.2845 | 0.3803 | 0.3249	3	Hi hagi un diferencial...			p < 0.55	pendent d'audició
pa-061	200	709.120	711.160	M | anten | ir | diferen | ats	0.2202 | 0.3196 | 0.4805 | 0.2669 | 0.3761	5	Mantenir-nos en diferencials interessats.			p < 0.55	pendent d'audició
pa-061	202	713.280	716.560	donc	0.4858	1	Bueno, doncs esperem que els polítics entenguin...			p < 0.55	pendent d'audició
pa-061	204	719.120	721.480	cada | que	0.3574 | 0.5326	2	cada vegada sembla que es fa més difícil,			p < 0.55	pendent d'audició
pa-061	206	727.160	747.040	Una | de | sí | or	0.0502 | 0.4871 | 0.4137 | 0.3734	4	Una de les símbols d'Andorra és, precisament, l'automòbil.			p < 0.55	pendent d'audició
pa-061	208	750.160	753.040	t | ingu | que	0.3353 | 0.2865 | 0.5343	3	La incomunicació endogana se tinguia que d'entrar,			p < 0.55	pendent d'audició
pa-061	209	753.160	755.040	però	0.4660	1	però també se tinguia que sortir.			p < 0.55	pendent d'audició
pa-061	210	755.160	758.600	però | aquesta	0.0536 | 0.3624	2	però aquesta incomoditat és la que comporta donar un servei,			p < 0.55	pendent d'audició
pa-061	211	758.680	762.240	ve	0.4556	1	un primer servei dels molts que veu donat al llarg de la història.			p < 0.55	pendent d'audició
pa-061	213	765.840	769.360	O	0.3704	1	O sigui, veure un bon cotxe per una carretera			p < 0.55	pendent d'audició
pa-061	214	769.440	772.080	i | et | end | og | at	0.5433 | 0.3512 | 0.1543 | 0.4366 | 0.5219	5	"i immediatament diu, ""Què ets un cotxe endogat?"""			p < 0.55	pendent d'audició
pa-061	215	772.160	773.160	Sí	0.4926	1	Sí.			p < 0.55	pendent d'audició
pa-061	218	777.120	778.600	És	0.4180	1	És bastant difícil.			p < 0.55	pendent d'audició
pa-061	219	778.680	782.800	prim	0.4714	1	Però també neix per la passió d'un dels fundadors del grup primers,			p < 0.55	pendent d'audició
pa-061	220	782.880	786.760	el | en | J | ors | P | ap | ada	0.2748 | 0.5031 | 0.4394 | 0.1734 | 0.3988 | 0.1239 | 0.4683	7	el meu pare, en Jors Pérez, que tenia una apreciada pels vehicles,			p < 0.55	pendent d'audició
pa-061	221	786.840	790.960	en	0.4969	1	i, concretament, ara que estem aquí en Mercedes,			p < 0.55	pendent d'audició
pa-061	223	794.320	795.840	Sou | amb	0.2202 | 0.2853	2	Sou pioners, amb això.			p < 0.55	pendent d'audició
pa-061	224	795.920	800.320	meu | bé	0.1333 | 0.5034	2	V meu bé, des del 1952, que aquest any celebrem als 60 anys.			p < 0.55	pendent d'audició
pa-061	226	801.960	804.440	deb | ten | alt | Ten | encara	0.0179 | 0.5238 | 0.3786 | 0.5396 | 0.0850	5	Però, de debò, teniu altres. Teniu un mes encara.			p < 0.55	pendent d'audició
pa-061	227	804.520	807.360	D	0.3144	1	D'altres marques, però són les més representatives,			p < 0.55	pendent d'audició
pa-061	228	807.440	810.840	el | G	0.4143 | 0.3034	2	com a vehicles premium, el de Gama.			p < 0.55	pendent d'audició
pa-061	229	811.840	814.480	I	0.1201	1	I, però, juntament amb això,			p < 0.55	pendent d'audició
pa-061	231	817.080	820.760	u	0.5308	1	i és que aconsegueu la gran franquícia que no deu ser fàcil,			p < 0.55	pendent d'audició
pa-061	232	820.840	825.600	esc	0.2151	1	perquè, esclar, les grans marques no tothom dona la franquícia.			p < 0.55	pendent d'audició
pa-061	234	828.760	832.800	es | hi	0.4872 | 0.3904	2	darrere sempre de l'especte físic del grup, hi ha la persona.			p < 0.55	pendent d'audició
pa-061	235	832.880	836.280	capac	0.4028	1	Teniu les persones, capacitades,			p < 0.55	pendent d'audició
pa-061	236	836.360	840.880	g	0.3743	1	per donar el servei que aquestes altes games,			p < 0.55	pendent d'audició
pa-061	238	843.600	846.360	es | ag | ra | don	0.1923 | 0.4914 | 0.3169 | 0.2113	4	de totes les agraïts que doneu necessiten.			p < 0.55	pendent d'audició
pa-061	239	846.440	849.520	pir	0.4446	1	Mira, un dels grans actius del grup pirinès			p < 0.55	pendent d'audició
pa-061	240	849.600	851.720	just	0.4523	1	és, justament, aquest professionalisme,			p < 0.55	pendent d'audició
pa-061	243	858.960	862.200	Però	0.1765	1	Però contra també molt la professionalitat d'aquestes persones.			p < 0.55	pendent d'audició
pa-061	245	865.160	869.480	t | li | ag	0.3859 | 0.0474 | 0.3428	3	Tu t'acuides de que li agafes professionals			p < 0.55	pendent d'audició
pa-061	246	869.560	873.040	però | que	0.5045 | 0.5453	2	però que la formació sigui permanent, continuada.			p < 0.55	pendent d'audició
pa-061	247	873.120	881.000	El | parte | amb	0.4592 | 0.3188 | 0.2198	3	El grup em parteix 15.000 hores amb els seus empleats,			p < 0.55	pendent d'audició
pa-061	251	888.720	891.560	us | u	0.5219 | 0.4402	2	són molts dies de feina que no us veu,			p < 0.55	pendent d'audició
pa-061	252	891.640	894.560	rend	0.5342	1	però que després ser rendeix, no?			p < 0.55	pendent d'audició
pa-061	253	894.640	898.720	Exact | retr | als	0.2983 | 0.5136 | 0.5012	3	Exactament, per retransmetre la qualitat als nostres clients,			p < 0.55	pendent d'audició
pa-061	254	898.800	902.560	i | d | una | alt | de | cre | uen | a | de | Pir | in	0.0611 | 0.0096 | 0.0567 | 0.2632 | 0.0471 | 0.0657 | 0.4810 | 0.1100 | 0.1711 | 0.1170 | 0.3312	11	i d'una altra de les coses que creuen a la tensió de Pirinès,			p < 0.55	pendent d'audició
pa-061	255	902.680	906.440	és | que | te | ab	0.4095 | 0.2466 | 0.1400 | 0.5355	4	és que una vegada que te la compra, no abandones el client.			p < 0.55	pendent d'audició
pa-061	257	910.080	911.600	que	0.2972	1	dient que l'han servit bé,			p < 0.55	pendent d'audició
pa-061	258	911.720	916.680	hasta | de | què | de	0.4885 | 0.4814 | 0.1169 | 0.3746	4	hasta la tensió continuada de recordar què ha de passar.			p < 0.55	pendent d'audició
pa-061	259	916.800	921.440	Re | tall	0.3707 | 0.3375	2	Revisió, tallets permanents...			p < 0.55	pendent d'audició
pa-061	261	926.120	930.400	És | un	0.0465 | 0.4625	2	És un volum d'inversió que, teòricament, no es nota.			p < 0.55	pendent d'audició
pa-061	263	933.120	937.160	crear | no	0.4548 | 0.4936	2	Però, en canvi, contribueix a crear el prestigi, no?			p < 0.55	pendent d'audició
pa-061	265	939.360	943.160	a | eh	0.3031 | 0.4682	2	Tenim una obsessió a dins del grup, eh?			p < 0.55	pendent d'audició
pa-061	266	943.240	948.120	estava | al	0.5468 | 0.4466	2	Com que estava dient abans, sobre l'atenció al nostre client,			p < 0.55	pendent d'audició
pa-061	267	948.200	952.440	mir	0.3799	1	necessitem mirar-nos continuament.			p < 0.55	pendent d'audició
pa-061	268	952.520	955.760	I	0.4291	1	I per això necessitem la informació, si el tracta,			p < 0.55	pendent d'audició
pa-061	269	955.840	960.440	ha | l | ad	0.4184 | 0.4491 | 0.4321	3	o l'atenció que hem donat a través del grup, ha sigut l'adecuada.			p < 0.55	pendent d'audició
pa-061	271	963.600	966.240	h | iv | ís | amb	0.0618 | 0.5062 | 0.4320 | 0.4038	4	des d'un hivís amb el qual, si això,			p < 0.55	pendent d'audició
pa-061	272	966.320	970.880	end | og | res | per | ants | que	0.4912 | 0.4267 | 0.1181 | 0.1869 | 0.5384 | 0.4874	6	els cotxes d'endogres eren els més perverants que passaven per la carretera,			p < 0.55	pendent d'audició
pa-061	273	970.960	973.400	hasta	0.3325	1	hasta ara que teniu totes les ganes.			p < 0.55	pendent d'audició
pa-061	274	973.480	976.480	bia	0.4957	1	Cap on va el mercat de l'automòbia?			p < 0.55	pendent d'audició
pa-061	276	978.640	983.080	La | circ | stan	0.0371 | 0.4738 | 0.4853	3	La circunstancia del país per les comunicacions ens porta,			p < 0.55	pendent d'audició
pa-061	277	983.160	986.120	us	0.4221	1	que tindrem que ser usuaris de l'automòbil.			p < 0.55	pendent d'audició
pa-061	278	986.200	988.200	For | ç	0.2207 | 0.1990	2	Forçosament.			p < 0.55	pendent d'audició
pa-061	279	988.280	991.600	Doncs | a	0.4414 | 0.3697	2	Doncs a l'automòbil, al final,			p < 0.55	pendent d'audició
pa-061	280	991.680	998.800	adapt | no	0.2423 | 0.5336	2	tindrà que adaptar-se als nous temps, no?			p < 0.55	pendent d'audició
pa-061	281	998.880	1002.600	Ja	0.4947	1	Ja s'estan començant a produir vehicles elèctrics,			p < 0.55	pendent d'audició
pa-061	282	1002.680	1005.320	de	0.4643	1	s'estan buscant d'altres tipus de...			p < 0.55	pendent d'audició
pa-061	283	1005.400	1008.440	de	0.4980	1	de... no sé com ho podria dir.			p < 0.55	pendent d'audició
pa-061	284	1008.520	1012.120	sí | no | sob | energ	0.4696 | 0.5101 | 0.4419 | 0.4648	4	Sí, sí, no, de solucions paraleles, sobretot energètiques.			p < 0.55	pendent d'audició
pa-061	285	1012.200	1015.560	al	0.4974	1	Però al sector d'automabel, per viure.			p < 0.55	pendent d'audició
pa-061	286	1023.160	1025.600	Bueno	0.4708	1	Bueno, hem deixat la moda. Ho fem molt de pressa,			p < 0.55	pendent d'audició
pa-061	287	1025.680	1029.440	hi | en | l | op | itud | d | elles	0.3375 | 0.2387 | 0.4365 | 0.1500 | 0.2258 | 0.3834 | 0.3758	7	però hi ha tants coses en l'opitud d'elles, la concentració de tot.			p < 0.55	pendent d'audició
pa-061	288	1029.520	1034.080	m	0.5127	1	"I ara anem amb un altre dels... dels ""marchamos"" de qualitat"			p < 0.55	pendent d'audició
pa-061	289	1034.160	1037.960	que | ir | ès	0.1514 | 0.5031 | 0.5196	3	que ha tingut sempre pirirès, que és la part d'alimentació.			p < 0.55	pendent d'audició
pa-061	290	1038.040	1040.000	Amb | primer	0.4393 | 0.5413	2	Amb primer lloc, els formatges.			p < 0.55	pendent d'audició
pa-061	291	1040.080	1042.480	B | ve | iem	0.1724 | 0.5360 | 0.2372	3	Bé, veiem una època que deien			p < 0.55	pendent d'audició
pa-061	293	1046.800	1050.760	ess | els | rans | del	0.1466 | 0.1220 | 0.4245 | 0.1266	4	Clar, no és que consumiressin els Andorrans del dia formatge,			p < 0.55	pendent d'audició
pa-061	296	1054.440	1059.520	V | una	0.2917 | 0.3112	2	Vosaltres amb això també vau aportar una especialització total.			p < 0.55	pendent d'audició
pa-061	297	1059.600	1065.760	Ten | a | 500	0.3136 | 0.1623 | 0.4641	3	Tenim, a prop, de 500 referències...			p < 0.55	pendent d'audició
