id_persona	forma	interval_escolta	clip	sha256	coincidencia_small	coincidencia_base	consens_textual	text_small	text_base
pa-008	doncs	55.25-59.75	clips/pa-008__doncs__55.25.wav	608e166c3f7d4f63850c8b47c45178cd79999982a966fc2cdc0df2df4761570d	no	sí	no	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Doncs per què? El que fem els fallaïres, la seva escorsa,  parlar-lo.
pa-009	doncs	139.25-145.75	clips/pa-009__doncs__139.25.wav	a8fb9cccca0c31582eb8fd38688a29fc8664ac0fabcd1c9ff2bf59681828303e	sí	sí	sí	Doncs com podeu veure amb aquest esquema que tenim aquí al costat, tenim les parts de la campana.	Doncs com podeu ara amb aquest esquema que tenim aquí un costat, tenim les parts de la campana.
pa-010	doncs	24.65-31.67	clips/pa-010__doncs__24.65.wav	309b173e7d6f30301d9e7648b7163fb5f2d33aa940f2eaa4129fa4ee34282ff2	sí	sí	sí	oponímia i risc geològics. I doncs vei avui com a col·laboració dins d'aquest  cicle de capsules d'història en temps de confinament.	d'una tipus mímia ruscusiólògics.  I doncs veia, vull com a coloració dins d'aquest ciclo  de cápsules d'història en termes de confinament.
pa-011	doncs	61.49-69.07	clips/pa-011__doncs__61.49.wav	5aa1c51a8900c6ce6d1c161b52cc6fd8c8ed60de090521b6adbff36b7ea0d508	sí	no	no	Escolti, què va passar, doncs que el 1435 l'Ereu de la Casa es va fer mitcari de l'Amassana.	que va passar el tors que el 1435 l'he deu de la casa,  es va fer bicar-hi de la massana.  Per tant,
pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav	4b2398a041243a0406c39b974765556d1c37b840bfea8c9e2d8afdce5d572a2a	no	no	no	aquí veient un equip de dallasres que estan treballant.	Aquí veniem dos un equip de d'allà eres  que està treballant.
pa-013	doncs	56.85-61.87	clips/pa-013__doncs__56.85.wav	a331902281b4ef37a1e91529a4569ab16b95b175dddd11dca72c1653f8a31d1a	sí	no	no	i més recentment, també, doncs, si pot accedir, hi ha l'avivació.	i més recentment també si pot accedir i ja la viure.
pa-014	doncs	180.05-188.55	clips/pa-014__doncs__180.05.wav	cdc02498c52762dbdcee2ae5598710e71e87033689815e8295ffd5ba9f76fd45	no	sí	no	i això és el més bonic que hi ha.  M'ha apassionat més a ensenyar quan m'ho demana...	i això doncs és el més bonic que hi ha, i el que m'ha passionat més a ensenyar quan m'ho demana.
pa-015	doncs	83.25-87.75	clips/pa-015__doncs__83.25.wav	2f666e1eff8fed57c0a6be7a4e79f9d130981b91570781073aa7d5de5609591b	sí	sí	sí	és important, doncs és important per una senzilla raó.	que és important, doncs és important per una senzilla rau.
pa-016	doncs	62.33-69.43	clips/pa-016__doncs__62.33.wav	30e79f4822a2421b9b7fdd1c17a2fe7019b7802f73ea5469821a94a2b14026ad	sí	sí	sí	"que em diu ""filling a xis polític"".  I em diu ""tu sí que sí, no?""  Doncs has d'anar a la teva paraula. Dic ""sí, sí""."	"que jo feli aixís polític, i em diu, ""Tusi, que sí, no"".  Doncs has donat la teva paraula, dic sí, sí."
pa-017	doncs	459.25-464.75	clips/pa-017__doncs__459.25.wav	88468d412a21fe20d4f5f076302a7cc9b4e3d98f87e2f3e7c3089cbe5a6a7c2d	sí	sí	sí	I perfecte, doncs a partir d'aquí, sempre ja que et dubte de sapiguer,	I perfecte, doncs a partir d'aquí, sempre ja que duté desenvolupar-te, és
pa-018	doncs	33.53-39.87	clips/pa-018__doncs__33.53.wav	dab50c106ed0ca9ff8077a6ebca1b9f2a6643b5570a0a9f2d566e95b69d73b4b	no	no	no	els altres eren menys evolutives i molt més conservadores.	els bones, altres, bueno, eren menys evolutives i molt més conservadores.
pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav	23755859fe786628ba31bc7d04552e89c6d005243328bf665c758ab58f133a2c	no	no	no	venien en costa de dictadura, sí, i nosaltres...	ens venien en costa dictadura i nosaltres ens venien en costa dictadura.
pa-020	doncs	247.37-252.03	clips/pa-020__doncs__247.37.wav	ac7ae50067955964395511abc509716004b73c35c836bfd2be1d2d7eae21d7e4	sí	no	no	perquè, doncs, quan un no l'anirà bé, que s'anirà bé per pinjar,	quan no l'INAB, que s'han de haver per pinar, feien reconegut.
pa-021	doncs	12.25-16.87	clips/pa-021__doncs__12.25.wav	caa7b27a9303c6a472d419c643ce71ba705f0b079f5db22863a73bd5090cdc6b	sí	sí	sí	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.
pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav	67f0bb703016287592fac90bfe25a8f60063df63a68f142792da4ac6c3881044	no	no	no	que va ser amb arribar-te a aquest punt, ara toqui.	que va ser amb arribat amb aquest punt ara toque.
pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav	e566446c8cd47ba690f7fa9cdcd98e35951722afdf5df53b1290bf4be7a3d57c	no	no	no	La representatibilitat del consell General  considerava que calia establir la separació de poders.  Consideràvem, des del punt de vista més socioeconòmic,  que calia ser capaços de programar el creixement.  Ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe de l'empresso.  ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe Bricall.	i segurament la representatibilitat del consell general consideràvem que calia establir la separació de poder,  consideràvem també des de punt de vista més socioconomic que calia ser capaços d'programar el creixement.  M'en recordo... Ja feien coses.  Intressant les institucions, m'en recordo,  que és la promoure de l'informe brical.
pa-025	doncs	59.89-66.03	clips/pa-025__doncs__59.89.wav	bc55b2725047786d4f8ce751bcd2abf007f43c80bd8526d1784826e612428d3e	no	sí	no	de les conseqüències i de les conseqüències que tenen.	Doncs tu em va vendre la llei, la pel·litzaven, les menaven.
pa-026	doncs	6.33-9.67	clips/pa-026__doncs__6.33.wav	aa895f9eceaa0c9562e211b003c58ea4806f71d7a8b9be80e8bad416032c8278	no	no	no	i no el comú, amb quatre anys.	No ho comum, però és clar, amb 4 anys.
pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav	38a642e1c4cf1e5b359e5c5f93a5ea243179a12da826b4b12cef6935f990b214	no	no	no	i inicialment el cíndic parlava amb els consellers.	I va parlar amb els consellers, i va parlar amb els consellers.
pa-028	doncs	329.33-334.79	clips/pa-028__doncs__329.33.wav	3805ccfc9d6eb1cf6e51c39cc3b10f1068e476b393b1b19c19030c8ae72c9bc5	sí	sí	sí	No era igual.  Doncs conyes que realment té un valor de cada institució.  Jo trobava...	Doncs conyes que, realment, en valora que t'acosti tu, si ho trobava...
pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav	39e640e7a71446af0d3465c1c64c03586e6895011486aecda1e23f60f0173c2f	no	no	no	i la constitucional, la permanent i la constituent.	i la constitucional ens anem la permanent i la constituent.
pa-030	doncs	43.53-48.63	clips/pa-030__doncs__43.53.wav	2a791ded5c43a33365aa74d972ca0174e560615308ee892e8a6059a279162a46	sí	sí	sí	com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	com estaven, doncs evidentment no era el nostre tarant.  Per la menys del meu.
pa-031	doncs	414.05-419.11	clips/pa-031__doncs__414.05.wav	4ac69e3c84c89e14c5394684402f9532cf50bb7d2f06465aa722df3c43217b0a	sí	no	no	Doncs ja ho defensarem i es va decidir que sí, i vam decidir.	Potser ja ho defensarem, i es va esmadesir que sí, i vam decidir.
pa-032	doncs	21.61-27.23	clips/pa-032__doncs__21.61.wav	7978969c8d5ca1dfa8fdba8af3a14e5fe554f0d4a3decfe7999825e2ede14062	sí	sí	sí	Doncs vam firmar un paper allà per presentar una candidatura per veure...	Doncs vam firmar un paper allà per presentar la candidatura per veure.
pa-033	doncs	6.61-10.79	clips/pa-033__doncs__6.61.wav	2334bb93e8368ef15722191494cea98bfa1cf6473d3fe42030bb789622343d3a	no	sí	no	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	que portàvem al cap i doncs, a dir, ben nacional, no t'hi consideres.
pa-034	doncs	110.53-116.23	clips/pa-034__doncs__110.53.wav	969a7dcbf66d598c05ee6ebe5b513ba7b126ddddfdc083e369f75d2487debffd	no	no	no	en una manera la política que es feia, que era això,  casatal, casatal, no?	la política que es feia que era casatal, casatal, no?
pa-035	doncs	195.49-202.11	clips/pa-035__doncs__195.49.wav	407b7e368e7e93f22b9df827c4fd303b5cdb9de07bb6943545a1d368e7b1b6bc	sí	no	no	I, bé, ja he participat, doncs, una mica, una mica.	i jo vaig participar d'un amic, una mica.
pa-036	doncs	367.25-376.75	clips/pa-036__doncs__367.25.wav	79170e20e49fc9ecd4f3e6e8920a76e8fc9646d2b4ecfb09b8871a7b22e5aa00	sí	no	no	"i dic ""opi, vols que ens trobem que ens parlen d'això i ens proposin això?""  Doncs nosaltres ja hem d'anar, hem de fer la Constitució."	que ens parlem d'això i ens proposen això.  Nosaltres ja hem de fer la constitució i tots els comprensions.
pa-037	doncs	20.49-28.07	clips/pa-037__doncs__20.49.wav	6b6832a65d1cd2750662eb13139673692a652101568d9ca89268da6b2ca79fc5	sí	no	no	I, doncs, quan va arribar el consell constituent,  ha vint arribar també amb bastant tensos  i l'enriquia es van posar.	i quan m'arriba a consell constituent,  ha vina arribat també amb bastant tensos.
pa-038	doncs	2008.17-2013.95	clips/pa-038__doncs__2008.17.wav	c11cc452775c8860e95e68ffd1f00b4bffac4f398c2ed687dc1b8a02d6c69dae	sí	no	no	No? Doncs era per això, perquè no eren de la corda.	No? Potser era per això, perquè no eren de la corda.
pa-039	doncs	12.77-19.51	clips/pa-039__doncs__12.77.wav	9731f90cc7b275e9f8a45cfdda6e09bba1752731587ce805333097d9ae17656e	no	no	no	la història dels veguers i dels coprínceptes feudals.	d'història, fos dels veguers i dels cobrins seps feu d'als, per què això és?
pa-040	doncs	210.05-214.99	clips/pa-040__doncs__210.05.wav	07fe4438a688a94f1330ec8715fb827b8f6e48efce252902c6e37e39fac24266	no	no	no	A l'aprovació, l'atenció prevista que hi va haver,  es van tenir que fer molts passillos per anar a la qüestió.	A la provació, l'atenció previ que va bé es mantindre que fem els passillos i l'època de l'acostió.
pa-041	doncs	209.25-217.75	clips/pa-041__doncs__209.25.wav	456d3f4d57f1f273bc1992f48e4f8a53c04eb9f60a7604e06f0326ee2b8b33bd	no	sí	no	I per altra banda, si aquesta maternal endurrana que estava ubicada en unes aules...	i per altra banda, doncs si aquesta materna l'Andorran,  que estava ubicada amb unes aules.
pa-043	doncs	15.25-19.75	clips/pa-043__doncs__15.25.wav	fe38e7be7f83121938450485105993045cd46a153f7b061e0fb8f5c3025a0ef9	no	sí	no	i a part era això de fa 15 anys que tinc 15 anys, que és...	I a part, doncs, era això de fa 15 anys, 15 anys, no, que és.
pa-045	doncs	283.01-287.39	clips/pa-045__doncs__283.01.wav	26adcfe3a26d9a3b60b789516595f84b3d5ddc67b459a520b8461e903dd50405	sí	no	no	que dins de la cova produeix alteracions.  Doncs és millor tan caro, no està claríssim.	de la coba produeix alteracions dels millotancars.  No està claríssim.
pa-046	doncs	135.61-140.07	clips/pa-046__doncs__135.61.wav	3258ae8b054646860843583a2ffb1792164175e4bd33de0635765c12fdd8ab2d	sí	sí	sí	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	Som filers, doncs es veiem el dia a dia i hem espanyol.
pa-048	doncs	302.89-306.79	clips/pa-048__doncs__302.89.wav	aaf363ff4b73cad2996e1e87eafdccbdede1302092dcd61ff25efe27e9fd68aa	sí	sí	sí	els origens.  Bueno, doncs no maquem els origens, la pedra...	Bé, doncs no en maquem els origens. La pedra és...
pa-049	doncs	1092.25-1095.75	clips/pa-049__doncs__1092.25.wav	9e5dcb2d1aed521859f02d62f4d557ad1e68f1360e2b884a74502dece7b2ac84	no	no	no	de turistes que en mil i 10 milions que l'estigui...	que tenien 10 milions d'autoristes que m'agradarien.
pa-055	doncs	6.29-9.67	clips/pa-055__doncs__6.29.wav	784e9c63f9248d7850d920158099e853b5c805911b3126d17b8deb30b5f6944a	no	no	no	i no el comú, amb quatre anys.	No comú, però és clar, amb quatre anys.
pa-056	doncs	43.45-48.59	clips/pa-056__doncs__43.45.wav	5369240f16b54d3a0871052b64ccb84fb720167f0789d2cb3a120bd39b1f683b	sí	no	no	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	com estaven, evidentment no era el nostre tarant nou,  per la menys del meu.
pa-057	doncs	127.21-131.71	clips/pa-057__doncs__127.21.wav	97611dd2498ed71d29648969c7a06660ac4f8246bb6d5fd912922b81c04459cd	no	no	no	i la constitucional, la permanent i la constituent.	en constitucional, en la permanent i la constituent.
pa-058	doncs	200.41-205.27	clips/pa-058__doncs__200.41.wav	b825d5b264fd70da271a46ea83654e04581323aaeff6ed3321f149dbf81c954e	no	sí	no	i els electors quedarien en paper mullat perquè no...	els electors, doncs, bueno, quedaria en paper mullat, per què no?
pa-059	doncs	245.81-250.79	clips/pa-059__doncs__245.81.wav	baf3a30e6b884ef8e98a80da6980e83da1386fcb897d2ad706bb51d5adbdd1c8	no	no	no	que es deriva amb un compromís, i ja està.	que es describem un compromís, i ja està.
pa-060	doncs	177.97-182.63	clips/pa-060__doncs__177.97.wav	514b7c0d44b5d8238187d52962a2ff575fec300bcabe9a496a82cc436a16b60d	sí	no	no	i va ser meva, que si m'haguia de dir no plegàvem,  doncs presentàvem, vull dir, que és disolguir.	I va ser meva, que, si m'agridi, no plegava a presentar-me un poïdí que es disolgui.
pa-061	doncs	242.09-249.23	clips/pa-061__doncs__242.09.wav	ffeaa7cee08f842242e644eb80f2eb9aa09eda53ee21e15a5e800fe0ae88d5b9	no	no	no	És una mica tornar a les rails de la creació del grup.	És una mica tornar a les reles de la creació del grup.
pa-062	doncs	302.09-307.51	clips/pa-062__doncs__302.09.wav	b33349812d8086c20603f8bfd5cdee8780d061972f46835e2e1109d238fb3040	no	no	no	A tu, quan ets petit, s'ha arribat a elaborar...	Tu, quan els pots patir, s'ha arribat a elaborar.
pa-063	doncs	609.05-614.11	clips/pa-063__doncs__609.05.wav	b47bb5e4624b646111d8b819c56b972ff2c8b7f96f2076116966d014fa14ad04	sí	no	no	com sigui, doncs ho haurem de patir i s'ho haurà de fer,  i si no, no en sortirem.	com sigui, que ens orem de patir i ens orar de feixin, no ens sortirem.
pa-064	doncs	456.73-460.43	clips/pa-064__doncs__456.73.wav	83ee834bba2d5b3b2ce8eb82ef397a47d10bb28e013dd4363f3989904c6351a4	no	no	no	el pas d'uns agafables amb els dips.	d'on s'agrada el pas.  D'on s'agafà, el vol dir ser-hi-la.
pa-065	doncs	157.49-162.27	clips/pa-065__doncs__157.49.wav	fa6b643feaf38740c3c673bdf0240a4181c5a163af029a8b9849d97c40d783a2	sí	sí	sí	i quan hi ha amor, doncs Déu, avi, tenen tots els nostres cors.	i quan hi ha amor, doncs deu haver-te entès els nostres coses.
pa-001	perquè	59.57-63.31	clips/pa-001__perqu__59.57.wav	8f2339307585715bdef5bd403e14bd6eaaf7848b25bfbb07c4b75ef53ae6c53a	sí	sí	sí	una desfasada perquè el que no es veien bons ulls a un...	desfassada perquè el que no es veiem bons ulls a un...
pa-002	perquè	18.25-23.75	clips/pa-002__perqu__18.25.wav	fd992eaa1c36075c7d61eb5415a88873e62c9cd1a814028961f837c177c0450f	sí	sí	sí	un putat, perquè no deixeu de veure els serveis dels copríncipes,	perquè no deixava de veure els serveis dels cop rinses que tot el veu.
pa-003	perquè	201.57-207.03	clips/pa-003__perqu__201.57.wav	4d89850da4f75cb15a2bb18d7e50f0591347b9b46c178f4ecadb12808bdf31e1	sí	sí	sí	d'executiu, perquè aleshores no era govern, era consell executiu,	perquè les aves no era govern, era aconsecutiu al 7 de juny.
pa-004	perquè	464.09-471.39	clips/pa-004__perqu__464.09.wav	34897a3ceeddad5ddce803ce923ebf0b03ac5b546f9540b0aa7ade39a63929c5	sí	sí	sí	I calia estar-hi molt a sobre perquè per no quedar-se sense molt l'incarre que algú n'és més.	i calia doncs estaria molt sobre perquè no quedar-se sense molt i encara que algú n'és vingut.
pa-006	perquè	110.25-117.75	clips/pa-006__perqu__110.25.wav	f5110cd0a97a9b8260146db20c19982de730e54683234b9f745c4699755a734d	sí	no	no	I us aprofita la velocitat de l'aigua perquè les aletes que té total voltant de la roda, que no us veu ni aquí a la imatge.	de la llibertat de la llibertat de la llibertat.
pa-007	perquè	101.25-107.75	clips/pa-007__perqu__101.25.wav	8adbcbe949e214503a8ac8893a4ebed08f3735f6e7e851f441dc210aa4575174	sí	sí	sí	que res d'endorra, no sé si es veu perquè em penso que surt com si fos un mirall,  però aquest és el llibre que parla d'això, no?	no sé si es veu perquè em penso que surt com si fosse un mirall, però aquestes al llibre que parla d'això, no?
pa-008	perquè	55.25-59.75	clips/pa-008__perqu__55.25.wav	2c1d31909c548f5c61ab8d46f6e06ce7b91aec623fb61107c00475a4dfbdb129	sí	no	no	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Doncs per què? El que fem els fallaïres, la seva escorsa,  parlar-lo.
pa-009	perquè	349.25-356.75	clips/pa-009__perqu__349.25.wav	4564d03841139f4f9416a21333c3b911f275de8124513c2907e82712a9000466	sí	sí	sí	perquè no hi ha exemplars com aquest i, més, tant ben conservats com el que us parlo ara.	reservar perquè no hi ha exemplars com aquest i més també ens conservats com el que us parlo ara.
pa-010	perquè	196.65-201.55	clips/pa-010__perqu__196.65.wav	649287324f69546d014108e4929ec6af6c207ea994c805ff69727151f99526f9	sí	no	no	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.	que també poden ser el referècest de nou més ticsats a la llengua que encara es planta.
pa-011	perquè	27.61-31.55	clips/pa-011__perqu__27.61.wav	29135be54b4b147d0eda34d59bebcaf5560c412009f5de70ab50001845ee234c	sí	no	no	Escolte, perquè era de la família Escolte, que vol dir...	i escoltem per tirar de la família i escoltem què vol dir.
pa-012	perquè	369.25-374.75	clips/pa-012__perqu__369.25.wav	4f44df390cad8205ba3046068dfa49ceef24647ed6707c5a8be4e626ea6880ae	sí	no	no	perquè la gent es recordi d'aquestes eines.	per que la gent és recording d'aquesta setmana.
pa-013	perquè	433.89-442.03	clips/pa-013__perqu__433.89.wav	0aa03038c99007d9249ce58a724a195f4f86c1bc4d2099383396de3531e1f431	sí	no	no	Per què us sabem? Doncs perquè es conserven múltiples testimonis fotogràfics.  Gràcies a Josep Elzina.	Per què us sabem? Per què es conservat molt multiple testimonis fotogràfics?  Gràcies a Josep Elzina.
pa-014	perquè	105.85-115.75	clips/pa-014__perqu__105.85.wav	55393fbc618c75d97938a8322291a70144c4bdbc594f681ca01cf3577a1f664c	sí	sí	sí	per quin motiu, perquè en el seu moment es va tenir una sèrie de dubtes o dubtes,  més que dubtes, vaig començar a buscar.	Per què et motiu?  Perquè en el seu moment voldria estar-hi una sèrie de dubtes,  o dubtes més que dubtes,  Bé, vaig començar a veure...
pa-015	perquè	86.25-92.75	clips/pa-015__perqu__86.25.wav	920109045896e7d94de1457f918d197e77aaacebd657e63b73cb06aa841730f8	sí	sí	sí	senzilla raó perquè és el poder econòmic del que seria la barroquínca.	sense el rau, perquè és el poder econòmic de la que seria la barraqueta.
pa-016	perquè	79.77-85.39	clips/pa-016__perqu__79.77.wav	63ff86102f02e1c79131c26c271b764dcf2fee00757ceb1742483bf13b84d8aa	sí	sí	sí	a mi em posa moltíssim, perquè a més era al principi i pensava que m'hagués quedat.	A mi m'imposaré moltíssim, perquè més era el principi i pensé que més...
pa-017	perquè	4.25-12.15	clips/pa-017__perqu__4.25.wav	c37d0e81a67035f14b21a3d9acf65e9e4d89259751bedffb0718788bff25ba73	sí	sí	sí	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Prevam anar amb molta il·lusió, perquè la Constitució,  nosaltres, realment, és algo que ens interessai.  I a més,
pa-018	perquè	91.09-96.47	clips/pa-018__perqu__91.09.wav	26189b0a263714ef40ca0fe1cde356c2818cdb993a4fba5c05348fc3e0037b55	sí	sí	sí	i resòria, perquè no podíem acabar mai de decidir que una cosa...	i resoria perquè no podíem acabar mai de decidir que una mica.
pa-019	perquè	101.25-105.75	clips/pa-019__perqu__101.25.wav	d8b885acfaeaa08e383bd0ef2cfa0513b99713e7bf1a070c9cc7219cb5caaf33	sí	sí	sí	perquè realment va ser un consell molt intens.  Es va treballar moltíssim.	pensat perquè realment va ser un consell molt intens.  Es va treballar moltíssim.
pa-020	perquè	9.41-12.91	clips/pa-020__perqu__9.41.wav	685c2253092a80703a48aa722308efa55b16603ada59926e97085bdd6f010811	sí	sí	sí	perquè hi ha hagut aquella dimissió recent.	de tot això perquè vivim tot el que ja dimissió.
pa-021	perquè	15.45-19.67	clips/pa-021__perqu__15.45.wav	b5da3c833208a879a53426b7f5e9a0b928e4b560e6d6f9577f08ad125321950b	sí	no	no	em van convèncer, doncs, perquè fos candidat.	en van convencer, doncs per què fos candidat.
pa-022	perquè	111.69-115.67	clips/pa-022__perqu__111.69.wav	fb2ffe0dbf5e8edef8dff934b62be786708f56c40fda8becaa5c14c141aff790	sí	no	no	perquè si no s'arriba a fer la Constitució i continuem...	Per què no s'arriba a fer la Constitució i continuem?
pa-023	perquè	29.09-34.79	clips/pa-023__perqu__29.09.wav	a53c55737a3ea627dfc1975487041bc23708b7667b47e9e81592d2cbcb46a20c	sí	no	no	perquè els coprínsecs, i sobretot els representants,	d'arribar-s'ho.
pa-024	perquè	225.53-230.35	clips/pa-024__perqu__225.53.wav	d09d1bc1d872d54d288ff2424248c5de18fa9d8b76f314bb0a4e675d489085f5	sí	no	no	Doncs vaig així, perquè va ser unes votacions molt interessants.	Doncs vaig decidir per què vas a una explotació molt interessant,  es van repetir varies.
pa-025	perquè	37.17-40.43	clips/pa-025__perqu__37.17.wav	a891fcf66565de45043e5673202939ffd53995c708fbce926de37ecf2ab3a200	sí	sí	sí	molt grans perquè abans no els deixaven votar, que eren...	molt aglents perquè abans no els deixaven votar, que eren...
pa-026	perquè	150.53-156.67	clips/pa-026__perqu__150.53.wav	a06efbfdb2e318c890b420026c97961f9e15ee10139b75a171678569811766b4	sí	sí	sí	perquè no em vull ascendre amb les coses de palacio que hi van molt després.	perquè no em vull ascender amb les coses de pal·lació que hi van mulles.
pa-027	perquè	8.81-14.39	clips/pa-027__perqu__8.81.wav	e8162daab616860e81e55a9b17c1dd1824cef34ede88bf377dfcddb1b9284c85	sí	sí	sí	I ho recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.	i jo recordo perquè no crec que era l'arradió i no sé si hi havia televisió en aquest moment.  En l'alcult de l'alcult de l'alcult.
pa-028	perquè	142.89-147.99	clips/pa-028__perqu__142.89.wav	5b1e188c8fcea870766593da2a3077f6730dd34d379eaea586edb4f2f65ae03c	no	sí	no	i el que hem de fer és fer-ho i fer-ho i fer-ho.	perquè demostrar-hi realment que existim normalment.
pa-029	perquè	249.69-254.43	clips/pa-029__perqu__249.69.wav	ab0a4f86d61a08b2713c29e243689f6690d79aab735bee1859dfda92408cd1e8	no	no	no	i el que passa és que a poc temps es va fer el Tom de 18 mesos.	I el poc temps que parli de les xarxes ho fa fer,  no t'ho em diguis més, jo us diuen.
pa-030	perquè	31.89-36.39	clips/pa-030__perqu__31.89.wav	c8563f20f7d6628968378f3a440d6a7ad4939624141215ec351d27a364919d73	no	sí	no	que el que hem de fer és agrair aquests quatre anys.	perquè els vegades pensaven vendre aquí.
pa-031	perquè	32.69-37.47	clips/pa-031__perqu__32.69.wav	cf617f19e1ca890dcf6dfb89e425ddba5e51d8739e0266d23d3f88905606219e	sí	no	no	perquè tampoc ho hauria de massaclar i com podia anar.	El que passa és la veritat.  El que passa és que el que passa és la veritat.
pa-032	perquè	9.21-15.07	clips/pa-032__perqu__9.21.wav	66b02c6db84050aebf90008226b3eceeceb63d28f24f6f2dabcd5df79040e592	sí	sí	sí	perquè has tancat l'aport a les 7 de la tarda.	perquè es tancaveu l'aport al set de la tarda.
pa-033	perquè	18.89-23.43	clips/pa-033__perqu__18.89.wav	83a8fe60b3c3d92ff7983f58a8039aa092f30492036b4e85d45ff73f735dcdb1	sí	no	no	perquè recordeu que en aquella època els balles tenien una força...	Per recordar que m'agraeixin els bàllis que tenien una força
pa-034	perquè	51.85-56.47	clips/pa-034__perqu__51.85.wav	42c2240a9e852c9b3f38b820a029fd9cf367a55c2470b17dff14d3bdd74dff5f	no	sí	no	i el que fa és que el que faci és que t'hi posis.	Com et posarà que faci, continuo pujar o marxar,  perquè aquí hi ha alguna cosa que passa.
pa-035	perquè	181.13-186.35	clips/pa-035__perqu__181.13.wav	f38c54cf7b06763648129d2747c0f1ced80eb9516a046f7e7ef3daa04b563f16	sí	sí	sí	perquè hi havia molts endorrans reticents.	perquè hi haurà molts endorans retissiu.
pa-036	perquè	15.65-20.75	clips/pa-036__perqu__15.65.wav	0b689f9cb1c151358edd130106775c8b163806eb401b210c4a81db43371b53bd	sí	sí	sí	A tu disseri, ens vam quedar una mica parats perquè nosaltres volíem anar més lluny.	i ara et dic a dir que ens vam quedar una mica paraç,  perquè no el desencarà voliu anar més lluny i voliu més lluny.
pa-037	perquè	186.29-198.91	clips/pa-037__perqu__186.29.wav	1cbed31b6a828f4d1d14b5d0776606717bcd4713ad7782068c048ddfcc358a3d	sí	sí	sí	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	Després quan va arribar cap al final de tot ens van informar més,  perquè al final havíem de votar així, si no.
pa-038	perquè	279.13-283.51	clips/pa-038__perqu__279.13.wav	c31eb633958fc9fd8bd88b6bfbe0bfc3cbd45b63478165ca802023b152926f29	sí	sí	sí	sobretot perquè els delegats permanents han continuat.	sobretot perquè els delegatges permanents han continuat, però els veguers...
pa-039	perquè	18.09-21.31	clips/pa-039__perqu__18.09.wav	dff331596c9e82aa7bb44ebbf55c1110e2144bf7e68ffeececaa17ec019e4216	sí	no	no	perquè això era xins.	Per què això era així?
pa-040	perquè	25.21-30.07	clips/pa-040__perqu__25.21.wav	1dddceb3b8b20aa203c0beebdb84beb91ca4e0eeee9207dfb2c471483bc2bd35	sí	sí	sí	perquè considero que en d'hora necessita un nou estatut com...	perquè considero que en d'hora necessites un nou estatut com...
pa-041	perquè	69.25-76.75	clips/pa-041__perqu__69.25.wav	7719b475b5c82063849dcb098fa742a7a21e636a25256d974be9d5877e957376	sí	sí	sí	i per tant parlaven amb altres pares perquè portessin els fills a l'escola en Dorana.	I per tant, parlaven amb altres pares perquè portessin els fills a l'escola endurant.
pa-042	perquè	29.13-33.43	clips/pa-042__perqu__29.13.wav	070ca7096afab41fd8168729d4884fa32c4920392328afd39413d4653ba181c7	sí	sí	sí	a l'escola, més que res, perquè tenia els nens petits.	A més que res, perquè tenia els nens petits, crec que...
pa-045	perquè	175.33-183.63	clips/pa-045__perqu__175.33.wav	fed7356d7f153694bcb35a3111387ee9b69251ce5f0607d814d1f2e03a15c256	sí	sí	sí	Algú va fer això, no?  Perquè què va induir a fer aquesta obra?	"""Aquí s'ha d'explicar""  perquè va induir.  Aquesta hora."
pa-046	perquè	140.85-146.79	clips/pa-046__perqu__140.85.wav	078e50f04cb2167854b9bf1084520f6d233b0f4873cf10b36b9b28c4a204f428	no	no	no	Aquest producte és un valor afegit del país i de tothom.	que et producte, que és un valor aficit del país i de totes.
pa-048	perquè	186.93-191.19	clips/pa-048__perqu__186.93.wav	1126abd618f49f845eab2af7b8347b639f779ddf619ecc137b9baeb594f6c7a2	no	sí	no	que el riu sempre sembla igual, però no ho és.	Per tant, les maneres, perquè el riu sempre és sempre igual.  Però no ho és, perdó.
