ordre	id_persona	forma	clip	small	base	greedy	categoria	text_small	text_base	text_greedy
505	pa-015	doncs	clips/pa-015__doncs__83.25.wav	sí	sí	sí	A-tres-models	és important, doncs és important per una senzilla raó.	que és important, doncs és important per una senzilla rau.	"és important. Doncs per ""és important"" per una senzilla rau."
506	pa-016	doncs	clips/pa-016__doncs__62.33.wav	sí	sí	sí	A-tres-models	"que em diu ""filling a xis polític"".  I em diu ""tu sí que sí, no?""  Doncs has d'anar a la teva paraula. Dic ""sí, sí""."	"que jo feli aixís polític, i em diu, ""Tusi, que sí, no"".  Doncs has donat la teva paraula, dic sí, sí."	"""Filiàtics polítics"", no?  I em diu ""tu sí que sí"", no?  Doncs has donat la teva paraula, dic ""sí, sí""."
507	pa-017	doncs	clips/pa-017__doncs__459.25.wav	sí	sí	sí	A-tres-models	I perfecte, doncs a partir d'aquí, sempre ja que et dubte de sapiguer,	I perfecte, doncs a partir d'aquí, sempre ja que duté desenvolupar-te, és	i perfecte.  Doncs a partir d'aquí, sempre ja que et dubte,  desapigué, és que...
508	pa-018	doncs	clips/pa-018__doncs__33.53.wav	no	no	no	D-cap-model	els altres eren menys evolutives i molt més conservadores.	els bones, altres, bueno, eren menys evolutives i molt més conservadores.	i els altres eren menys evolutives i molt més conservadores.
509	pa-019	doncs	clips/pa-019__doncs__46.25.wav	no	no	no	D-cap-model	venien en costa de dictadura, sí, i nosaltres...	ens venien en costa dictadura i nosaltres ens venien en costa dictadura.	que venien en costa de dictadura.
510	pa-020	doncs	clips/pa-020__doncs__247.37.wav	sí	no	sí	B-dos-models	perquè, doncs, quan un no l'anirà bé, que s'anirà bé per pinjar,	quan no l'INAB, que s'han de haver per pinar, feien reconegut.	perquè, doncs, quan no li ha d'anar bé per pinjar,
511	pa-021	doncs	clips/pa-021__doncs__12.25.wav	sí	sí	no	B-dos-models	i es va obligar, i, bueno, les hores, doncs,	que pliga i, bueno, és ara, doncs, em van convidar-ho.	i va ser el que va complir.
512	pa-022	doncs	clips/pa-022__doncs__122.85.wav	no	no	no	D-cap-model	que va ser amb arribar-te a aquest punt, ara toqui.	que va ser amb arribat amb aquest punt ara toque.	i el que ha passat és que el que ha passat és que el que ha passat
513	pa-024	doncs	clips/pa-024__doncs__83.01.wav	no	no	no	D-cap-model	La representatibilitat del consell General  considerava que calia establir la separació de poders.  Consideràvem, des del punt de vista més socioeconòmic,  que calia ser capaços de programar el creixement.  Ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe de l'empresso.  ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe Bricall.	i segurament la representatibilitat del consell general consideràvem que calia establir la separació de poder,  consideràvem també des de punt de vista més socioconomic que calia ser capaços d'programar el creixement.  M'en recordo... Ja feien coses.  Intressant les institucions, m'en recordo,  que és la promoure de l'informe brical.	que el que ha passat és que la gent que ha fet el que ha fet  el que ha passat és que la gent que ha fet el que ha passat  ha de fer el que ha passat.  La representativitat del Consell General  considerava que calia establir la separació de poder.  Considerava, des del punt de vista socioeconòmic,  que calia ser capaços de programar el creixement.  que es va promoure l'informe Bricalh.
514	pa-025	doncs	clips/pa-025__doncs__59.89.wav	no	sí	no	C-un-model	de les conseqüències i de les conseqüències que tenen.	Doncs tu em va vendre la llei, la pel·litzaven, les menaven.	i que la gent que va a la presó,  que va a la presó,  que va a la presó,  que va a la presó,
515	pa-026	doncs	clips/pa-026__doncs__6.33.wav	no	no	no	D-cap-model	i no el comú, amb quatre anys.	No ho comum, però és clar, amb 4 anys.	i no el comú, amb quatre anys.
516	pa-027	doncs	clips/pa-027__doncs__18.01.wav	no	no	no	D-cap-model	i inicialment el cíndic parlava amb els consellers.	I va parlar amb els consellers, i va parlar amb els consellers.	i inicialment el cíndic parlava amb els consellers.
517	pa-028	doncs	clips/pa-028__doncs__329.33.wav	sí	sí	sí	A-tres-models	No era igual.  Doncs conyes que realment té un valor de cada institució.  Jo trobava...	Doncs conyes que, realment, en valora que t'acosti tu, si ho trobava...	i que, igual, doncs conyes que realment té un valor que té constitució.
518	pa-029	doncs	clips/pa-029__doncs__127.61.wav	no	no	no	D-cap-model	i la constitucional, la permanent i la constituent.	i la constitucional ens anem la permanent i la constituent.	i que la resta de la gent que ha de ser institucional,
519	pa-030	doncs	clips/pa-030__doncs__43.53.wav	sí	sí	sí	A-tres-models	com estaven, doncs evidentment no era el nostre tarannà.  Per almenys el meu.	com estaven, doncs evidentment no era el nostre tarant.  Per la menys del meu.	com estaven, doncs evidentment no era el nostre tarantà.  Per almenys el meu.
520	pa-031	doncs	clips/pa-031__doncs__414.05.wav	sí	no	sí	B-dos-models	Doncs ja ho defensarem i es va decidir que sí, i vam decidir.	Potser ja ho defensarem, i es va esmadesir que sí, i vam decidir.	i el que hem hagut, doncs ja ho defensarem,  i es va decidir que sí.  I vam decidir.
521	pa-032	doncs	clips/pa-032__doncs__21.61.wav	sí	sí	no	B-dos-models	Doncs vam firmar un paper allà per presentar una candidatura per veure...	Doncs vam firmar un paper allà per presentar la candidatura per veure.	i van firmar un paper allà per presentar una candidatura per veure...
522	pa-033	doncs	clips/pa-033__doncs__6.61.wav	no	sí	no	C-un-model	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	que portàvem al cap i doncs, a dir, ben nacional, no t'hi consideres.	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,  nosaltres consideràvem.
523	pa-034	doncs	clips/pa-034__doncs__110.53.wav	no	no	sí	C-un-model	en una manera la política que es feia, que era això,  casatal, casatal, no?	la política que es feia que era casatal, casatal, no?	i que, en una manera, la política que es feia,  que era, doncs, això, casatal, casatal, no?
524	pa-035	doncs	clips/pa-035__doncs__195.49.wav	sí	no	sí	B-dos-models	I, bé, ja he participat, doncs, una mica, una mica.	i jo vaig participar d'un amic, una mica.	I, ara, ja he vingut a participar, doncs, una mica.
525	pa-036	doncs	clips/pa-036__doncs__367.25.wav	sí	no	sí	B-dos-models	"i dic ""opi, vols que ens trobem que ens parlen d'això i ens proposin això?""  Doncs nosaltres ja hem d'anar, hem de fer la Constitució."	que ens parlem d'això i ens proposen això.  Nosaltres ja hem de fer la constitució i tots els comprensions.	i que ens trobem amb què ens parlen d'això i ens proposen això.  Doncs nosaltres ja hem d'anar, hem de fer la constitució  i tots els comparteixen.
526	pa-037	doncs	clips/pa-037__doncs__20.49.wav	sí	no	no	C-un-model	I, doncs, quan va arribar el consell constituent,  ha vint arribar també amb bastant tensos  i l'enriquia es van posar.	i quan m'arriba a consell constituent,  ha vina arribat també amb bastant tensos.	i quan va arribar el consell constituent,  ha vint arribat també amb bastant tensos  i l'enriqueçament...
527	pa-038	doncs	clips/pa-038__doncs__2008.17.wav	sí	no	sí	B-dos-models	No? Doncs era per això, perquè no eren de la corda.	No? Potser era per això, perquè no eren de la corda.	No? Doncs era per això.  Perquè no eren de la corda.
528	pa-039	doncs	clips/pa-039__doncs__12.77.wav	no	no	no	D-cap-model	la història dels veguers i dels coprínceptes feudals.	d'història, fos dels veguers i dels cobrins seps feu d'als, per què això és?	i la història dels vegès i dels copríncepts feudals,
529	pa-040	doncs	clips/pa-040__doncs__210.05.wav	no	no	no	D-cap-model	A l'aprovació, l'atenció prevista que hi va haver,  es van tenir que fer molts passillos per anar a la qüestió.	A la provació, l'atenció previ que va bé es mantindre que fem els passillos i l'època de l'acostió.	A la aprovació, l'atenció previst que hi va haver,  es van tenir que fer molts passígios per a la llibertat.
530	pa-041	doncs	clips/pa-041__doncs__209.25.wav	no	sí	no	C-un-model	I per altra banda, si aquesta maternal endurrana que estava ubicada en unes aules...	i per altra banda, doncs si aquesta materna l'Andorran,  que estava ubicada amb unes aules.	i per altra banda, si aquesta maternal endurrana  que estava ubicada en unes aules...
531	pa-043	doncs	clips/pa-043__doncs__15.25.wav	no	sí	no	C-un-model	i a part era això de fa 15 anys que tinc 15 anys, que és...	I a part, doncs, era això de fa 15 anys, 15 anys, no, que és.	i a part era això de fa 15 anys que tinc 15 anys, que és.
532	pa-045	doncs	clips/pa-045__doncs__283.01.wav	sí	no	no	C-un-model	que dins de la cova produeix alteracions.  Doncs és millor tan caro, no està claríssim.	de la coba produeix alteracions dels millotancars.  No està claríssim.	i que la gent que va a la cova produeix alteracions,  és millor tant caro, no està claríssim.
533	pa-046	doncs	clips/pa-046__doncs__135.61.wav	sí	sí	no	B-dos-models	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	Som filers, doncs es veiem el dia a dia i hem espanyol.	i que no hi hagi una altra.
534	pa-048	doncs	clips/pa-048__doncs__302.89.wav	sí	sí	sí	A-tres-models	els origens.  Bueno, doncs no maquem els origens, la pedra...	Bé, doncs no en maquem els origens. La pedra és...	i els origens.  Bueno, doncs no amaguem els origens.
535	pa-049	doncs	clips/pa-049__doncs__1092.25.wav	no	no	no	D-cap-model	de turistes que en mil i 10 milions que l'estigui...	que tenien 10 milions d'autoristes que m'agradarien.	que els haurien de fer.
536	pa-055	doncs	clips/pa-055__doncs__6.29.wav	no	no	no	D-cap-model	i no el comú, amb quatre anys.	No comú, però és clar, amb quatre anys.	i no el comú, amb quatre anys.
537	pa-056	doncs	clips/pa-056__doncs__43.45.wav	sí	no	sí	B-dos-models	com estaven, doncs evidentment no era el nostre tarannà,  per almenys el meu.	com estaven, evidentment no era el nostre tarant nou,  per la menys del meu.	com estaven, doncs evidentment no era el nostre tarantà.  Per almenys el meu.
538	pa-057	doncs	clips/pa-057__doncs__127.21.wav	no	no	no	D-cap-model	i la constitucional, la permanent i la constituent.	en constitucional, en la permanent i la constituent.	i que la gent no ha de ser a l'estat espanyol.
539	pa-058	doncs	clips/pa-058__doncs__200.41.wav	no	sí	no	C-un-model	i els electors quedarien en paper mullat perquè no...	els electors, doncs, bueno, quedaria en paper mullat, per què no?	i els electors quedarien en paper mullat perquè no...
540	pa-059	doncs	clips/pa-059__doncs__245.81.wav	no	no	no	D-cap-model	que es deriva amb un compromís, i ja està.	que es describem un compromís, i ja està.	que es deriva amb un compromís.
541	pa-060	doncs	clips/pa-060__doncs__177.97.wav	sí	no	no	C-un-model	i va ser meva, que si m'haguia de dir no plegàvem,  doncs presentàvem, vull dir, que és disolguir.	I va ser meva, que, si m'agridi, no plegava a presentar-me un poïdí que es disolgui.	i va ser meva, que si m'haguia de dir no plegàvem,  pots presentar-me, vull dir que és disolgir.
542	pa-061	doncs	clips/pa-061__doncs__242.09.wav	no	no	no	D-cap-model	És una mica tornar a les rails de la creació del grup.	És una mica tornar a les reles de la creació del grup.	És una mica tornar a les relles de la creació del grup.
543	pa-062	doncs	clips/pa-062__doncs__302.09.wav	no	no	no	D-cap-model	A tu, quan ets petit, s'ha arribat a elaborar...	Tu, quan els pots patir, s'ha arribat a elaborar.	i que no hi hagi una altra.
544	pa-063	doncs	clips/pa-063__doncs__609.05.wav	sí	no	sí	B-dos-models	com sigui, doncs ho haurem de patir i s'ho haurà de fer,  i si no, no en sortirem.	com sigui, que ens orem de patir i ens orar de feixin, no ens sortirem.	i com sigui, doncs ho haurem de patir i s'haurà de fer,  i si no, no en sortirem.
545	pa-064	doncs	clips/pa-064__doncs__456.73.wav	no	no	no	D-cap-model	el pas d'uns agafables amb els dips.	d'on s'agrada el pas.  D'on s'agafà, el vol dir ser-hi-la.	i el pas d'uns agafables amb els jips.
546	pa-065	doncs	clips/pa-065__doncs__157.49.wav	sí	sí	sí	A-tres-models	i quan hi ha amor, doncs Déu, avi, tenen tots els nostres cors.	i quan hi ha amor, doncs deu haver-te entès els nostres coses.	i quan hi ha amor, doncs Déu, avi, tenen les nostres cors.
547	pa-001	perquè	clips/pa-001__perqu__59.57.wav	sí	sí	sí	A-tres-models	una desfasada perquè el que no es veien bons ulls a un...	desfassada perquè el que no es veiem bons ulls a un...	perquè el que no es veiem, bons ulls, a un...
548	pa-002	perquè	clips/pa-002__perqu__18.25.wav	sí	sí	sí	A-tres-models	un putat, perquè no deixeu de veure els serveis dels copríncipes,	perquè no deixava de veure els serveis dels cop rinses que tot el veu.	perquè no deixava de veure els serveis dels copríncipes que tot el ha venut.
549	pa-003	perquè	clips/pa-003__perqu__201.57.wav	sí	sí	sí	A-tres-models	d'executiu, perquè aleshores no era govern, era consell executiu,	perquè les aves no era govern, era aconsecutiu al 7 de juny.	i que el que ha de ser executiu, perquè aleshores no era govern, era consell executiu,
550	pa-004	perquè	clips/pa-004__perqu__464.09.wav	sí	sí	sí	A-tres-models	I calia estar-hi molt a sobre perquè per no quedar-se sense molt l'incarre que algú n'és més.	i calia doncs estaria molt sobre perquè no quedar-se sense molt i encara que algú n'és vingut.	i calia estar-hi molt a sobre perquè no...  per no quedar-se sense molt l'incarre que algun és més...
551	pa-006	perquè	clips/pa-006__perqu__110.25.wav	sí	no	sí	B-dos-models	I us aprofita la velocitat de l'aigua perquè les aletes que té total voltant de la roda, que no us veu ni aquí a la imatge.	de la llibertat de la llibertat de la llibertat.	i us aprofita la velocitat de l'aigua,  perquè les aletes que té tot el voltant de la roda,  que no us veu ni aquí al·liment,
552	pa-007	perquè	clips/pa-007__perqu__101.25.wav	sí	sí	sí	A-tres-models	que res d'endorra, no sé si es veu perquè em penso que surt com si fos un mirall,  però aquest és el llibre que parla d'això, no?	no sé si es veu perquè em penso que surt com si fosse un mirall, però aquestes al llibre que parla d'això, no?	que res d'endorra. No sé si es veu perquè em penso que surt com si fos un mirall,  però aquest és el llibre que parla d'això.
553	pa-008	perquè	clips/pa-008__perqu__55.25.wav	sí	no	sí	B-dos-models	Per què? Perquè el que fem als fallares és la seva escorça palar-la.	Doncs per què? El que fem els fallaïres, la seva escorsa,  parlar-lo.	Per què? Perquè el que fem als fallares és la seva escorsa,  pelar-la.
554	pa-009	perquè	clips/pa-009__perqu__349.25.wav	sí	sí	sí	A-tres-models	perquè no hi ha exemplars com aquest i, més, tant ben conservats com el que us parlo ara.	reservar perquè no hi ha exemplars com aquest i més també ens conservats com el que us parlo ara.	perquè no hi ha exemplars com aquest i més, tant ben conservats, com el que us parlo ara.
555	pa-010	perquè	clips/pa-010__perqu__196.65.wav	sí	no	sí	B-dos-models	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.	que també poden ser el referècest de nou més ticsats a la llengua que encara es planta.	perquè també poden ser el reflex de noms fixats a la llengua que encara es fa.
556	pa-011	perquè	clips/pa-011__perqu__27.61.wav	sí	no	sí	B-dos-models	Escolte, perquè era de la família Escolte, que vol dir...	i escoltem per tirar de la família i escoltem què vol dir.	escoltar perquè era de la família escoltar que volia.
557	pa-012	perquè	clips/pa-012__perqu__369.25.wav	sí	no	sí	B-dos-models	perquè la gent es recordi d'aquestes eines.	per que la gent és recording d'aquesta setmana.	perquè la gent es recordi d'aquestes eines.
558	pa-013	perquè	clips/pa-013__perqu__433.89.wav	sí	no	sí	B-dos-models	Per què us sabem? Doncs perquè es conserven múltiples testimonis fotogràfics.  Gràcies a Josep Elzina.	Per què us sabem? Per què es conservat molt multiple testimonis fotogràfics?  Gràcies a Josep Elzina.	perquè us sabem, doncs perquè es conserven múltiples testimonis fotogràfics  gràcies a Josep Elzina.
559	pa-014	perquè	clips/pa-014__perqu__105.85.wav	sí	sí	sí	A-tres-models	per quin motiu, perquè en el seu moment es va tenir una sèrie de dubtes o dubtes,  més que dubtes, vaig començar a buscar.	Per què et motiu?  Perquè en el seu moment voldria estar-hi una sèrie de dubtes,  o dubtes més que dubtes,  Bé, vaig començar a veure...	per quin motiu?  Perquè en el seu moment,  es va tenir una sèrie de dubtes,  més que dubtes,  vaig començar a buscar.
560	pa-015	perquè	clips/pa-015__perqu__86.25.wav	sí	sí	sí	A-tres-models	senzilla raó perquè és el poder econòmic del que seria la barroquínca.	sense el rau, perquè és el poder econòmic de la que seria la barraqueta.	senzill arrau perquè és el poder econòmic de lo que seria la barra oquíolica.
561	pa-016	perquè	clips/pa-016__perqu__79.77.wav	sí	sí	sí	A-tres-models	a mi em posa moltíssim, perquè a més era al principi i pensava que m'hagués quedat.	A mi m'imposaré moltíssim, perquè més era el principi i pensé que més...	a mi em posava moltíssim, perquè a més era al principi,  i pensava que m'havia de fer una cosa.
562	pa-017	perquè	clips/pa-017__perqu__4.25.wav	sí	sí	sí	A-tres-models	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Prevam anar amb molta il·lusió, perquè la Constitució,  nosaltres, realment, és algo que ens interessai.  I a més,	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.
563	pa-018	perquè	clips/pa-018__perqu__91.09.wav	sí	sí	sí	A-tres-models	i resòria, perquè no podíem acabar mai de decidir que una cosa...	i resoria perquè no podíem acabar mai de decidir que una mica.	i resòria, perquè no podíem acabar mai de decidir que una cosa...
564	pa-019	perquè	clips/pa-019__perqu__101.25.wav	sí	sí	no	B-dos-models	perquè realment va ser un consell molt intens.  Es va treballar moltíssim.	pensat perquè realment va ser un consell molt intens.  Es va treballar moltíssim.	i ha pensat que va ser un consell molt intens.  Es va treballar moltíssim.
565	pa-020	perquè	clips/pa-020__perqu__9.41.wav	sí	sí	sí	A-tres-models	perquè hi ha hagut aquella dimissió recent.	de tot això perquè vivim tot el que ja dimissió.	perquè hi havia una dimissió recent.
566	pa-021	perquè	clips/pa-021__perqu__15.45.wav	sí	no	sí	B-dos-models	em van convèncer, doncs, perquè fos candidat.	en van convencer, doncs per què fos candidat.	perquè em van convèncer perquè fos candidat.
567	pa-022	perquè	clips/pa-022__perqu__111.69.wav	sí	no	sí	B-dos-models	perquè si no s'arriba a fer la Constitució i continuem...	Per què no s'arriba a fer la Constitució i continuem?	perquè si no s'arriba a fer la Constitució i continuem...
568	pa-023	perquè	clips/pa-023__perqu__29.09.wav	sí	no	sí	B-dos-models	perquè els coprínsecs, i sobretot els representants,	d'arribar-s'ho.	perquè els copríncets, sobretot els representants,
569	pa-024	perquè	clips/pa-024__perqu__225.53.wav	sí	no	sí	B-dos-models	Doncs vaig així, perquè va ser unes votacions molt interessants.	Doncs vaig decidir per què vas a una explotació molt interessant,  es van repetir varies.	Doncs vaig així, perquè va ser unes votacions molt interessants,  van repetir diverses...
570	pa-025	perquè	clips/pa-025__perqu__37.17.wav	sí	sí	sí	A-tres-models	molt grans perquè abans no els deixaven votar, que eren...	molt aglents perquè abans no els deixaven votar, que eren...	perquè abans no els deixaven votar, que eren...
571	pa-026	perquè	clips/pa-026__perqu__150.53.wav	sí	sí	sí	A-tres-models	perquè no em vull ascendre amb les coses de palacio que hi van molt després.	perquè no em vull ascender amb les coses de pal·lació que hi van mulles.	perquè no em vull ascendre amb les coses de palàcia
572	pa-027	perquè	clips/pa-027__perqu__8.81.wav	sí	sí	sí	A-tres-models	I ho recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.	i jo recordo perquè no crec que era l'arradió i no sé si hi havia televisió en aquest moment.  En l'alcult de l'alcult de l'alcult.	Jo recordo perquè no crec que era la ràdio,  no sé si havia televisió en aquest moment.
573	pa-028	perquè	clips/pa-028__perqu__142.89.wav	no	sí	no	C-un-model	i el que hem de fer és fer-ho i fer-ho i fer-ho.	perquè demostrar-hi realment que existim normalment.	i que no hi hagi una altra manera de fer-ho.
574	pa-029	perquè	clips/pa-029__perqu__249.69.wav	no	no	no	D-cap-model	i el que passa és que a poc temps es va fer el Tom de 18 mesos.	I el poc temps que parli de les xarxes ho fa fer,  no t'ho em diguis més, jo us diuen.	i no hi ha cap problema.
575	pa-030	perquè	clips/pa-030__perqu__31.89.wav	no	sí	no	C-un-model	que el que hem de fer és agrair aquests quatre anys.	perquè els vegades pensaven vendre aquí.	i que no hi hagi una altra.
576	pa-031	perquè	clips/pa-031__perqu__32.69.wav	sí	no	no	C-un-model	perquè tampoc ho hauria de massaclar i com podia anar.	El que passa és la veritat.  El que passa és que el que passa és la veritat.	i que no s'ha de fer.
577	pa-032	perquè	clips/pa-032__perqu__9.21.wav	sí	sí	sí	A-tres-models	perquè has tancat l'aport a les 7 de la tarda.	perquè es tancaveu l'aport al set de la tarda.	perquè ha estancat l'aport a les set de la tarda.
578	pa-033	perquè	clips/pa-033__perqu__18.89.wav	sí	no	sí	B-dos-models	perquè recordeu que en aquella època els balles tenien una força...	Per recordar que m'agraeixin els bàllis que tenien una força	perquè recordeu que en aquella època,  encara els valls tenien una força...
579	pa-034	perquè	clips/pa-034__perqu__51.85.wav	no	sí	no	C-un-model	i el que fa és que el que faci és que t'hi posis.	Com et posarà que faci, continuo pujar o marxar,  perquè aquí hi ha alguna cosa que passa.	i que no hi hagi una altra.
580	pa-035	perquè	clips/pa-035__perqu__181.13.wav	sí	sí	sí	A-tres-models	perquè hi havia molts endorrans reticents.	perquè hi haurà molts endorans retissiu.	perquè hi havia molts endorrans reticents.
581	pa-036	perquè	clips/pa-036__perqu__15.65.wav	sí	sí	sí	A-tres-models	A tu disseri, ens vam quedar una mica parats perquè nosaltres volíem anar més lluny.	i ara et dic a dir que ens vam quedar una mica paraç,  perquè no el desencarà voliu anar més lluny i voliu més lluny.	i ara t'ho disserirà.  Ens vam quedar una mica parats,  perquè nosaltres encara volíem anar més lluny i volíem ir més.
582	pa-037	perquè	clips/pa-037__perqu__186.29.wav	sí	sí	sí	A-tres-models	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	Després quan va arribar cap al final de tot ens van informar més,  perquè al final havíem de votar així, si no.	Després, clar, quan va arribar cap al final de tot, ens van informar més,  perquè a final havíem de votar que sí, sinó...
583	pa-038	perquè	clips/pa-038__perqu__279.13.wav	sí	sí	sí	A-tres-models	sobretot perquè els delegats permanents han continuat.	sobretot perquè els delegatges permanents han continuat, però els veguers...	sobretot perquè els delegats permanents han continuat,  però els veguem...
584	pa-039	perquè	clips/pa-039__perqu__18.09.wav	sí	no	no	C-un-model	perquè això era xins.	Per què això era així?	i que es va fer un altre dia.
585	pa-040	perquè	clips/pa-040__perqu__25.21.wav	sí	sí	sí	A-tres-models	perquè considero que en d'hora necessita un nou estatut com...	perquè considero que en d'hora necessites un nou estatut com...	perquè considero que en Dorre necessita un nou estatut com...
586	pa-041	perquè	clips/pa-041__perqu__69.25.wav	sí	sí	sí	A-tres-models	i per tant parlaven amb altres pares perquè portessin els fills a l'escola en Dorana.	I per tant, parlaven amb altres pares perquè portessin els fills a l'escola endurant.	i per tant, parlaven amb altres pares  perquè portessin els fills a l'escola en Dorana.  I això va anar increment...
587	pa-042	perquè	clips/pa-042__perqu__29.13.wav	sí	sí	no	B-dos-models	a l'escola, més que res, perquè tenia els nens petits.	A més que res, perquè tenia els nens petits, crec que...	i que no hi hagi una escola.
588	pa-045	perquè	clips/pa-045__perqu__175.33.wav	sí	sí	sí	A-tres-models	Algú va fer això, no?  Perquè què va induir a fer aquesta obra?	"""Aquí s'ha d'explicar""  perquè va induir.  Aquesta hora."	Algú va fer això.  Perquè... què va induir?  A fer aquesta obra.
589	pa-046	perquè	clips/pa-046__perqu__140.85.wav	no	no	no	D-cap-model	Aquest producte és un valor afegit del país i de tothom.	que et producte, que és un valor aficit del país i de totes.	que és un valor afegit del país i de tothom.
590	pa-048	perquè	clips/pa-048__perqu__186.93.wav	no	sí	no	C-un-model	que el riu sempre sembla igual, però no ho és.	Per tant, les maneres, perquè el riu sempre és sempre igual.  Però no ho és, perdó.	i que no hi hagi una altra manera de fer-ho.
591	pa-049	perquè	clips/pa-049__perqu__68.85.wav	sí	sí	sí	A-tres-models	L'home ha cuidat els aferts exteriors i de la guerra.  Però aquesta és una frase feta perquè la llarga i sobretot entén.	L'home ha cuidat els afers d'exteriors i de la guerra.  Però aquesta és una frase feta  perquè la llarga i sobretot també...	L'home ha cuidat els aferts exteriors i de la guerra.  Però aquesta és una frase feta perquè la llarga i sobretot entén.
592	pa-051	perquè	clips/pa-051__perqu__123.85.wav	sí	sí	sí	A-tres-models	perquè els guardaven, els pollins els guardaven fins l'any que ve que eren sobre anys.	Perquè ens guardaven els polins, ens guardaven fins l'enquever que eren sobrants.  Prou més carrer.	perquè els guardaven els pollins, els guardaven fins l'enquivècara,  en sobre anys.
593	pa-052	perquè	clips/pa-052__perqu__92.65.wav	sí	no	sí	B-dos-models	I ara m'embaric, ja no hi ve, perquè li venen un moment...	de la meva mare i de la Generalitat, de la Generalitat i la Generalitat que li ven,  no m'ho menys.	i ara m'amaguen, ja no hi ve, ja perquè li venen.
594	pa-053	perquè	clips/pa-053__perqu__113.93.wav	sí	sí	no	B-dos-models	d'aquí, no venia a guanyar alguna pèl·la, perquè volien desprotar la gent.	n'hi hagi d'aquí, n'havien guanyat una pel·la perquè volem desprotar la gent.	que no hi hagi una persona que no té cap problema.
595	pa-054	perquè	clips/pa-054__perqu__80.45.wav	sí	sí	sí	A-tres-models	i portant mai a la vida sabades, perquè ho veig.	m'ho porten mai a la vida sabades perquè ho veig.	per denyes-lo i portant mai a la vida sabades, perquè ho veig.
596	pa-055	perquè	clips/pa-055__perqu__148.53.wav	sí	sí	sí	A-tres-models	Ja t'ho dic tot, perquè no em vull ascendre.	d'haurit tot, perquè no em vull ascender...	i a turist.  Perquè no em vull ascendre.
597	pa-056	perquè	clips/pa-056__perqu__31.73.wav	sí	sí	sí	A-tres-models	els quadrenys perquè, lògicament,	Per tant, els quatre anys, perquè a les eleccions pensaven	i els quadrenys, perquè, lògicament,
598	pa-057	perquè	clips/pa-057__perqu__249.45.wav	sí	no	no	C-un-model	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	en un poc temps que vaig trobar a fer un tom de lluit més rostia.	"i molt poc temps per a això es va fer el ""Tom de I8"".  Més o ràpid."
599	pa-058	perquè	clips/pa-058__perqu__91.09.wav	sí	sí	sí	A-tres-models	i resòria, perquè no podíem acabar mai de decidir que una cosa...	i risòria, perquè no podíem acabar mai de decidir que una cosa...	i resòria, perquè no podíem acabar mai de decidir que una cosa...
600	pa-059	perquè	clips/pa-059__perqu__4.09.wav	sí	sí	sí	A-tres-models	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.	Però hi vam anar amb molta il·lusió, perquè la Constitució,  nosaltres, realment, és algo que ens interessai.  Ja més...	Però vam anar molt a l'il·lusió, perquè la Constitució, nosaltres, realment, és el que ens interessa.
601	pa-060	perquè	clips/pa-060__perqu__29.05.wav	sí	no	no	C-un-model	en aquests moments perquè els copríncets,  sobretot els representants, perdien...	per què els coherèncits,  sobretot els representants perdien.	i que no hi hagi cap problema.
602	pa-061	perquè	clips/pa-061__perqu__117.17.wav	no	no	no	D-cap-model	per fer-ho, per fer-ho, per fer-ho.	la modernitat és un llarg procés de sapiència, de perfeccions,	i que la gent no ha de ser a la presó.
603	pa-062	perquè	clips/pa-062__perqu__73.97.wav	sí	sí	sí	A-tres-models	Avui és un bon dia perquè amb una copa de bombi a la mà ens desperta.	Avui és un bon dia perquè amb una copa de bombi a la mà ens esporten.	Avui és un bon dia perquè amb una copa de bombi a la mà ens desperta.
604	pa-063	perquè	clips/pa-063__perqu__142.61.wav	sí	no	no	C-un-model	perquè vam començar l'any 65.	Per què vam començar a l'anxixant de cinc?	i que no hi hagi una altra manera.
605	pa-064	perquè	clips/pa-064__perqu__27.57.wav	sí	sí	sí	A-tres-models	I no és permanent.  En realitat potser no és així perquè mai acabem de marxar.	en realitat potser no és així perquè mai acabem de marxar.	i que no és permanent.  En realitat potser no és així perquè mai acabem de marxar.
606	pa-065	perquè	clips/pa-065__perqu__129.17.wav	sí	sí	sí	A-tres-models	el paradís. Però un viu, perquè el paradís no existeix, fins i tot.	Però un viu perquè el paradís no existeix fins i tot.	i el paradís.  Però un viu, perquè el paradís no existeix.
