id_persona	forma	interval_escolta	clip	json_small	n_matches	token_match	token_matches
pa-031	clar	154.57-158.95	clips/pa-031__clar__154.57.wav	qa-cua-small-json/pa-031__clar__154_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.000"",""absolute_start_s"":""156.570"",""absolute_end_s"":""156.570"",""prob_min"":""0.4557"",""text"":""clar""}]"
pa-032	clar	155.33-162.15	clips/pa-032__clar__155.33.wav	qa-cua-small-json/pa-032__clar__155_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.070"",""local_end_s"":""2.760"",""absolute_start_s"":""157.400"",""absolute_end_s"":""158.090"",""prob_min"":""0.5817"",""text"":""clar""}]"
pa-033	clar	54.49-57.67	clips/pa-033__clar__54.49.wav	qa-cua-small-json/pa-033__clar__54_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.340"",""absolute_start_s"":""56.490"",""absolute_end_s"":""56.830"",""prob_min"":""0.4406"",""text"":""clar""}]"
pa-034	clar	55.05-59.71	clips/pa-034__clar__55.05.wav	qa-cua-small-json/pa-034__clar__55_05.json	0	no	[]
pa-035	clar	223.61-233.59	clips/pa-035__clar__223.61.wav	qa-cua-small-json/pa-035__clar__223_61.json	0	no	[]
pa-036	clar	136.45-147.15	clips/pa-036__clar__136.45.wav	qa-cua-small-json/pa-036__clar__136_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.090"",""local_end_s"":""5.270"",""absolute_start_s"":""141.540"",""absolute_end_s"":""141.720"",""prob_min"":""0.8695"",""text"":""clar""}]"
pa-037	clar	186.29-198.91	clips/pa-037__clar__186.29.wav	qa-cua-small-json/pa-037__clar__186_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.310"",""local_end_s"":""1.840"",""absolute_start_s"":""187.600"",""absolute_end_s"":""188.130"",""prob_min"":""0.3643"",""text"":""clar""}]"
pa-038	clar	96.41-101.31	clips/pa-038__clar__96.41.wav	qa-cua-small-json/pa-038__clar__96_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.450"",""local_end_s"":""3.810"",""absolute_start_s"":""99.860"",""absolute_end_s"":""100.220"",""prob_min"":""0.6020"",""text"":""clar""}]"
pa-039	clar	45.29-49.71	clips/pa-039__clar__45.29.wav	qa-cua-small-json/pa-039__clar__45_29.json	0	no	[]
pa-041	clar	0.00-10.75	clips/pa-041__clar__0.00.wav	qa-cua-small-json/pa-041__clar__0_00.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.880"",""local_end_s"":""4.480"",""absolute_start_s"":""3.880"",""absolute_end_s"":""4.480"",""prob_min"":""0.3376"",""text"":""clar""}]"
pa-042	clar	101.97-106.63	clips/pa-042__clar__101.97.wav	qa-cua-small-json/pa-042__clar__101_97.json	0	no	[]
pa-045	clar	399.85-405.95	clips/pa-045__clar__399.85.wav	qa-cua-small-json/pa-045__clar__399_85.json	2	sí	"[{""occurrence"":1,""local_start_s"":""3.680"",""local_end_s"":""4.020"",""absolute_start_s"":""403.530"",""absolute_end_s"":""403.870"",""prob_min"":""0.9012"",""text"":""clar""},{""occurrence"":2,""local_start_s"":""5.020"",""local_end_s"":""5.200"",""absolute_start_s"":""404.870"",""absolute_end_s"":""405.050"",""prob_min"":""0.9997"",""text"":""clar""}]"
pa-046	clar	172.53-177.71	clips/pa-046__clar__172.53.wav	qa-cua-small-json/pa-046__clar__172_53.json	0	no	[]
pa-048	clar	389.65-392.15	clips/pa-048__clar__389.65.wav	qa-cua-small-json/pa-048__clar__389_65.json	0	no	[]
pa-049	clar	382.01-390.11	clips/pa-049__clar__382.01.wav	qa-cua-small-json/pa-049__clar__382_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.330"",""absolute_start_s"":""383.090"",""absolute_end_s"":""383.340"",""prob_min"":""0.6076"",""text"":""Clar""}]"
pa-051	clar	161.85-167.07	clips/pa-051__clar__161.85.wav	qa-cua-small-json/pa-051__clar__161_85.json	0	no	[]
pa-052	clar	59.97-64.67	clips/pa-052__clar__59.97.wav	qa-cua-small-json/pa-052__clar__59_97.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.370"",""local_end_s"":""2.530"",""absolute_start_s"":""62.340"",""absolute_end_s"":""62.500"",""prob_min"":""0.4297"",""text"":""clar""}]"
pa-055	clar	6.29-9.67	clips/pa-055__clar__6.29.wav	qa-cua-small-json/pa-055__clar__6_29.json	0	no	[]
pa-056	clar	62.45-66.87	clips/pa-056__clar__62.45.wav	qa-cua-small-json/pa-056__clar__62_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.270"",""local_end_s"":""1.740"",""absolute_start_s"":""63.720"",""absolute_end_s"":""64.190"",""prob_min"":""0.9842"",""text"":""clar""}]"
pa-057	clar	357.57-364.07	clips/pa-057__clar__357.57.wav	qa-cua-small-json/pa-057__clar__357_57.json	0	no	[]
pa-058	clar	112.81-117.27	clips/pa-058__clar__112.81.wav	qa-cua-small-json/pa-058__clar__112_81.json	0	no	[]
pa-059	clar	36.61-42.23	clips/pa-059__clar__36.61.wav	qa-cua-small-json/pa-059__clar__36_61.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.850"",""local_end_s"":""2.050"",""absolute_start_s"":""38.460"",""absolute_end_s"":""38.660"",""prob_min"":""0.9810"",""text"":""clar""}]"
pa-061	clar	376.69-382.19	clips/pa-061__clar__376.69.wav	qa-cua-small-json/pa-061__clar__376_69.json	0	no	[]
pa-062	clar	202.37-208.31	clips/pa-062__clar__202.37.wav	qa-cua-small-json/pa-062__clar__202_37.json	0	no	[]
pa-063	clar	392.49-397.11	clips/pa-063__clar__392.49.wav	qa-cua-small-json/pa-063__clar__392_49.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.360"",""local_end_s"":""0.630"",""absolute_start_s"":""392.850"",""absolute_end_s"":""393.120"",""prob_min"":""0.6773"",""text"":""clar""}]"
pa-064	clar	109.97-115.87	clips/pa-064__clar__109.97.wav	qa-cua-small-json/pa-064__clar__109_97.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.370"",""local_end_s"":""1.870"",""absolute_start_s"":""110.340"",""absolute_end_s"":""111.840"",""prob_min"":""0.0737"",""text"":""clar""}]"
pa-065	clar	221.29-226.15	clips/pa-065__clar__221.29.wav	qa-cua-small-json/pa-065__clar__221_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.590"",""local_end_s"":""2.000"",""absolute_start_s"":""222.880"",""absolute_end_s"":""223.290"",""prob_min"":""0.9627"",""text"":""clar""}]"
pa-001	vull dir	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	qa-cua-small-json/pa-001__vull-dir__621_37.json	0	no	[]
pa-002	vull dir	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	qa-cua-small-json/pa-002__vull-dir__172_25.json	0	no	[]
pa-004	vull dir	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	qa-cua-small-json/pa-004__vull-dir__143_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.710"",""local_end_s"":""2.230"",""absolute_start_s"":""145.160"",""absolute_end_s"":""145.680"",""prob_min"":""0.5771"",""text"":""vull dir""}]"
pa-014	vull dir	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	qa-cua-small-json/pa-014__vull-dir__19_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.160"",""local_end_s"":""4.610"",""absolute_start_s"":""23.810"",""absolute_end_s"":""24.260"",""prob_min"":""0.7609"",""text"":""vull dir""}]"
pa-016	vull dir	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	qa-cua-small-json/pa-016__vull-dir__322_53.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.990"",""local_end_s"":""3.120"",""absolute_start_s"":""325.520"",""absolute_end_s"":""325.650"",""prob_min"":""0.4016"",""text"":""vull dir""}]"
pa-017	vull dir	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	qa-cua-small-json/pa-017__vull-dir__272_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.750"",""absolute_start_s"":""272.250"",""absolute_end_s"":""273.000"",""prob_min"":""0.6073"",""text"":""Vull dir""}]"
pa-020	vull dir	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	qa-cua-small-json/pa-020__vull-dir__165_45.json	0	no	[]
pa-021	vull dir	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	qa-cua-small-json/pa-021__vull-dir__314_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.710"",""local_end_s"":""4.840"",""absolute_start_s"":""318.000"",""absolute_end_s"":""319.130"",""prob_min"":""0.7440"",""text"":""vull dir""}]"
pa-022	vull dir	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	qa-cua-small-json/pa-022__vull-dir__308_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.990"",""local_end_s"":""2.000"",""absolute_start_s"":""309.160"",""absolute_end_s"":""310.170"",""prob_min"":""0.0749"",""text"":""vull dir""}]"
pa-023	vull dir	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	qa-cua-small-json/pa-023__vull-dir__22_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.460"",""absolute_start_s"":""22.050"",""absolute_end_s"":""22.510"",""prob_min"":""0.1096"",""text"":""Vull dir""}]"
pa-025	vull dir	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	qa-cua-small-json/pa-025__vull-dir__643_73.json	0	no	[]
pa-026	vull dir	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	qa-cua-small-json/pa-026__vull-dir__311_77.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.070"",""absolute_start_s"":""313.770"",""absolute_end_s"":""313.840"",""prob_min"":""0.5121"",""text"":""vull dir""}]"
pa-027	vull dir	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	qa-cua-small-json/pa-027__vull-dir__254_25.json	0	no	[]
pa-030	vull dir	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	qa-cua-small-json/pa-030__vull-dir__842_69.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.680"",""local_end_s"":""1.660"",""absolute_start_s"":""843.370"",""absolute_end_s"":""844.350"",""prob_min"":""0.9049"",""text"":""vull dir""}]"
pa-031	vull dir	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	qa-cua-small-json/pa-031__vull-dir__207_77.json	0	no	[]
pa-032	vull dir	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	qa-cua-small-json/pa-032__vull-dir__389_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.510"",""local_end_s"":""1.880"",""absolute_start_s"":""390.800"",""absolute_end_s"":""391.170"",""prob_min"":""0.1701"",""text"":""vull dir""}]"
pa-033	vull dir	56.25-62.63	clips/pa-033__vull-dir__56.25.wav	qa-cua-small-json/pa-033__vull-dir__56_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.610"",""local_end_s"":""0.890"",""absolute_start_s"":""56.860"",""absolute_end_s"":""57.140"",""prob_min"":""0.8126"",""text"":""vull dir""}]"
pa-034	vull dir	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	qa-cua-small-json/pa-034__vull-dir__58_29.json	0	no	[]
pa-036	vull dir	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	qa-cua-small-json/pa-036__vull-dir__632_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.550"",""absolute_start_s"":""632.250"",""absolute_end_s"":""632.800"",""prob_min"":""0.0457"",""text"":""Vull dir""}]"
pa-037	vull dir	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	qa-cua-small-json/pa-037__vull-dir__414_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.690"",""absolute_start_s"":""414.010"",""absolute_end_s"":""414.700"",""prob_min"":""0.2914"",""text"":""Vull dir""}]"
pa-038	vull dir	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	qa-cua-small-json/pa-038__vull-dir__1576_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.180"",""local_end_s"":""4.640"",""absolute_start_s"":""1580.750"",""absolute_end_s"":""1581.210"",""prob_min"":""0.9837"",""text"":""vull dir""}]"
pa-041	vull dir	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	qa-cua-small-json/pa-041__vull-dir__264_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.210"",""local_end_s"":""2.000"",""absolute_start_s"":""265.460"",""absolute_end_s"":""266.250"",""prob_min"":""0.9947"",""text"":""vull dir""}]"
pa-045	vull dir	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	qa-cua-small-json/pa-045__vull-dir__779_57.json	0	no	[]
pa-048	vull dir	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	qa-cua-small-json/pa-048__vull-dir__993_69.json	2	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.730"",""absolute_start_s"":""993.690"",""absolute_end_s"":""994.420"",""prob_min"":""0.0263"",""text"":""Vull dir""},{""occurrence"":2,""local_start_s"":""3.150"",""local_end_s"":""4.160"",""absolute_start_s"":""996.840"",""absolute_end_s"":""997.850"",""prob_min"":""0.4736"",""text"":""vull dir""}]"
pa-049	vull dir	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	qa-cua-small-json/pa-049__vull-dir__208_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""5.360"",""local_end_s"":""5.660"",""absolute_start_s"":""213.450"",""absolute_end_s"":""213.750"",""prob_min"":""0.3766"",""text"":""vull dir""}]"
pa-055	vull dir	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	qa-cua-small-json/pa-055__vull-dir__311_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.010"",""local_end_s"":""2.080"",""absolute_start_s"":""313.740"",""absolute_end_s"":""313.810"",""prob_min"":""0.4485"",""text"":""vull dir""}]"
pa-056	vull dir	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	qa-cua-small-json/pa-056__vull-dir__842_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.650"",""local_end_s"":""1.560"",""absolute_start_s"":""843.300"",""absolute_end_s"":""844.210"",""prob_min"":""0.9342"",""text"":""vull dir""}]"
pa-058	vull dir	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	qa-cua-small-json/pa-058__vull-dir__975_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.240"",""local_end_s"":""2.800"",""absolute_start_s"":""977.370"",""absolute_end_s"":""977.930"",""prob_min"":""0.7520"",""text"":""vull dir""}]"
pa-059	vull dir	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	qa-cua-small-json/pa-059__vull-dir__271_81.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.910"",""absolute_start_s"":""271.810"",""absolute_end_s"":""272.720"",""prob_min"":""0.6171"",""text"":""Vull dir""}]"
pa-060	vull dir	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	qa-cua-small-json/pa-060__vull-dir__20_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.000"",""local_end_s"":""2.330"",""absolute_start_s"":""22.650"",""absolute_end_s"":""22.980"",""prob_min"":""0.6268"",""text"":""vull dir""}]"
pa-061	vull dir	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	qa-cua-small-json/pa-061__vull-dir__193_57.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.990"",""local_end_s"":""2.800"",""absolute_start_s"":""195.560"",""absolute_end_s"":""196.370"",""prob_min"":""0.3112"",""text"":""vull dir""}]"
pa-062	vull dir	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	qa-cua-small-json/pa-062__vull-dir__316_81.json	0	no	[]
pa-063	vull dir	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	qa-cua-small-json/pa-063__vull-dir__822_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.540"",""absolute_start_s"":""822.450"",""absolute_end_s"":""823.990"",""prob_min"":""0.0089"",""text"":""Vull dir""}]"
pa-065	vull dir	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	qa-cua-small-json/pa-065__vull-dir__1401_05.json	0	no	[]
pa-001	o sigui	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	qa-cua-small-json/pa-001__o-sigui__49_17.json	0	no	[]
pa-005	o sigui	373.33-379.95	clips/pa-005__o-sigui__373.33.wav	qa-cua-small-json/pa-005__o-sigui__373_33.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.600"",""local_end_s"":""4.060"",""absolute_start_s"":""376.930"",""absolute_end_s"":""377.390"",""prob_min"":""0.8872"",""text"":""O sigui""}]"
pa-006	o sigui	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	qa-cua-small-json/pa-006__o-sigui__136_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.490"",""absolute_start_s"":""136.250"",""absolute_end_s"":""136.740"",""prob_min"":""0.0187"",""text"":""o sigui""}]"
pa-009	o sigui	234.25-238.75	clips/pa-009__o-sigui__234.25.wav	qa-cua-small-json/pa-009__o-sigui__234_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.110"",""local_end_s"":""2.460"",""absolute_start_s"":""236.360"",""absolute_end_s"":""236.710"",""prob_min"":""0.2229"",""text"":""o sigui""}]"
pa-014	o sigui	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	qa-cua-small-json/pa-014__o-sigui__658_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""4.030"",""local_end_s"":""4.120"",""absolute_start_s"":""662.480"",""absolute_end_s"":""662.570"",""prob_min"":""0.6862"",""text"":""o sigui""}]"
pa-015	o sigui	104.25-109.75	clips/pa-015__o-sigui__104.25.wav	qa-cua-small-json/pa-015__o-sigui__104_25.json	0	no	[]
pa-016	o sigui	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	qa-cua-small-json/pa-016__o-sigui__311_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.370"",""absolute_start_s"":""311.250"",""absolute_end_s"":""311.620"",""prob_min"":""0.0240"",""text"":""O sigui""}]"
pa-022	o sigui	42.93-48.95	clips/pa-022__o-sigui__42.93.wav	qa-cua-small-json/pa-022__o-sigui__42_93.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.540"",""absolute_start_s"":""42.930"",""absolute_end_s"":""43.470"",""prob_min"":""0.0430"",""text"":""O sigui""}]"
pa-024	o sigui	554.49-565.07	clips/pa-024__o-sigui__554.49.wav	qa-cua-small-json/pa-024__o-sigui__554_49.json	0	no	[]
pa-025	o sigui	1462.85-1472.59	clips/pa-025__o-sigui__1462.85.wav	qa-cua-small-json/pa-025__o-sigui__1462_85.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.880"",""local_end_s"":""2.990"",""absolute_start_s"":""1464.730"",""absolute_end_s"":""1465.840"",""prob_min"":""0.3767"",""text"":""O sigui""}]"
pa-026	o sigui	434.17-437.67	clips/pa-026__o-sigui__434.17.wav	qa-cua-small-json/pa-026__o-sigui__434_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.280"",""absolute_start_s"":""434.170"",""absolute_end_s"":""434.450"",""prob_min"":""0.0723"",""text"":""O sigui""}]"
pa-027	o sigui	361.61-366.71	clips/pa-027__o-sigui__361.61.wav	qa-cua-small-json/pa-027__o-sigui__361_61.json	0	no	[]
pa-029	o sigui	243.13-248.63	clips/pa-029__o-sigui__243.13.wav	qa-cua-small-json/pa-029__o-sigui__243_13.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.680"",""local_end_s"":""2.700"",""absolute_start_s"":""245.810"",""absolute_end_s"":""245.830"",""prob_min"":""0.2868"",""text"":""o sigui""}]"
pa-030	o sigui	1016.41-1021.47	clips/pa-030__o-sigui__1016.41.wav	qa-cua-small-json/pa-030__o-sigui__1016_41.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.410"",""absolute_start_s"":""1016.410"",""absolute_end_s"":""1016.820"",""prob_min"":""0.0381"",""text"":""O sigui""}]"
pa-034	o sigui	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav	qa-cua-small-json/pa-034__o-sigui__1106_09.json	0	no	[]
pa-038	o sigui	16.65-22.87	clips/pa-038__o-sigui__16.65.wav	qa-cua-small-json/pa-038__o-sigui__16_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.850"",""absolute_start_s"":""16.650"",""absolute_end_s"":""17.500"",""prob_min"":""0.1004"",""text"":""O sigui""}]"
pa-040	o sigui	115.73-119.91	clips/pa-040__o-sigui__115.73.wav	qa-cua-small-json/pa-040__o-sigui__115_73.json	0	no	[]
pa-045	o sigui	226.17-233.31	clips/pa-045__o-sigui__226.17.wav	qa-cua-small-json/pa-045__o-sigui__226_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""1.490"",""absolute_start_s"":""226.170"",""absolute_end_s"":""227.660"",""prob_min"":""0.1907"",""text"":""o sigui""}]"
pa-046	o sigui	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	qa-cua-small-json/pa-046__o-sigui__230_61.json	0	no	[]
pa-048	o sigui	581.65-585.99	clips/pa-048__o-sigui__581.65.wav	qa-cua-small-json/pa-048__o-sigui__581_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.500"",""absolute_start_s"":""581.650"",""absolute_end_s"":""582.150"",""prob_min"":""0.3651"",""text"":""O sigui""}]"
pa-049	o sigui	365.21-373.35	clips/pa-049__o-sigui__365.21.wav	qa-cua-small-json/pa-049__o-sigui__365_21.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.580"",""local_end_s"":""1.870"",""absolute_start_s"":""366.790"",""absolute_end_s"":""367.080"",""prob_min"":""0.0641"",""text"":""o sigui""}]"
pa-055	o sigui	434.17-437.67	clips/pa-055__o-sigui__434.17.wav	qa-cua-small-json/pa-055__o-sigui__434_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.310"",""absolute_start_s"":""434.170"",""absolute_end_s"":""434.480"",""prob_min"":""0.0180"",""text"":""O sigui""}]"
pa-056	o sigui	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	qa-cua-small-json/pa-056__o-sigui__1016_49.json	0	no	[]
pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav	qa-cua-small-json/pa-057__o-sigui__249_45.json	1	sí	"[{""occurrence"":1,""local_start_s"":""3.600"",""local_end_s"":""3.970"",""absolute_start_s"":""253.050"",""absolute_end_s"":""253.420"",""prob_min"":""0.3063"",""text"":""o sigui""}]"
pa-059	o sigui	266.13-271.15	clips/pa-059__o-sigui__266.13.wav	qa-cua-small-json/pa-059__o-sigui__266_13.json	0	no	[]
pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav	qa-cua-small-json/pa-061__o-sigui__161_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.200"",""local_end_s"":""1.550"",""absolute_start_s"":""162.250"",""absolute_end_s"":""162.600"",""prob_min"":""0.6361"",""text"":""O sigui""}]"
pa-062	o sigui	236.01-241.71	clips/pa-062__o-sigui__236.01.wav	qa-cua-small-json/pa-062__o-sigui__236_01.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.380"",""absolute_start_s"":""237.090"",""absolute_end_s"":""237.390"",""prob_min"":""0.6273"",""text"":""O sigui""}]"
pa-063	o sigui	826.09-830.95	clips/pa-063__o-sigui__826.09.wav	qa-cua-small-json/pa-063__o-sigui__826_09.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.080"",""local_end_s"":""1.270"",""absolute_start_s"":""827.170"",""absolute_end_s"":""827.360"",""prob_min"":""0.6737"",""text"":""O sigui""}]"
pa-064	o sigui	36.73-40.23	clips/pa-064__o-sigui__36.73.wav	qa-cua-small-json/pa-064__o-sigui__36_73.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.520"",""local_end_s"":""1.870"",""absolute_start_s"":""38.250"",""absolute_end_s"":""38.600"",""prob_min"":""0.7590"",""text"":""o sigui""}]"
pa-065	o sigui	191.65-195.15	clips/pa-065__o-sigui__191.65.wav	qa-cua-small-json/pa-065__o-sigui__191_65.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.460"",""absolute_start_s"":""191.650"",""absolute_end_s"":""192.110"",""prob_min"":""0.2516"",""text"":""O sigui""}]"
pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav	qa-cua-small-json/pa-001__llavors__837_17.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.010"",""local_end_s"":""3.060"",""absolute_start_s"":""839.180"",""absolute_end_s"":""840.230"",""prob_min"":""0.0495"",""text"":""llavors""}]"
pa-002	llavors	550.25-556.75	clips/pa-002__llavors__550.25.wav	qa-cua-small-json/pa-002__llavors__550_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.150"",""local_end_s"":""2.840"",""absolute_start_s"":""552.400"",""absolute_end_s"":""553.090"",""prob_min"":""0.5684"",""text"":""llavors""}]"
pa-005	llavors	433.29-439.27	clips/pa-005__llavors__433.29.wav	qa-cua-small-json/pa-005__llavors__433_29.json	1	sí	"[{""occurrence"":1,""local_start_s"":""1.060"",""local_end_s"":""1.520"",""absolute_start_s"":""434.350"",""absolute_end_s"":""434.810"",""prob_min"":""0.3601"",""text"":""llavors""}]"
pa-006	llavors	214.25-220.75	clips/pa-006__llavors__214.25.wav	qa-cua-small-json/pa-006__llavors__214_25.json	0	no	[]
pa-007	llavors	657.25-663.75	clips/pa-007__llavors__657.25.wav	qa-cua-small-json/pa-007__llavors__657_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.000"",""local_end_s"":""0.420"",""absolute_start_s"":""657.250"",""absolute_end_s"":""657.670"",""prob_min"":""0.0183"",""text"":""llavors""}]"
pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav	qa-cua-small-json/pa-009__llavors__201_25.json	0	no	[]
pa-010	llavors	386.25-391.75	clips/pa-010__llavors__386.25.wav	qa-cua-small-json/pa-010__llavors__386_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.850"",""local_end_s"":""1.720"",""absolute_start_s"":""387.100"",""absolute_end_s"":""387.970"",""prob_min"":""0.7955"",""text"":""llavors""}]"
pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav	qa-cua-small-json/pa-014__llavors__228_25.json	0	no	[]
pa-015	llavors	197.25-204.75	clips/pa-015__llavors__197.25.wav	qa-cua-small-json/pa-015__llavors__197_25.json	1	sí	"[{""occurrence"":1,""local_start_s"":""2.040"",""local_end_s"":""3.590"",""absolute_start_s"":""199.290"",""absolute_end_s"":""200.840"",""prob_min"":""0.8028"",""text"":""llavors""}]"
pa-016	llavors	15.05-20.91	clips/pa-016__llavors__15.05.wav	qa-cua-small-json/pa-016__llavors__15_05.json	1	sí	"[{""occurrence"":1,""local_start_s"":""0.080"",""local_end_s"":""0.530"",""absolute_start_s"":""15.130"",""absolute_end_s"":""15.580"",""prob_min"":""0.7574"",""text"":""llavors""}]"
