ordre_triple	rang	prioritat_triple	id_persona	forma	interval_escolta	clip	token_prob_min	small	base	greedy	forma_en_qa	consens_dos_asr	text_qa	text_greedy	justificacio	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
492	4	D-un-model	pa-045	aleshores	1193.41-1197.91	clips/pa-045__aleshores__1193.41.wav		no	sí	no	no	sí	A les hores se fa la pregunta obligada.	i que no es pot fer.	un model; requereix contrast auditiu	pendent					
493	4	D-un-model	pa-045	bueno	261.05-270.91	clips/pa-045__bueno__261.05.wav		no	sí	no	no	sí	Bé, sí, és evident, és un bon...	i que no hi hagi una altra gent que no hi hagi un altre.  I el que és evident és que és una altra gent que no hi hagi un altre.	un model; requereix contrast auditiu	pendent					
494	4	D-un-model	pa-045	crec	240.61-245.63	clips/pa-045__crec__240.61.wav		no	sí	no	no	sí	No ho sé, però no ho sé.	i que no hi hagi una altra.	un model; requereix contrast auditiu	pendent					
495	4	D-un-model	pa-045	doncs	283.01-287.39	clips/pa-045__doncs__283.01.wav		sí	no	no	sí	sí	que dins de la cova produeix alteracions.  Doncs és millor tan caro, no està claríssim.	i que la gent que va a la cova produeix alteracions,  és millor tant caro, no està claríssim.	un model; requereix contrast auditiu	pendent					
496	4	D-un-model	pa-046	llavors	381.13-388.19	clips/pa-046__llavors__381.13.wav		sí	no	no	sí	no	i el client.  Però, llavors, necessites una bona tapisseria.	i que no hi hagi una altra manera de fer-ho.	un model; requereix contrast auditiu	pendent					
497	4	D-un-model	pa-046	o sigui	230.61-235.23	clips/pa-046__o-sigui__230.61.wav		no	sí	no	no	sí	és una necessitat moral,  està contents moralment.	i que no hi hagi una situació de la qual es pot fer.	un model; requereix contrast auditiu	pendent					
498	4	D-un-model	pa-046	és a dir	135.61-140.07	clips/pa-046__s-a-dir__135.61.wav		sí	no	no	sí	no	Són fideles, doncs, és a dir, amb el dia a dia i amb Espanya.	i que no hi hagi una altra.	un model; requereix contrast auditiu	pendent					
499	4	D-un-model	pa-048	bueno	227.17-233.03	clips/pa-048__bueno__227.17.wav		no	no	sí	no	sí	Bé, però, juntant l'aigua, la pedra, la pedra feta pedra.	i ens deixem nosaltres.  Bueno, però, juntant l'aigua, la pedra.  La pedra ha fet pedra, a verga, de mi és...	un model; requereix contrast auditiu	pendent					
500	4	D-un-model	pa-048	perquè	186.93-191.19	clips/pa-048__perqu__186.93.wav		no	sí	no	no	sí	que el riu sempre sembla igual, però no ho és.	i que no hi hagi una altra manera de fer-ho.	un model; requereix contrast auditiu	pendent					
501	4	D-un-model	pa-051	bueno	41.97-47.43	clips/pa-051__bueno__41.97.wav		no	no	sí	no	no	sempre l'estiu, l'Ibantes, fins que van moure el camp i que ja tenien...	Sempre l'estiu, bueno, hi ha bantes fins que van moure el camp i que ja tenien...	un model; requereix contrast auditiu	pendent					
502	4	D-un-model	pa-053	llavors	40.73-47.71	clips/pa-053__llavors__40.73.wav		sí	no	no	sí	no	Llavors, que vaig tenir poder 15 o 16 anys,	A la bons, com vam tenir, que vaig tenir per de 15 o 16 anys,  que em van apassar.	un model; requereix contrast auditiu	pendent					
503	4	D-un-model	pa-054	bé	128.77-134.43	clips/pa-054__b__128.77.wav		no	sí	no	no	no	I la gossa era el sisquet de puig, es vestia de gossa.	I la gossa era el sisket de pui, es vestia de gossa.	un model; requereix contrast auditiu	pendent					
504	4	D-un-model	pa-055	bé	358.57-362.07	clips/pa-055__b__358.57.wav		no	sí	no	no	sí	B, no?	B, no?	un model; requereix contrast auditiu	pendent					
505	4	D-un-model	pa-055	clar	6.29-9.67	clips/pa-055__clar__6.29.wav		no	sí	no	no	sí	i no el comú, amb quatre anys.	i no el comú, amb quatre anys.	un model; requereix contrast auditiu	pendent					
506	4	D-un-model	pa-055	o sigui	434.17-437.67	clips/pa-055__o-sigui__434.17.wav		sí	no	no	sí	sí	O sigui, que teníem una vista important.	que teníem una vista important.	un model; requereix contrast auditiu	pendent					
507	4	D-un-model	pa-056	bueno	458.97-462.83	clips/pa-056__bueno__458.97.wav		no	sí	no	no	sí	No seré jo qui l'ha canviat.	No seré jo qui la canviï.	un model; requereix contrast auditiu	pendent					
508	4	D-un-model	pa-057	o sigui	249.45-254.11	clips/pa-057__o-sigui__249.45.wav		sí	no	no	sí	no	molt poc temps, perquè tot això es va fer al tomb de 8 mesos, o sigui.	"i molt poc temps per a això es va fer el ""Tom de I8"".  Més o ràpid."	un model; requereix contrast auditiu	pendent					
509	4	D-un-model	pa-058	a veure	828.61-833.55	clips/pa-058__a-veure__828.61.wav		no	no	sí	no	sí	A mi m'agrada molt, però a mi no m'agrada.	i que, en totes maneres, forçarà a veure si fins a l'última hora...	un model; requereix contrast auditiu	pendent					
510	4	D-un-model	pa-058	crec	6.69-12.71	clips/pa-058__crec__6.69.wav		no	sí	no	no	sí	I el problema que hi ha del 78 és que...	i que no hi hagi una altra cosa.	un model; requereix contrast auditiu	pendent					
511	4	D-un-model	pa-058	doncs	200.41-205.27	clips/pa-058__doncs__200.41.wav		no	sí	no	no	sí	i els electors quedarien en paper mullat perquè no...	i els electors quedarien en paper mullat perquè no...	un model; requereix contrast auditiu	pendent					
512	4	D-un-model	pa-059	bueno	166.17-173.63	clips/pa-059__bueno__166.17.wav		sí	no	no	sí	sí	Bueno, tothom ens deia que n'allem cap a una proporcional nacional.	Bé, tot el que ens deia que anàvem cap a una proporció nacional,	un model; requereix contrast auditiu	pendent					
513	4	D-un-model	pa-059	o sigui	266.13-271.15	clips/pa-059__o-sigui__266.13.wav		no	sí	no	no	no	que anar a l'una perquè, si no, no haguessin pogut fer el que es va fer,  penso jo, la cosa no va ser.	que anar a l'una perquè, si no, no haguéssim pogut fer el que es va fer,  penso en jo.	un model; requereix contrast auditiu	pendent					
514	4	D-un-model	pa-060	doncs	177.97-182.63	clips/pa-060__doncs__177.97.wav		sí	no	no	sí	sí	i va ser meva, que si m'haguia de dir no plegàvem,  doncs presentàvem, vull dir, que és disolguir.	i va ser meva, que si m'haguia de dir no plegàvem,  pots presentar-me, vull dir que és disolgir.	un model; requereix contrast auditiu	pendent					
515	4	D-un-model	pa-061	o sigui	161.05-167.39	clips/pa-061__o-sigui__161.05.wav		sí	no	no	sí	sí	i el comerç.  O sigui, la primera activitat dels germans, dels pioners...	i que no hi hagi una altra gent que no té cap problema.	un model; requereix contrast auditiu	pendent					
516	4	D-un-model	pa-062	bé	401.61-406.47	clips/pa-062__b__401.61.wav		no	sí	no	no	sí	S'ha ensenyat algú.	i que no hi hagi una altra.	un model; requereix contrast auditiu	pendent					
517	4	D-un-model	pa-062	clar	202.37-208.31	clips/pa-062__clar__202.37.wav		no	sí	no	no	sí	i això ho he pogut trametre dins el meu petit negoci.	i això ho he pogut trametre dins el meu petit negoci.	un model; requereix contrast auditiu	pendent					
518	4	D-un-model	pa-063	vull dir	822.45-827.51	clips/pa-063__vull-dir__822.45.wav		sí	no	no	sí	no	Vull dir, estem alçada de qualsevol país modern.	i que la gent no ha de ser a l'estat espanyol.	un model; requereix contrast auditiu	pendent					
519	4	D-un-model	pa-064	evidentment	485.89-491.71	clips/pa-064__evidentment__485.89.wav		no	sí	no	no	sí	Té molts grups.	i que no es pot fer.	un model; requereix contrast auditiu	pendent					
520	4	D-un-model	pa-065	aleshores	170.69-174.71	clips/pa-065__aleshores__170.69.wav		sí	no	no	sí	sí	I aleshores, com si aquest caminar que fem per aquí...	i a les nostres dones, com aquest caminar que fem per aquí al Txec.	un model; requereix contrast auditiu	pendent					
521	5	E-cap-model	pa-001	aleshores	10.13-13.63	clips/pa-001__aleshores__10.13.wav		no	no	no	no	no	que es tracta bé d'adaptar-ho.	i s'ha de posar en qüestió.	cap model; requereix escolta prioritària	pendent					
522	5	E-cap-model	pa-001	bueno	207.01-212.99	clips/pa-001__bueno__207.01.wav		no	no	no	no	no	I aleshores, a partir d'aquí van anar sortint els problemes del dia a dia,	i els problemes que es van fer a les hores.  I aleshores van anar sortint els problemes del dia a dia,  van anar sortint tot el dia a dia.	cap model; requereix escolta prioritària	pendent					
523	5	E-cap-model	pa-001	o sigui	49.17-54.35	clips/pa-001__o-sigui__49.17.wav		no	no	no	no	no	i això va anar evolucionant el que era...	i que es va fer a la resta de la gent.	cap model; requereix escolta prioritària	pendent					
524	5	E-cap-model	pa-001	vull dir	621.37-625.39	clips/pa-001__vull-dir__621.37.wav		no	no	no	no	no	Els consuls van col·laborar també, però tampoc ho han fet.	i que té reunions.	cap model; requereix escolta prioritària	pendent					
525	5	E-cap-model	pa-001	és a dir	890.97-894.47	clips/pa-001__s-a-dir__890.97.wav		no	no	no	no	no	I el llibre de l'altre dia va ser el que va passar.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
526	5	E-cap-model	pa-002	és a dir	12.25-17.75	clips/pa-002__s-a-dir__12.25.wav		no	no	no	no	no	per molt que s'hagués fet, el que se'n va dir reformeta,	per molt que s'hagués fet, el que se'n va dir reformeta,	cap model; requereix escolta prioritària	pendent					
527	5	E-cap-model	pa-003	aleshores	18.69-23.19	clips/pa-003__aleshores__18.69.wav		no	no	no	no	no	també. A les hores dins d'aquest context, l'escola...	també. A les hores dins d'aquest context l'escola...	cap model; requereix escolta prioritària	pendent					
528	5	E-cap-model	pa-007	bueno	475.25-480.75	clips/pa-007__bueno__475.25.wav		no	no	no	no	no	d'aquesta manada humana i la resta dels sendorans.  Precisament d'aquest mossèn, de mossèn.	d'aquesta manera deuen i la resta dels sandorrans.  Precisament d'aquest mossèn de mossèn...	cap model; requereix escolta prioritària	pendent					
529	5	E-cap-model	pa-009	llavors	201.25-207.75	clips/pa-009__llavors__201.25.wav		no	no	no	no	no	i la campana de l'asseu del consell General és de 1856 i és per codi...	i la campana de la sèrie del consell General és de 1856 i és per a que ho digui.	cap model; requereix escolta prioritària	pendent					
530	5	E-cap-model	pa-010	bé	24.65-31.67	clips/pa-010__b__24.65.wav		no	no	no	no	sí	oponímia i risc geològics. I doncs vei avui com a col·laboració dins d'aquest  cicle de capsules d'història en temps de confinament.	d'un comínia ruscogeològics.  I doncs vei avui com a col·laboració dins d'aquest cicle de capsules d'història en temps de confinament.	cap model; requereix escolta prioritària	pendent					
531	5	E-cap-model	pa-012	doncs	411.25-416.75	clips/pa-012__doncs__411.25.wav		no	no	no	no	sí	aquí veient un equip de dallasres que estan treballant.	aquí veient un equip de dalles eres que estan treballant.	cap model; requereix escolta prioritària	pendent					
532	5	E-cap-model	pa-014	aleshores	119.85-128.75	clips/pa-014__aleshores__119.85.wav		no	no	no	no	no	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"".  No pot ser, vull dir, que un ball que està arreglat en dorre,"	"i les hores va ser quan em van trencar més aquell neguit de dir ""crai"",  no potser va dir que un ball que està arreglat en dorre,  que tot el que va passar..."	cap model; requereix escolta prioritària	pendent					
533	5	E-cap-model	pa-014	llavors	228.25-237.35	clips/pa-014__llavors__228.25.wav		no	no	no	no	sí	I la feina per tots, en una casa, no n'hi havia de feina per tots.  Vots es tenien que espavilar i buscar-se la vida per ajudar a casa.	I la feina per tots, amb una casa, no n'hi havia.  La feina per tots,  vols escenar i buscar-se la vida per ajudar a casa?	cap model; requereix escolta prioritària	pendent					
534	5	E-cap-model	pa-015	o sigui	104.25-109.75	clips/pa-015__o-sigui__104.25.wav		no	no	no	no	no	l'omenta, sigui que ha de desenvolupar unes estratègies.	i el carlo aumenta, sigui que ha de desenvolupar unes estratègies.	cap model; requereix escolta prioritària	pendent					
535	5	E-cap-model	pa-016	aviam	729.65-741.19	clips/pa-016__aviam__729.65.wav		no	no	no	no	no	Això sí, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Jo tenia clar que calia fer una Constitució, i em sembla que...	i ho hem de col·lucionar.  O sigui, havíem de venir un estat democràtic, modern,  un estat de dret, no?, i calia fer una Constitució.  Per mi, jo tenia clar que calia fer una Constitució,  i em sembla que...	cap model; requereix escolta prioritària	pendent					
536	5	E-cap-model	pa-016	bueno	93.17-100.83	clips/pa-016__bueno__93.17.wav		no	no	no	no	sí	i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	i la responsabilitat que tens per mi és imposa.  Jo no tinc...	cap model; requereix escolta prioritària	pendent					
537	5	E-cap-model	pa-017	bé	112.25-118.15	clips/pa-017__b__112.25.wav		no	no	no	no	sí	d'acord. A partir d'aquí va començar la paraula de missió, de missió, de missió.	i va començar a veure la paraula de missió, de missió, de missió.	cap model; requereix escolta prioritària	pendent					
538	5	E-cap-model	pa-018	bueno	23.21-28.91	clips/pa-018__bueno__23.21.wav		no	no	no	no	sí	I llavors busquem allà a fer sis propostes, es posen...	i, a bompes, busquem allà a fer sis propostes,	cap model; requereix escolta prioritària	pendent					
539	5	E-cap-model	pa-018	bé	210.65-215.47	clips/pa-018__b__210.65.wav		no	no	no	no	sí	dintre de l'UCPA, quan es va formar.	dins de l'UCPA, quan es va formar.	cap model; requereix escolta prioritària	pendent					
540	5	E-cap-model	pa-018	clar	112.73-117.35	clips/pa-018__clar__112.73.wav		no	no	no	no	sí	i això és el que ha de fer per a aquests permanents.	i que es poden fer unes coses.	cap model; requereix escolta prioritària	pendent					
541	5	E-cap-model	pa-018	doncs	33.53-39.87	clips/pa-018__doncs__33.53.wav		no	no	no	no	sí	els altres eren menys evolutives i molt més conservadores.	i els altres eren menys evolutives i molt més conservadores.	cap model; requereix escolta prioritària	pendent					
542	5	E-cap-model	pa-019	doncs	46.25-49.75	clips/pa-019__doncs__46.25.wav		no	no	no	no	sí	venien en costa de dictadura, sí, i nosaltres...	que venien en costa de dictadura.	cap model; requereix escolta prioritària	pendent					
543	5	E-cap-model	pa-019	és a dir	56.25-60.75	clips/pa-019__s-a-dir__56.25.wav		no	no	no	no	sí	És una de les coses que ens va deixar a Marencia,  el consell que es va dir...	Una de les coses que ens va deixar a Marencia,	cap model; requereix escolta prioritària	pendent					
544	5	E-cap-model	pa-020	bueno	13.57-19.47	clips/pa-020__bueno__13.57.wav		no	no	no	no	sí	Vam parlar ràpid i vam anar a la reunió, vam començar a parlar,	i vam anar a la reunió, vam començar a parlar, vam veure'm a la màxima.	cap model; requereix escolta prioritària	pendent					
545	5	E-cap-model	pa-020	tirar endavant	33.45-36.95	clips/pa-020__tirar-endavant__33.45.wav		no	no	no	no	sí	i de tirant demà, i de...	i de tirant de manis, de...	cap model; requereix escolta prioritària	pendent					
546	5	E-cap-model	pa-020	vull dir	165.45-170.99	clips/pa-020__vull-dir__165.45.wav		no	no	no	no	sí	Us agrua una mica després, companys que el conso o el segon conso,  sobretot...	i posar-ho a...  I a vegades, companys que el consul o el segon consul,  sobretot...	cap model; requereix escolta prioritària	pendent					
547	5	E-cap-model	pa-021	aleshores	12.25-16.87	clips/pa-021__aleshores__12.25.wav		no	no	no	no	sí	i es va obligar, i, bueno, les hores, doncs,	i va ser el que va complir.	cap model; requereix escolta prioritària	pendent					
548	5	E-cap-model	pa-022	bueno	122.85-126.95	clips/pa-022__bueno__122.85.wav		no	no	no	no	sí	que va ser amb arribar-te a aquest punt, ara toqui.	i el que ha passat és que el que ha passat és que el que ha passat	cap model; requereix escolta prioritària	pendent					
549	5	E-cap-model	pa-022	de fet	420.21-424.71	clips/pa-022__de-fet__420.21.wav		no	no	no	no	sí	és una cosa que no té res a veure amb aquests darrers anys.	i que no s'ha de fer.	cap model; requereix escolta prioritària	pendent					
550	5	E-cap-model	pa-022	diguem	447.57-453.55	clips/pa-022__diguem__447.57.wav		no	no	no	no	no	i guardar el mateix temps els usos certs usos i costums.	i guardar el mateix temps als usos certs usos i costums.	cap model; requereix escolta prioritària	pendent					
551	5	E-cap-model	pa-022	doncs	122.85-126.95	clips/pa-022__doncs__122.85.wav		no	no	no	no	no	que va ser amb arribar-te a aquest punt, ara toqui.	i el que ha passat és que el que ha passat és que el que ha passat	cap model; requereix escolta prioritària	pendent					
552	5	E-cap-model	pa-022	llavors	57.37-61.35	clips/pa-022__llavors__57.37.wav		no	no	no	no	sí	I una cosa un gran record que tinc de l'Ebonzi, que encara duré ara...	I una cosa amb un gran record que tinc de l'Ebonzi,  encara duré ara...	cap model; requereix escolta prioritària	pendent					
553	5	E-cap-model	pa-023	diguem	55.05-60.95	clips/pa-023__diguem__55.05.wav		no	no	no	no	no	Jo el que em anava a la policia era en els veguers i amb el procés.	i el que em va dir a la policia era que els vegués.	cap model; requereix escolta prioritària	pendent					
554	5	E-cap-model	pa-024	a veure	590.77-595.39	clips/pa-024__a-veure__590.77.wav		no	no	no	no	no	No sé si això és un problema que s'han de fer.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
555	5	E-cap-model	pa-024	bueno	147.29-152.07	clips/pa-024__bueno__147.29.wav		no	no	no	no	no	I això és el que ha passat al país.	i que no hi hagi una altra manera de fer-ho.	cap model; requereix escolta prioritària	pendent					
556	5	E-cap-model	pa-024	bé	175.29-180.79	clips/pa-024__b__175.29.wav		no	no	no	no	no	A partir de l'anàlisi de l'antirrègim és molt greu.	i per partits, diguéssim, de l'antirrègic,	cap model; requereix escolta prioritària	pendent					
557	5	E-cap-model	pa-024	doncs	83.01-114.51	clips/pa-024__doncs__83.01.wav		no	no	no	no	no	La representatibilitat del consell General  considerava que calia establir la separació de poders.  Consideràvem, des del punt de vista més socioeconòmic,  que calia ser capaços de programar el creixement.  Ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe de l'empresso.  ja feien coses interessants a les institucions.  Me'n recordo que es va promoure l'informe Bricall.	que el que ha passat és que la gent que ha fet el que ha fet  el que ha passat és que la gent que ha fet el que ha passat  ha de fer el que ha passat.  La representativitat del Consell General  considerava que calia establir la separació de poder.  Considerava, des del punt de vista socioeconòmic,  que calia ser capaços de programar el creixement.  que es va promoure l'informe Bricalh.	cap model; requereix escolta prioritària	pendent					
558	5	E-cap-model	pa-024	llavors	336.85-341.27	clips/pa-024__llavors__336.85.wav		no	no	no	no	no	i el que va passar a l'estat espanyol.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
559	5	E-cap-model	pa-024	o sigui	554.49-565.07	clips/pa-024__o-sigui__554.49.wav		no	no	no	no	no	I tots coincidin amb la necessitat de fer un salt des del procés de reforma cap al procés constituent.	i que no es pot fer el nostre.  I tots coincidin  amb la necessitat de fer un saldes del procés de reforma  cap al procés constituent.	cap model; requereix escolta prioritària	pendent					
560	5	E-cap-model	pa-024	és a dir	78.49-84.39	clips/pa-024__s-a-dir__78.49.wav		no	no	no	no	no	i democratitzar més el país, que li haig d'expandir...	que democratisà més el país, que li haig d'expandir...	cap model; requereix escolta prioritària	pendent					
561	5	E-cap-model	pa-025	bueno	909.25-914.07	clips/pa-025__bueno__909.25.wav		no	no	no	no	sí	De fet, és el mateix moment, l'any 90, el que ens molesta.	El que ens molesta és que el que ens fa més malament	cap model; requereix escolta prioritària	pendent					
562	5	E-cap-model	pa-025	bé	1023.77-1027.67	clips/pa-025__b__1023.77.wav		no	no	no	no	sí	Tenia directe el que s'estava fent i com ho estàvem fent, perquè era molt clop.	Tenia directe el que s'estava fent i com ho estàvem fent, perquè era molt clau.	cap model; requereix escolta prioritària	pendent					
563	5	E-cap-model	pa-025	vull dir	643.73-649.59	clips/pa-025__vull-dir__643.73.wav		no	no	no	no	sí	La realitat podria discutir  si vam fer una cosa o una altra, però tenim les actes.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
564	5	E-cap-model	pa-025	és a dir	64.61-70.95	clips/pa-025__s-a-dir__64.61.wav		no	no	no	no	sí	i el que ha de fer és que aquí no teníem veritablement un Parlament.	que no teníem veritat plenum.	cap model; requereix escolta prioritària	pendent					
565	5	E-cap-model	pa-026	doncs	6.33-9.67	clips/pa-026__doncs__6.33.wav		no	no	no	no	sí	i no el comú, amb quatre anys.	i no el comú, amb quatre anys.	cap model; requereix escolta prioritària	pendent					
566	5	E-cap-model	pa-026	evidentment	1648.81-1653.83	clips/pa-026__evidentment__1648.81.wav		no	no	no	no	sí	de les llibertats dels drets i llibertats que hi ha a la Constitució.	i que no es pot fer.	cap model; requereix escolta prioritària	pendent					
567	5	E-cap-model	pa-026	llavors	81.13-84.63	clips/pa-026__llavors__81.13.wav		no	no	no	no	sí	i els vots...	i els vots...	cap model; requereix escolta prioritària	pendent					
568	5	E-cap-model	pa-026	és a dir	64.09-68.39	clips/pa-026__s-a-dir__64.09.wav		no	no	no	no	sí	Sí, sí, a veure.	Sí, és el que... a veure.	cap model; requereix escolta prioritària	pendent					
569	5	E-cap-model	pa-027	doncs	18.01-24.51	clips/pa-027__doncs__18.01.wav		no	no	no	no	sí	i inicialment el cíndic parlava amb els consellers.	i inicialment el cíndic parlava amb els consellers.	cap model; requereix escolta prioritària	pendent					
570	5	E-cap-model	pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav		no	no	no	no	sí	que es podria fer a les reunions.  I tant en tant, cada mes, cada mes i mig,  fèiem una reunió per a les al·lucines.	i que no hi hagi unes reunions.	cap model; requereix escolta prioritària	pendent					
571	5	E-cap-model	pa-027	o sigui	361.61-366.71	clips/pa-027__o-sigui__361.61.wav		no	no	no	no	no	I si hem de fer 4 reunions més, fem les ciutadans.	i el que hem de fer,  que és que el que hem de fer és que el que hem de fer	cap model; requereix escolta prioritària	pendent					
572	5	E-cap-model	pa-027	vull dir	254.25-260.87	clips/pa-027__vull-dir__254.25.wav		no	no	no	no	sí	però jo crec que el mèrit d'aquella comissió	però jo crec que el mèrit d'aquella comissió és que tots van...	cap model; requereix escolta prioritària	pendent					
573	5	E-cap-model	pa-028	bueno	28.37-32.59	clips/pa-028__bueno__28.37.wav		no	no	no	no	sí	Bé, bé, bé, bé, bé, bé...  Bé, bé, bé, bé, bé, bé...	I el que em va dir és que no em va dir que no hi havia una persona.	cap model; requereix escolta prioritària	pendent					
574	5	E-cap-model	pa-028	diguem	168.89-174.15	clips/pa-028__diguem__168.89.wav		no	no	no	no	sí	m'és fort o més velló, però...	i a més, a més forta, a més de lloc.	cap model; requereix escolta prioritària	pendent					
575	5	E-cap-model	pa-029	a veure	17.49-21.59	clips/pa-029__a-veure__17.49.wav		no	no	no	no	no	La majoria és molt preocupada pel fet d'aquest.	i que la majoria de les persones que tenen el dret a la vida	cap model; requereix escolta prioritària	pendent					
576	5	E-cap-model	pa-029	bueno	720.69-724.19	clips/pa-029__bueno__720.69.wav		no	no	no	no	sí	és menor, però aquestes dors són d'una manera important.	i a més menor, però aquestes dors són d'una manera important.	cap model; requereix escolta prioritària	pendent					
577	5	E-cap-model	pa-029	bé	42.97-46.79	clips/pa-029__b__42.97.wav		no	no	no	no	sí	i això plenava molt sobre... sense que es digui...	i això plenava molt sense que es digui.	cap model; requereix escolta prioritària	pendent					
578	5	E-cap-model	pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav		no	no	no	no	sí	i la constitucional, la permanent i la constituent.	i que la resta de la gent que ha de ser institucional,	cap model; requereix escolta prioritària	pendent					
579	5	E-cap-model	pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav		no	no	no	no	sí	i això plenava molt sobre... sense que es digui...	i això plenava molt sense que es digui.	cap model; requereix escolta prioritària	pendent					
580	5	E-cap-model	pa-029	perquè	249.69-254.43	clips/pa-029__perqu__249.69.wav		no	no	no	no	sí	i el que passa és que a poc temps es va fer el Tom de 18 mesos.	i no hi ha cap problema.	cap model; requereix escolta prioritària	pendent					
581	5	E-cap-model	pa-029	és a dir	20.17-25.95	clips/pa-029__s-a-dir__20.17.wav		no	no	no	no	no	és un fet que va marcar tot el procés constituent,  el fet de que l'entrada.	i que va marcar tot el procés constituent,	cap model; requereix escolta prioritària	pendent					
582	5	E-cap-model	pa-031	bueno	111.73-115.67	clips/pa-031__bueno__111.73.wav		no	no	no	no	sí	A mi em pensava que jo pensava i els consellers, els companys de...	i pensàvem que jo pensava i els consellers, els companys de la...	cap model; requereix escolta prioritària	pendent					
583	5	E-cap-model	pa-031	bé	329.13-333.07	clips/pa-031__b__329.13.wav		no	no	no	no	sí	A la llarga, sí, no la veia, mala sort, però...	A la llarga, sí, no la veia, mala sort, però...	cap model; requereix escolta prioritària	pendent					
584	5	E-cap-model	pa-031	vull dir	207.77-212.75	clips/pa-031__vull-dir__207.77.wav		no	no	no	no	sí	No ho sé, és que no és el meu cas.  No ho sé, és el meu cas.	i que no hi hagi això.	cap model; requereix escolta prioritària	pendent					
585	5	E-cap-model	pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav		no	no	no	no	sí	i el debò és de tant en tant, no sé quant és.	i el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el que ha de fer és que el	cap model; requereix escolta prioritària	pendent					
586	5	E-cap-model	pa-033	a nivell	6.61-10.79	clips/pa-033__a-nivell__6.61.wav		no	no	no	no	no	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,	i els temps de tribuna que portàvem aquesta idea al cap i al nivell nacional,  nosaltres consideràvem.	cap model; requereix escolta prioritària	pendent					
587	5	E-cap-model	pa-034	bueno	33.81-39.07	clips/pa-034__bueno__33.81.wav		no	no	no	no	sí	Vaig continuar, vaig pujar les escales...	"i va dir ""bé, continuava"", i pujava les escales,"	cap model; requereix escolta prioritària	pendent					
588	5	E-cap-model	pa-034	clar	55.05-59.71	clips/pa-034__clar__55.05.wav		no	no	no	no	sí	i el que va passar a l'estat espanyol.	i que no hi hagi una altra.	cap model; requereix escolta prioritària	pendent					
589	5	E-cap-model	pa-034	llavors	29.17-32.67	clips/pa-034__llavors__29.17.wav		no	no	no	no	sí	Ja es va pujar, va a veure posclava, que hi havia molta gent.	Ja es va pujar, va haver a veure el posclava, que hi havia molta gent.	cap model; requereix escolta prioritària	pendent					
590	5	E-cap-model	pa-034	o sigui	1106.09-1110.75	clips/pa-034__o-sigui__1106.09.wav		no	no	no	no	no	i aconsell perquè, si no, acabarem molt tard.	"""Consell, perquè si no acabarem molt tard...""  ""Mmm..."""	cap model; requereix escolta prioritària	pendent					
591	5	E-cap-model	pa-035	a veure	211.09-218.51	clips/pa-035__a-veure__211.09.wav		no	no	no	no	no	però anirà bé 6 meses de grups polítics comuns	però anirà bé 6 mesos de grups polítics comuns	cap model; requereix escolta prioritària	pendent					
592	5	E-cap-model	pa-035	bueno	195.49-202.11	clips/pa-035__bueno__195.49.wav		no	no	no	no	sí	I, bé, ja he participat, doncs, una mica, una mica.	I, ara, ja he vingut a participar, doncs, una mica.	cap model; requereix escolta prioritària	pendent					
593	5	E-cap-model	pa-035	clar	223.61-233.59	clips/pa-035__clar__223.61.wav		no	no	no	no	sí	No podia sortir res de important, de banda de 6 constitucions.	No podia sortir res de important de banda de les 6 constitucions.	cap model; requereix escolta prioritària	pendent					
594	5	E-cap-model	pa-035	evidentment	472.93-481.79	clips/pa-035__evidentment__472.93.wav		no	no	no	no	sí	de la gent que va ser a la ciutat i a la ciutat.  A la ciutat no s'havia d'agafar els llocs,  els llocs que tenien el poder.	i que no hi havia cap problema.  I el que va passar és que no hi havia cap problema.  I el que va passar és que no hi havia cap problema.	cap model; requereix escolta prioritària	pendent					
