ordre	categoria	score_evidencia	id_persona	forma	interval_escolta	clip	transcripcio_qa	json_qa	token_coincidencia	token_intervals_absolute	token_prob_min	token_prob_mean	token_text	text_qa	consens_dos_asr	coincidencia_temporal_asr	forma_en_qa	conf_min_segment	conf_min_base_segment	veu_proporcio	rms_p50_db	f0_median_hz	f0_iqr_hz	centroid_median_hz	pausa_mediana_s	estat_audicio	forma_confirmada_auditivament	variant_transcrita	trets_fonetics_observats	observacions_prosodiques	nota_audicio
464	D-divergent	4	pa-027	llavors	137.93-143.43	clips/pa-027__llavors__137.93.wav	qa-clips/pa-027__llavors__137_93_143_43.txt							que es podria fer a les reunions.  I tant en tant, cada mes, cada mes i mig,  fèiem una reunió per a les al·lucines.	sí	no	no	0.085		0.5985	-29.13	245.56	151.70	1089.75	0.090	pendent					
465	D-divergent	4	pa-027	vull dir	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	qa-clips/pa-027__vull-dir__254_25_260_87.txt							però jo crec que el mèrit d'aquella comissió	sí	no	no	0.047		0.5545	-31.77	155.58	119.13	1113.51	0.100	pendent					
466	D-divergent	4	pa-029	bueno	720.69-724.19	clips/pa-029__bueno__720.69.wav	qa-clips/pa-029__bueno__720_69_724_19.txt							és menor, però aquestes dors són d'una manera important.	sí	no	no	0.153		0.3966	-35.89	227.76	166.45	980.98	0.100	pendent					
467	D-divergent	4	pa-029	bé	42.97-46.79	clips/pa-029__b__42.97.wav	qa-clips/pa-029__be__42_97_46_79.txt							i això plenava molt sobre... sense que es digui...	sí	no	no	0.052		0.6316	-30.28	211.38	189.71	1119.15	0.040	pendent					
468	D-divergent	4	pa-029	doncs	127.61-131.67	clips/pa-029__doncs__127.61.wav	qa-clips/pa-029__doncs__127_61_131_67.txt							i la constitucional, la permanent i la constituent.	sí	no	no	0.017		0.4307	-36.41	266.45	112.31	991.09	0.110	pendent					
469	D-divergent	4	pa-029	llavors	42.97-46.79	clips/pa-029__llavors__42.97.wav	qa-clips/pa-029__llavors__42_97_46_79.txt							i això plenava molt sobre... sense que es digui...	sí	no	no	0.034		0.6316	-30.28	211.38	189.71	1119.15	0.040	pendent					
470	D-divergent	4	pa-029	perquè	249.69-254.43	clips/pa-029__perqu__249.69.wav	qa-clips/pa-029__perque__249_69_254_43.txt							i el que passa és que a poc temps es va fer el Tom de 18 mesos.	sí	no	no	0.033		0.2585	-40.77	120.82	178.70	1669.99	0.140	pendent					
471	D-divergent	4	pa-031	bé	329.13-333.07	clips/pa-031__b__329.13.wav	qa-clips/pa-031__be__329_13_333_07.txt							A la llarga, sí, no la veia, mala sort, però...	sí	no	no	0.074		0.5867	-31.71	142.75	184.63	847.67	0.100	pendent					
472	D-divergent	4	pa-032	llavors	174.13-178.67	clips/pa-032__llavors__174.13.wav	qa-clips/pa-032__llavors__174_13_178_67.txt							i el debò és de tant en tant, no sé quant és.	sí	no	no	0.044		0.4469	-36.02	194.67	134.55	800.26	0.080	pendent					
473	D-divergent	4	pa-034	bueno	33.81-39.07	clips/pa-034__bueno__33.81.wav	qa-clips/pa-034__bueno__33_81_39_07.txt							Vaig continuar, vaig pujar les escales...	sí	no	no	0.045		0.5687	-32.79	199.71	114.35	875.58	0.120	pendent					
474	D-divergent	4	pa-034	doncs	110.53-116.23	clips/pa-034__doncs__110.53.wav	qa-clips/pa-034__doncs__110_53_116_23.txt							en una manera la política que es feia, que era això,  casatal, casatal, no?	sí	no	no	0.040		0.5986	-30.26	208.69	147.61	1052.09	0.100	pendent					
475	D-divergent	4	pa-034	llavors	29.17-32.67	clips/pa-034__llavors__29.17.wav	qa-clips/pa-034__llavors__29_17_32_67.txt							Ja es va pujar, va a veure posclava, que hi havia molta gent.	sí	no	no	0.037		0.6264	-31.78	153.63	63.40	903.68	0.060	pendent					
476	D-divergent	4	pa-034	vull dir	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	qa-clips/pa-034__vull-dir__58_29_61_51.txt							s'ha perdut, està bebuda de goma-goma.	sí	no	no	0.022		0.6188	-28.65	226.10	154.47	803.11	0.100	pendent					
477	D-divergent	4	pa-035	bueno	195.49-202.11	clips/pa-035__bueno__195.49.wav	qa-clips/pa-035__bueno__195_49_202_11.txt							I, bé, ja he participat, doncs, una mica, una mica.	sí	no	no	0.020		0.4121	-39.77	141.01	39.25	1357.94	0.150	pendent					
478	D-divergent	4	pa-035	clar	223.61-233.59	clips/pa-035__clar__223.61.wav	qa-clips/pa-035__clar__223_61_233_59.txt							No podia sortir res de important, de banda de 6 constitucions.	sí	no	no	0.052		0.4558	-36.68	138.08	88.04	1234.20	0.100	pendent					
479	D-divergent	4	pa-036	bueno	76.25-84.15	clips/pa-036__bueno__76.25.wav	qa-clips/pa-036__bueno__76_25_84_15.txt							però, quan sentiu, és parlar d'aquesta gent  que està ben directament implicant-se  a la vida política de primera línia, tant d'Espanya.	sí	no	no	0.164		0.7437	-28.56	260.70	131.84	1038.04	0.060	pendent					
480	D-divergent	4	pa-039	diguem	144.37-152.95	clips/pa-039__diguem__144.37.wav	qa-clips/pa-039__diguem__144_37_152_95.txt							i això és el que ha de fer a l'estratègia jurídica  i d'altres amb certa representativitat de país, digueu-ho així.	sí	no	no	0.081		0.4042	-39.72	151.70	21.22	1498.28	0.100	pendent					
481	D-divergent	4	pa-039	doncs	12.77-19.51	clips/pa-039__doncs__12.77.wav	qa-clips/pa-039__doncs__12_77_19_51.txt							la història dels veguers i dels coprínceptes feudals.	sí	no	no	0.067		0.4970	-35.19	146.48	29.69	1454.55	0.140	pendent					
482	D-divergent	4	pa-046	clar	172.53-177.71	clips/pa-046__clar__172.53.wav	qa-clips/pa-046__clar__172_53_177_71.txt							i el que hem de fer és que no hi hagi gaire malaltia.	sí	no	no	0.076		0.3837	-38.95	145.34	54.54	1649.50	0.070	pendent					
483	D-divergent	4	pa-046	o sigui	230.61-235.23	clips/pa-046__o-sigui__230.61.wav	qa-clips/pa-046__o-sigui__230_61_235_23.txt							és una necessitat moral,  està contents moralment.	sí	no	no	0.090		0.6739	-30.92	161.50	49.18	1117.92	0.060	pendent					
484	D-divergent	4	pa-046	perquè	140.85-146.79	clips/pa-046__perqu__140.85.wav	qa-clips/pa-046__perque__140_85_146_79.txt							Aquest producte és un valor afegit del país i de tothom.	sí	no	no	0.011		0.4561	-36.73	215.24	159.80	1486.40	0.100	pendent					
485	D-divergent	4	pa-048	perquè	186.93-191.19	clips/pa-048__perqu__186.93.wav	qa-clips/pa-048__perque__186_93_191_19.txt							que el riu sempre sembla igual, però no ho és.	sí	no	no	0.027		0.6698	-30.76	210.35	69.42	1087.92	0.100	pendent					
486	D-divergent	4	pa-049	aviam	897.25-901.75	clips/pa-049__aviam__897.25.wav	qa-clips/pa-049__aviam__897_25_901_75.txt							S'està viatjant.	sí	no	no	0.112		0.7991	-25.76	229.92	96.67	1141.61	0.060	pendent					
487	D-divergent	4	pa-053	bé	90.81-95.91	clips/pa-053__b__90.81.wav	qa-clips/pa-053__be__90_81_95_91.txt							i el meu germà el febi amb una corda i jo els pujava.	sí	no	no	0.144		0.6417	-25.54	151.33	156.90	990.24	0.120	pendent					
488	D-divergent	4	pa-055	doncs	6.29-9.67	clips/pa-055__doncs__6.29.wav	qa-clips/pa-055__doncs__6_29_9_67.txt							i no el comú, amb quatre anys.	sí	no	no	0.050		0.4107	-38.86	276.55	99.40	1483.69	0.100	pendent					
489	D-divergent	4	pa-055	llavors	105.37-110.27	clips/pa-055__llavors__105.37.wav	qa-clips/pa-055__llavors__105_37_110_27.txt							no és el mateix.  La casa és dels endurants.	sí	no	no	0.033		0.4016	-41.95	224.32	165.31	1897.96	0.080	pendent					
490	D-divergent	4	pa-056	o sigui	1016.49-1021.67	clips/pa-056__o-sigui__1016.49.wav	qa-clips/pa-056__o-sigui__1016_49_1021_67.txt							Si algú vol vendre gent, s'etivoca.	sí	no	no	0.075		0.3682	-44.52	244.76	158.01	1530.14	1.000	pendent					
491	D-divergent	4	pa-057	bueno	1128.89-1136.35	clips/pa-057__bueno__1128.89.wav	qa-clips/pa-057__bueno__1128_89_1136_35.txt							de tot el que ens escondem a la foto del Consell d'aquell moment.	sí	no	no	0.076		0.4382	-36.79	227.84	186.11	1131.19	0.090	pendent					
492	D-divergent	4	pa-057	de fet	561.25-569.07	clips/pa-057__de-fet__561.25.wav	qa-clips/pa-057__de-fet__561_25_569_07.txt							a fer l'avançar una mica més, era en minoria,  i van buscar una solució que no sí,  la votació del conseller General, i es va buscar a la votació...	sí	no	no	0.132		0.6487	-32.00	184.03	134.55	1102.71	0.040	pendent					
493	D-divergent	4	pa-057	doncs	127.21-131.71	clips/pa-057__doncs__127.21.wav	qa-clips/pa-057__doncs__127_21_131_71.txt							i la constitucional, la permanent i la constituent.	sí	no	no	0.032		0.4018	-36.69	273.74	109.25	1002.40	0.120	pendent					
494	D-divergent	4	pa-057	és a dir	19.89-25.51	clips/pa-057__s-a-dir__19.89.wav	qa-clips/pa-057__es-a-dir__19_89_25_51.txt							el fet d'aquest, és un fet que va marcar tot el procés constituent.	sí	no	no	0.168		0.5464	-34.32	294.96	195.04	1027.22	0.080	pendent					
495	D-divergent	4	pa-058	a veure	828.61-833.55	clips/pa-058__a-veure__828.61.wav	qa-clips/pa-058__a-veure__828_61_833_55.txt							A mi m'agrada molt, però a mi no m'agrada.	sí	no	no	0.047		0.6585	-26.29	281.93	33.81	910.94	0.110	pendent					
496	D-divergent	4	pa-058	bé	210.61-215.39	clips/pa-058__b__210.61.wav	qa-clips/pa-058__be__210_61_215_39.txt							dintre de l'UCPA, quan es va formar.	sí	no	no	0.099		0.5840	-32.15	256.57	29.83	881.84	0.060	pendent					
497	D-divergent	4	pa-058	clar	112.81-117.27	clips/pa-058__clar__112.81.wav	qa-clips/pa-058__clar__112_81_117_27.txt							no és el que ha de fer, no és el que ha de fer.	sí	no	no	0.023		0.4730	-37.76	252.54	123.23	1016.91	0.090	pendent					
498	D-divergent	4	pa-058	doncs	200.41-205.27	clips/pa-058__doncs__200.41.wav	qa-clips/pa-058__doncs__200_41_205_27.txt							i els electors quedarien en paper mullat perquè no...	sí	no	no	0.031		0.5661	-30.58	259.40	38.69	956.69	0.110	pendent					
499	D-divergent	4	pa-058	llavors	1054.41-1059.35	clips/pa-058__llavors__1054.41.wav	qa-clips/pa-058__llavors__1054_41_1059_35.txt							I, abans, com més desapercebut passa,  millor quan va per això.	sí	no	no	0.095		0.5285	-34.11	265.17	79.76	965.32	0.100	pendent					
500	D-divergent	4	pa-059	bé	112.41-118.27	clips/pa-059__b__112.41.wav	qa-clips/pa-059__be__112_41_118_27.txt							llavors a partir d'aquí va començar a veure la paraula d'emissió,  d'emissió, d'emissió i tot va anar...	sí	no	no	0.063		0.5719	-31.64	262.59	151.59	1016.05	0.100	pendent					
501	D-divergent	4	pa-059	doncs	245.81-250.79	clips/pa-059__doncs__245.81.wav	qa-clips/pa-059__doncs__245_81_250_79.txt							que es deriva amb un compromís, i ja està.	sí	no	no	0.071		0.2419	-46.10	199.58	113.23	1889.19	0.260	pendent					
502	D-divergent	4	pa-060	bueno	150.05-157.07	clips/pa-060__bueno__150.05.wav	qa-clips/pa-060__bueno__150_05_157_07.txt							i que continuà, de bones vegades es va disoldre.  Vam canviar, vam...	sí	no	no	0.046		0.6171	-30.21	137.14	90.66	941.02	0.080	pendent					
503	D-divergent	4	pa-060	bé	415.73-419.91	clips/pa-060__b__415.73.wav	qa-clips/pa-060__be__415_73_419_91.txt							que fan els metros a mesura que anaven creixent.	sí	no	no	0.079		0.7933	-26.27	139.28	24.85	949.19	0.070	pendent					
504	D-divergent	4	pa-061	doncs	242.09-249.23	clips/pa-061__doncs__242.09.wav	qa-clips/pa-061__doncs__242_09_249_23.txt							És una mica tornar a les rails de la creació del grup.	sí	no	no	0.046		0.9438	-27.64	284.55	123.41	1575.64	0.080	pendent					
505	D-divergent	4	pa-062	doncs	302.09-307.51	clips/pa-062__doncs__302.09.wav	qa-clips/pa-062__doncs__302_09_307_51.txt							A tu, quan ets petit, s'ha arribat a elaborar...	sí	no	no	0.089		0.4593	-37.06	215.20	116.45	1194.89	0.220	pendent					
506	D-divergent	4	pa-062	evidentment	163.29-166.67	clips/pa-062__evidentment__163.29.wav	qa-clips/pa-062__evidentment__163_29_166_67.txt							però també cultivar.	sí	no	no	0.078		0.6964	-27.97	242.74	119.39	874.22	0.040	pendent					
507	D-divergent	4	pa-062	vull dir	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	qa-clips/pa-062__vull-dir__316_81_326_39.txt							i el que hem de fer és que no hi hagi gaire malaltia.  I això és el que ha de fer a l'Estatut.  El que és molt important és que el que ha de fer,  és que el que ha de fer és que la gent no ho ha de fer.	sí	no	no	0.003		0.5586	-33.63	285.77	124.03	907.60	0.060	pendent					
508	D-divergent	4	pa-063	aleshores	151.45-155.23	clips/pa-063__aleshores__151.45.wav	qa-clips/pa-063__aleshores__151_45_155_23.txt							a les fronteres, o les hores, què s'havia de fer?	sí	no	no	0.088		0.5319	-33.61	194.42	35.82	1405.26	0.120	pendent					
509	D-divergent	4	pa-064	llavors	713.33-717.15	clips/pa-064__llavors__713.33.wav	qa-clips/pa-064__llavors__713_33_717_15.txt							Tot el... tot el que he de voler.	sí	no	no	0.036		0.4263	-40.57	208.26	177.20	1129.74	0.120	pendent					
510	D-divergent	4	pa-065	a veure	578.25-582.71	clips/pa-065__a-veure__578.25.wav	qa-clips/pa-065__a-veure__578_25_582_71.txt							-Un dia un polític em diu...	sí	no	no	0.046		0.4865	-35.87	170.26	137.55	873.20	0.240	pendent					
511	D-divergent	4	pa-065	llavors	612.13-617.87	clips/pa-065__llavors__612.13.wav	qa-clips/pa-065__llavors__612_13_617_87.txt							I la Roma, per mi també, és la catològica.	sí	no	no	0.057		0.5804	-32.12	136.11	70.57	939.69	0.140	pendent					
512	C-una-passada	2	pa-001	crec	97.33-100.95	clips/pa-001__crec__97.33.wav	qa-clips/pa-001__crec__97_33_100_95.txt							i crec que finalment va acabar a força bé.	no	no	sí	0.108		0.6444	-30.79	219.23	67.73	1032.27	0.100	pendent					
513	C-una-passada	2	pa-001	de fet	68.49-71.99	clips/pa-001__de-fet__68.49.wav	qa-clips/pa-001__de-fet__68_49_71_99.txt							perquè, de fet, els tenia tots i la famosa rebaixia.	no	no	sí	0.237		0.5057	-34.83	202.69	52.80	1220.77	0.120	pendent					
514	C-una-passada	2	pa-001	evidentment	1067.69-1071.19	clips/pa-001__evidentment__1067.69.wav	qa-clips/pa-001__evidentment__1067_69_1071_19.txt							per fer-nos una autonòmia, ens podem equivocar, evidentment.	no	no	sí	0.360		0.5920	-29.82	243.22	46.11	795.28	0.200	pendent					
515	C-una-passada	2	pa-001	llavors	837.17-841.11	clips/pa-001__llavors__837.17.wav	qa-clips/pa-001__llavors__837_17_841_11.txt							de la manera que llavors, quan s'acabàvem de regalar.	no	no	sí	0.068		0.7347	-28.78	199.34	37.41	975.14	0.060	pendent					
516	C-una-passada	2	pa-001	perquè	59.57-63.31	clips/pa-001__perqu__59.57.wav	qa-clips/pa-001__perque__59_57_63_31.txt							una desfasada perquè el que no es veien bons ulls a un...	no	no	sí	0.018		0.8495	-25.45	205.46	94.94	699.39	0.070	pendent					
517	C-una-passada	2	pa-002	a nivell	714.25-724.75	clips/pa-002__a-nivell__714.25.wav	qa-clips/pa-002__a-nivell__714_25_724_75.txt							perquè l'opció de la minoria que va passar  és ser majoria, diguéssim, a nivell consell,  però no ho eren.	no	no	sí	0.237		0.5859	-33.12	283.90	130.92	1052.29	0.060	pendent					
518	C-una-passada	2	pa-002	a veure	126.25-132.75	clips/pa-002__a-veure__126.25.wav	qa-clips/pa-002__a-veure__126_25_132_75.txt							un opositor a veure, no era fàcil, eh?	no	no	sí	0.198		0.5093	-34.82	308.43	107.74	831.77	0.080	pendent					
519	C-una-passada	2	pa-002	bé	348.25-355.75	clips/pa-002__b__348.25.wav	qa-clips/pa-002__be__348_25_355_75.txt							que ha signat el canvi.  Ara, el que ens dividiria bé,  òbviament, era el control de govern.	no	no	sí	0.138		0.4733	-36.35	309.71	101.82	1231.82	0.090	pendent					
520	C-una-passada	2	pa-002	clar	186.25-190.75	clips/pa-002__clar__186.25.wav	qa-clips/pa-002__clar__186_25_190_75.txt							i que, clar, la diferència de dalt et potser serà ple.	no	no	sí	0.095		0.1473	-43.34	324.19	92.68	1129.53	0.280	pendent					
521	C-una-passada	2	pa-002	crec	248.25-254.75	clips/pa-002__crec__248.25.wav	qa-clips/pa-002__crec__248_25_254_75.txt							Jo crec que més que espantar diria que no se'n coneixia el contingut.	no	no	sí	0.137		0.4938	-35.07	227.06	50.10	988.10	0.100	pendent					
522	C-una-passada	2	pa-002	de fet	72.25-76.75	clips/pa-002__de-fet__72.25.wav	qa-clips/pa-002__de-fet__72_25_76_75.txt							Va servir per això, de fet, per evidenciar amb el servei.	no	no	sí	0.066		0.3795	-36.92	328.18	69.31	832.42	0.100	pendent					
523	C-una-passada	2	pa-002	evidentment	205.25-209.75	clips/pa-002__evidentment__205.25.wav	qa-clips/pa-002__evidentment__205_25_209_75.txt							Però, evidentment, no hi havia d'altra fórmula.	no	no	sí	0.082		0.1384	-45.87	234.14	138.57	1205.23	0.200	pendent					
524	C-una-passada	2	pa-002	llavors	550.25-556.75	clips/pa-002__llavors__550.25.wav	qa-clips/pa-002__llavors__550_25_556_75.txt							però, bueno, llavors he de començar a veure les maniobres.	no	no	sí	0.090		0.3086	-40.98	304.84	122.55	962.52	0.110	pendent					
525	C-una-passada	2	pa-002	perquè	18.25-23.75	clips/pa-002__perqu__18.25.wav	qa-clips/pa-002__perque__18_25_23_75.txt							un putat, perquè no deixeu de veure els serveis dels copríncipes,	no	no	sí	0.098		0.5803	-31.92	330.33	55.03	872.41	0.080	pendent					
526	C-una-passada	2	pa-002	reformeta	12.25-17.75	clips/pa-002__reformeta__12.25.wav	qa-clips/pa-002__reformeta__12_25_17_75.txt							per molt que s'hagués fet, el que se'n va dir reformeta,	no	no	sí	0.243		0.5657	-32.38	320.59	133.84	857.93	0.100	pendent					
527	C-una-passada	2	pa-003	a nivell	180.17-188.79	clips/pa-003__a-nivell__180.17.wav	qa-clips/pa-003__a-nivell__180_17_188_79.txt							El que fa a nivell polític, la primera vegada quan es crea l'amaternal, com he dit,	no	no	sí	0.171		0.6163	-28.29	235.94	120.43	1283.92	0.110	pendent					
528	C-una-passada	2	pa-003	bueno	227.05-235.71	clips/pa-003__bueno__227.05.wav	qa-clips/pa-003__bueno__227_05_235_71.txt							"totalitari perquè hi havia pares en el sentit de dir  ""Bueno, hi existeix un sistema educatiu ric""."	no	no	sí	0.047		0.6759	-27.22	310.89	38.93	1177.43	0.070	pendent					
529	C-una-passada	2	pa-003	bé	0.00-7.19	clips/pa-003__b__0.00.wav	qa-clips/pa-003__be__0_00_7_19.txt							Bé, jo crec que de fet ens hem de situar en el context dels anys 80	no	no	sí	0.053		0.5838	-27.78	219.64	124.52	1394.91	0.060	pendent					
530	C-una-passada	2	pa-003	clar	451.89-459.15	clips/pa-003__clar__451.89.wav	qa-clips/pa-003__clar__451_89_459_15.txt							Sí, perquè és clar, aviam, l'educació són persones.	no	no	sí	0.070		0.5497	-32.54	233.86	137.59	1705.94	0.090	pendent					
531	C-una-passada	2	pa-003	crec	0.00-7.19	clips/pa-003__crec__0.00.wav	qa-clips/pa-003__crec__0_00_7_19.txt							Bé, jo crec que de fet ens hem de situar en el context dels anys 80	no	no	sí	0.053		0.5838	-27.78	219.64	124.52	1394.91	0.060	pendent					
532	C-una-passada	2	pa-003	de fet	0.00-7.19	clips/pa-003__de-fet__0.00.wav	qa-clips/pa-003__de-fet__0_00_7_19.txt							Bé, jo crec que de fet ens hem de situar en el context dels anys 80	no	no	sí	0.053		0.5838	-27.78	219.64	124.52	1394.91	0.060	pendent					
533	C-una-passada	2	pa-003	ensenyança	279.69-286.23	clips/pa-003__ensenyan-a__279.69.wav	qa-clips/pa-003__ensenyanca__279_69_286_23.txt							que s'integre amb una primera ensenyança de sistemes educatius estrangers?	no	no	sí	0.114		0.7117	-27.93	308.83	44.35	1100.27	0.050	pendent					
534	C-una-passada	2	pa-003	evidentment	158.81-165.19	clips/pa-003__evidentment__158.81.wav	qa-clips/pa-003__evidentment__158_81_165_19.txt							dels mestres evidentment i també de les persones que havíem estat treballant en el projecte.	no	no	sí	0.033		0.7264	-25.88	306.70	109.39	1230.53	0.080	pendent					
535	C-una-passada	2	pa-003	perquè	201.57-207.03	clips/pa-003__perqu__201.57.wav	qa-clips/pa-003__perque__201_57_207_03.txt							d'executiu, perquè aleshores no era govern, era consell executiu,	no	no	sí	0.047		0.6838	-26.97	296.88	126.97	1186.80	0.040	pendent					
536	C-una-passada	2	pa-003	tirar endavant	361.93-366.63	clips/pa-003__tirar-endavant__361.93.wav	qa-clips/pa-003__tirar-endavant__361_93_366_63.txt							per crear i tirar endavant un sistema educatiu propi.	no	no	sí	0.040		0.6496	-27.25	295.24	52.59	1303.47	0.060	pendent					
537	C-una-passada	2	pa-003	és a dir	65.05-70.51	clips/pa-003__s-a-dir__65.05.wav	qa-clips/pa-003__es-a-dir__65_05_70_51.txt							És a dir, crec que això és important, no es crea com anem...	no	no	sí	0.033		0.6103	-26.20	252.34	131.79	1312.53	0.080	pendent					
538	C-una-passada	2	pa-005	llavors	433.29-439.27	clips/pa-005__llavors__433.29.wav	qa-clips/pa-005__llavors__433_29_439_27.txt							perquè tenen frau, a llavors es quedaven tot a l'import de la denúncia.	no	no	sí	0.051		0.0000	-46.83	0.00	0.00	1261.73	0.000	pendent					
539	C-una-passada	2	pa-006	clar	379.25-383.75	clips/pa-006__clar__379.25.wav	qa-clips/pa-006__clar__379_25_383_75.txt							Puc estar aigua, si hi hagués molta aigua, molt poca aigua, perquè, clar, aquí...	no	no	sí	0.416		0.4911	-35.18	194.41	144.31	825.98	0.080	pendent					
540	C-una-passada	2	pa-006	diguem	530.25-535.75	clips/pa-006__diguem__530.25.wav	qa-clips/pa-006__diguem__530_25_535_75.txt							modernes. Les primeres instal·lacions de producció elèctrica, diguem endorra,	no	no	sí	0.274		0.6971	-31.48	141.13	155.91	753.40	0.050	pendent					
541	C-una-passada	2	pa-008	aleshores	1315.25-1319.75	clips/pa-008__aleshores__1315.25.wav	qa-clips/pa-008__aleshores__1315_25_1319_75.txt							que feien camp. Aleshores va aproficiar aquest retrobament, es va constituir...	no	no	sí	0.327		0.4152	-37.96	147.32	93.39	1543.27	0.070	pendent					
542	C-una-passada	2	pa-011	evidentment	157.65-163.71	clips/pa-011__evidentment__157.65.wav	qa-clips/pa-011__evidentment__157_65_163_71.txt							evidentment que el Pal és una casa molt més gran que qualsevol casa més humil.	no	no	sí	0.162		0.5629	-32.13	271.13	157.53	1272.03	0.080	pendent					
543	C-una-passada	2	pa-012	aleshores	246.25-250.75	clips/pa-012__aleshores__246.25.wav	qa-clips/pa-012__aleshores__246_25_250_75.txt							i aleshores ha fet formar un camp que era molt més...	no	no	sí	0.060		0.7366	-15.45	287.98	49.24	1202.45	0.040	pendent					
544	C-una-passada	2	pa-013	bé	196.65-203.47	clips/pa-013__b__196.65.wav	qa-clips/pa-013__be__196_65_203_47.txt							que em sofre i que va bé per la pell, pel sistema digestiu, i també té altres propietats.	no	no	sí	0.133		0.7029	-24.66	301.12	129.61	1061.40	0.040	pendent					
545	C-una-passada	2	pa-014	a veure	617.45-637.95	clips/pa-014__a-veure__617.45.wav	qa-clips/pa-014__a-veure__617_45_637_95.txt							és els anys 40, 43, 44 que ha hagut un viatge que fan a Barcelona,  una sèrie d'autoritats i una sèrie davant de dansaites del contrapàs,  que van a veure com actuaven els esbarcs a baix a Barcelona,  van veure un espectacle que hi havia.	no	no	sí	0.193		0.6182	-31.05	124.25	28.03	1093.34	0.060	pendent					
546	C-una-passada	2	pa-015	llavors	197.25-204.75	clips/pa-015__llavors__197.25.wav	qa-clips/pa-015__llavors__197_25_204_75.txt							i edat. I llavors, a part de tindre aquests fills,	no	no	sí	0.284		0.5348	-32.21	281.17	87.38	1250.85	0.500	pendent					
547	C-una-passada	2	pa-016	crec	93.17-100.83	clips/pa-016__crec__93.17.wav	qa-clips/pa-016__crec__93_17_100_83.txt							i la responsabilitat que tens, per mi és imposa.  Crec que sí, jo no tinc...	no	no	sí	0.258		0.3717	-40.06	280.25	42.72	1757.40	0.100	pendent					
548	C-una-passada	2	pa-016	o sigui	311.25-316.15	clips/pa-016__o-sigui__311.25.wav	qa-clips/pa-016__o-sigui__311_25_316_15.txt							O sigui que s'han regulat, però molts anys després.	no	no	sí	0.131		0.6270	-29.31	326.38	49.26	1230.65	0.100	pendent					
549	C-una-passada	2	pa-016	és a dir	85.97-90.59	clips/pa-016__s-a-dir__85.97.wav	qa-clips/pa-016__es-a-dir__85_97_90_59.txt							sempre. És a dir, després he tingut altres càrrecs i encara que no ho sembli, doncs...	no	no	sí	0.071		0.5783	-32.82	288.85	54.91	1282.59	0.060	pendent					
550	C-una-passada	2	pa-019	clar	415.25-419.75	clips/pa-019__clar__415.25.wav	qa-clips/pa-019__clar__415_25_419_75.txt							el país. I, clar, trasladals i que la constitució no seria	no	no	sí	0.474		0.5268	-33.16	259.92	138.50	1208.43	0.060	pendent					
551	C-una-passada	2	pa-020	diguem	1459.77-1463.95	clips/pa-020__diguem__1459.77.wav	qa-clips/pa-020__diguem__1459_77_1463_95.txt							Diguem el que pensem, després de les votacions,	no	no	sí	0.119		0.5577	-32.98	193.47	80.01	1065.14	0.060	pendent					
552	C-una-passada	2	pa-020	doncs	247.37-252.03	clips/pa-020__doncs__247.37.wav	qa-clips/pa-020__doncs__247_37_252_03.txt							perquè, doncs, quan un no l'anirà bé, que s'anirà bé per pinjar,	no	no	sí	0.089		0.7371	-22.58	239.94	119.42	1036.67	0.060	pendent					
553	C-una-passada	2	pa-024	a nivell	1547.93-1552.91	clips/pa-024__a-nivell__1547.93.wav	qa-clips/pa-024__a-nivell__1547_93_1552_91.txt							I jo, no?  Llavors, clar, a nivell...  Ja el Jaume Bartomeu ha governat també, i soc jo...	no	no	sí	0.056		0.7581	-27.53	251.92	106.56	948.01	0.060	pendent					
554	C-una-passada	2	pa-024	clar	648.09-656.83	clips/pa-024__clar__648.09.wav	qa-clips/pa-024__clar__648_09_656_83.txt							per tant, teníem clar al cap l'idea d'una constitució i la volia, sincerament.	no	no	sí	0.016		0.3326	-40.35	330.49	54.67	1039.56	0.160	pendent					
555	C-una-passada	2	pa-024	crec	368.01-372.63	clips/pa-024__crec__368.01.wav	qa-clips/pa-024__crec__368_01_372_63.txt							I aleshores, la banda, jo crec que els carrers...	no	no	sí	0.017		0.4478	-38.50	258.97	55.61	1066.69	0.140	pendent					
556	C-una-passada	2	pa-024	de fet	482.25-489.07	clips/pa-024__de-fet__482.25.wav	qa-clips/pa-024__de-fet__482_25_489_07.txt							de fet, ens va dibuixar una mica la seva teoria.	no	no	sí	0.042		0.5500	-31.35	278.40	105.03	1153.51	0.060	pendent					
557	C-una-passada	2	pa-024	evidentment	518.89-523.51	clips/pa-024__evidentment__518.89.wav	qa-clips/pa-024__evidentment__518_89_523_51.txt							que el dia l'oligarquia o el dia lleveu, evidentment.	no	no	sí	0.042		0.3957	-36.68	312.84	162.28	1020.82	0.180	pendent					
558	C-una-passada	2	pa-024	perquè	225.53-230.35	clips/pa-024__perqu__225.53.wav	qa-clips/pa-024__perque__225_53_230_35.txt							Doncs vaig així, perquè va ser unes votacions molt interessants.	no	no	sí	0.006		0.3917	-36.81	330.15	87.51	830.62	0.060	pendent					
