forma	id_persona	interval_escolta	clip	sha256	transcripcio_qa	forma_en_qa	text_qa	estat
bueno	pa-061	171.05-174.55	clips/pa-061__bueno__171.05.wav	283d79af1ebf76f04471e7b544eb169abc7d95fa966f1e25723f36759b84bf47	qa-clips/pa-061__bueno__171_05_174_55.txt	sí	Bueno, te n'has d'anar. Bueno, va.  Amb una cantina...	pendent-audicio
bueno	pa-062	297.17-302.03	clips/pa-062__bueno__297.17.wav	abd725a816f45691bca20854a30d8755e97db9418067579f6df2e9bc5dd7f930	qa-clips/pa-062__bueno__297_17_302_03.txt	sí	"Diuen que és...  Bueno, hi ha una frase que diu ""El pot petit i la bona comfitada""."	pendent-audicio
bueno	pa-063	801.17-804.67	clips/pa-063__bueno__801.17.wav	fa649606ad3227584c38aa0f1a868faeb1edf402f62cfec02b58efc2b5bca3c2	qa-clips/pa-063__bueno__801_17_804_67.txt	no	i es veu que no es veu.  I després es veu el tema.	pendent-audicio
bueno	pa-065	1389.05-1393.75	clips/pa-065__bueno__1389.05.wav	88f28418eb8ecb704c8304edae29daffdd580009da4ac58c2a3d5def609b7194	qa-clips/pa-065__bueno__1389_05_1393_75.txt	sí	És així, eh?  Bueno, diuen que els cansats fan de feina.	pendent-audicio
bueno	pa-066	357.23-362.57	clips/pa-066__bueno__357.23.wav	8ed8e7a1a01fb2743b592fc06dad5b50f6e56f99256fe92029fa58f22ff2b7a7	qa-clips/pa-066__bueno__357_23_362_57.txt	sí	de la perifèria, i, bueno, jo recordo que he passat...	pendent-audicio
clar	pa-001	129.77-134.51	clips/pa-001__clar__129.77.wav	1908ef66ecd39e0bee1be361bede73f49a589cb68dd058c8028c4fda4fea905e	qa-clips/pa-001__clar__129_77_134_51.txt	no	no és el mateix estar sobre l'empara de dos coprínciers	pendent-audicio
clar	pa-002	186.25-190.75	clips/pa-002__clar__186.25.wav	c6839448e8fb55f52873bb34d7f715f525e8e2e2d44ff10f147942bed8b0aa0c	qa-clips/pa-002__clar__186_25_190_75.txt	sí	i que, clar, la diferència de dalt et potser serà ple.	pendent-audicio
clar	pa-003	451.89-459.15	clips/pa-003__clar__451.89.wav	991dca80dc0beb94fa67d90e36ed6e59db676d92cb368aaa0be0418a8b65fb97	qa-clips/pa-003__clar__451_89_459_15.txt	sí	Sí, perquè és clar, aviam, l'educació són persones.	pendent-audicio
clar	pa-005	155.93-159.99	clips/pa-005__clar__155.93.wav	a7f3758bf94fa8a725e2cea74402d6a35547dcdd957539843eabc13a33e0ee29	qa-clips/pa-005__clar__155_93_159_99.txt	no	per dir-ho a la gent que ho va dir a l'Àfrica.	pendent-audicio
clar	pa-006	379.25-383.75	clips/pa-006__clar__379.25.wav	8726400b517fb9572a5f0a9e3749e00bb4a4665506377ce8c3ebbb7416d88f6c	qa-clips/pa-006__clar__379_25_383_75.txt	sí	Puc estar aigua, si hi hagués molta aigua, molt poca aigua, perquè, clar, aquí...	pendent-audicio
clar	pa-007	344.25-349.75	clips/pa-007__clar__344.25.wav	863958a4a11fc83946d741de9a4ae8e2831044645b0c24c771b2b80aa539fa78	qa-clips/pa-007__clar__344_25_349_75.txt	sí	és clar que els polítics, pel nombre de carrers dedicats,	pendent-audicio
clar	pa-008	841.25-846.75	clips/pa-008__clar__841.25.wav	ad7d6db8749635e60cb305eb402f3a82ebe0cf88f7ef0b9acd77ee72d1fd75b8	qa-clips/pa-008__clar__841_25_846_75.txt	sí	Clar, hem de pensar que els fallares que 87 van començar a tornar a cremar l'espai públic	pendent-audicio
clar	pa-009	99.25-105.75	clips/pa-009__clar__99.25.wav	efed7fab4d7e4e83e12e0fb597746b1ac7679d593a53f6d51461db5b4e90905d	qa-clips/pa-009__clar__99_25_105_75.txt	sí	els habitants del poble, i de pobles veïns, és clar, que hi havia el mestre campaner al poble.	pendent-audicio
clar	pa-010	334.85-339.35	clips/pa-010__clar__334.85.wav	5f880ecdc700d1894c240df5b3ff38246092008085ba9b90f26ff09bd4540f4e	qa-clips/pa-010__clar__334_85_339_35.txt	sí	que ho són tant. Us acusaré un parell d'exemplos i ho veureu més clar.	pendent-audicio
clar	pa-014	978.45-982.95	clips/pa-014__clar__978.45.wav	218b4cc294a09e69e19befded6da6a06061fd0624734a0d30254857fcc6393a8	qa-clips/pa-014__clar__978_45_982_95.txt	sí	també ho puguem dir-ho, perquè és clar, tot el que ens ha passat no ho sabem segur.	pendent-audicio
clar	pa-016	175.69-180.35	clips/pa-016__clar__175.69.wav	53417c5937ebd77eea674c73a53a00c5def89cc1388d4d9ba7af2c08352a5321	qa-clips/pa-016__clar__175_69_180_35.txt	sí	Tenim un objectiu molt clar i l'hem de solit.	pendent-audicio
clar	pa-017	34.45-42.35	clips/pa-017__clar__34.45.wav	af312c7026f7ee8277a947a1f0ee4eae5b3cc637ce0450d40bf05c79ba88bd85	qa-clips/pa-017__clar__34_45_42_35.txt	sí	No és el fet de ser els primers o no els primers.  Nosaltres teníem clar que havíem de fer el pas.	pendent-audicio
clar	pa-018	112.73-117.35	clips/pa-018__clar__112.73.wav	9f99c40c90b527107f14fef527032d9f8906eb3379b001ebc8d3c14d13de7a77	qa-clips/pa-018__clar__112_73_117_35.txt	no	i això és el que ha de fer per a aquests permanents.	pendent-audicio
clar	pa-019	415.25-419.75	clips/pa-019__clar__415.25.wav	668cf4a7ad0f0a538d2f432f86d3d38fa5ff0c2e511cc31da8c27277f66af70e	qa-clips/pa-019__clar__415_25_419_75.txt	sí	el país. I, clar, trasladals i que la constitució no seria	pendent-audicio
clar	pa-020	89.81-94.31	clips/pa-020__clar__89.81.wav	d75e9b20dcd5527823d263a7bb16b4bb1503efbd33c615801fde083f9c9804eb	qa-clips/pa-020__clar__89_81_94_31.txt	sí	I quan vam entrar, el que sí que teníem,  clar que s'havia de fer la corte.	pendent-audicio
clar	pa-021	125.89-131.23	clips/pa-021__clar__125.89.wav	a913f12752af63b9fb420bf3f07d16ae26899951962f41db96261006b8cd764d	qa-clips/pa-021__clar__125_89_131_23.txt	no	i això els quins vam entrar.	pendent-audicio
clar	pa-022	107.73-113.11	clips/pa-022__clar__107.73.wav	e9a457dd00829350bb1cd8d5427e351a52d5363a4c2877a49f4e6d076eb4c7d1	qa-clips/pa-022__clar__107_73_113_11.txt	sí	l'objectiu tenia molt clar que s'hi jugava molt.	pendent-audicio
clar	pa-024	648.09-656.83	clips/pa-024__clar__648.09.wav	be55c69e1f0b1c7f3ec433cdd1244c6d8c47f85b9c12a199d31cc8ef88bd1881	qa-clips/pa-024__clar__648_09_656_83.txt	sí	per tant, teníem clar al cap l'idea d'una constitució i la volia, sincerament.	pendent-audicio
clar	pa-025	116.09-119.95	clips/pa-025__clar__116.09.wav	46494f8ec2e92591568b22d9a59e10df8399f80880302ddd3678715240190c57	qa-clips/pa-025__clar__116_09_119_95.txt	sí	i la política, però, clar, és que el govern també...	pendent-audicio
clar	pa-026	6.33-9.67	clips/pa-026__clar__6.33.wav	1d49e01fa80a08bbda2aa49c7ebdb27cb1e1603703304f86d6bef7ef20814dfe	qa-clips/pa-026__clar__6_33_9_67.txt	no	i no el comú, amb quatre anys.	pendent-audicio
clar	pa-027	35.13-40.47	clips/pa-027__clar__35.13.wav	9d8ba029161adf8c61335b298092d1a09bc100a57a7c12c8ae9f809a4fc5bd1a	qa-clips/pa-027__clar__35_13_40_47.txt	sí	I bé, clar, jo per tot em va ser un cop,	pendent-audicio
clar	pa-028	290.33-295.15	clips/pa-028__clar__290.33.wav	7a8fcc4e174d2133f4d84a6e5fa4cbe7930766f7184da3dcb28d785e3899110f	qa-clips/pa-028__clar__290_33_295_15.txt	sí	com veia perquè ell, clar, l'edat que té nieve i tanta època.	pendent-audicio
clar	pa-029	358.61-362.11	clips/pa-029__clar__358.61.wav	87ecea6d257f5da503c66a8e517dab342f32eb1a5275bac62c8d24dda54a74dd	qa-clips/pa-029__clar__358_61_362_11.txt	no	en aquell moment hi va haver un compromís, el 100%.	pendent-audicio
clar	pa-030	61.89-66.83	clips/pa-030__clar__61.89.wav	759b80baa9808fbaec47e8a3436ea20e520e4c779823b92e8c720cf3abef2ff6	qa-clips/pa-030__clar__61_89_66_83.txt	no	que no tenia res a veure amb ell.	pendent-audicio
clar	pa-031	154.57-158.95	clips/pa-031__clar__154.57.wav	10f948731d0a7cb883305dc1da54266020830d4a347d2dc1ecdb41b3e1e9cf75	qa-clips/pa-031__clar__154_57_158_95.txt	sí	No sé si els copríncepts, tampoc, no siguin clar,  veure el que sigui, el que podíem fer, no podíem arribar.	pendent-audicio
clar	pa-032	155.33-162.15	clips/pa-032__clar__155.33.wav	846365fa08da239dccd9a5a3ed12b80a4d507b4ea1436808dea82c94d5d2bbde	qa-clips/pa-032__clar__155_33_162_15.txt	sí	Això és d'edat, i clar, això ja li teníem posat al cap.	pendent-audicio
clar	pa-033	54.49-57.67	clips/pa-033__clar__54.49.wav	9fde768e2bbb3890c1286e6232445126a385643e4ff6e0a5009872803c47f3f3	qa-clips/pa-033__clar__54_49_57_67.txt	sí	Si veiem interès per què, clar,	pendent-audicio
clar	pa-034	55.05-59.71	clips/pa-034__clar__55.05.wav	6e24a95f03374284bd9534cbd2568433bbff99f0eb18f012402d5b93ab7a47f9	qa-clips/pa-034__clar__55_05_59_71.txt	no	i el que va passar a l'estat espanyol.	pendent-audicio
clar	pa-035	223.61-233.59	clips/pa-035__clar__223.61.wav	717cb21087aa7774e57f37a538421d8db9c6f742df244243eef4e2899876dbd1	qa-clips/pa-035__clar__223_61_233_59.txt	no	No podia sortir res de important, de banda de 6 constitucions.	pendent-audicio
clar	pa-036	136.45-147.15	clips/pa-036__clar__136.45.wav	20cc605a72028b4133fee24acc6d8027bd03a752cb74eecbbb503cf86f111062	qa-clips/pa-036__clar__136_45_147_15.txt	sí	fos una mena d'eleccions ja amb un objectiu més clar que anar més enllà de les reformes que s'està fent,	pendent-audicio
clar	pa-037	186.29-198.91	clips/pa-037__clar__186.29.wav	73d73c3562dcacc6e849e7c1a2734f4e4eae27304de9809df796b491ea1188a1	qa-clips/pa-037__clar__186_29_198_91.txt	sí	Després, clar, quan va arribar cap al final de tot, ens van informar més.  Perquè a final havíem de votar que sí, sinó...	pendent-audicio
clar	pa-038	96.41-101.31	clips/pa-038__clar__96.41.wav	04d4613595fd21b42a10322f146d76f8c5ae685057542168ab046d87e50d4eb8	qa-clips/pa-038__clar__96_41_101_31.txt	sí	però la meva motivació, us ho dic clar, va ser...	pendent-audicio
clar	pa-039	45.29-49.71	clips/pa-039__clar__45.29.wav	93389b5c50195a6f48c4256f2f2a8fc8b5e6af26a01369b63123b5a317eb803c	qa-clips/pa-039__clar__45_29_49_71.txt	no	i el que hem de fer és anar a l'estiu de la qüestió.	pendent-audicio
clar	pa-041	0.00-10.75	clips/pa-041__clar__0.00.wav	8a78e3b7550e1bfa0ede3ba57a9757ef0ee59a12f06a149797408b5e50e1b873	qa-clips/pa-041__clar__0_00_10_75.txt	sí	Al principi es va començar amb 38 alumnes i clar amb els 5 o 6 anys que jo vaig col·laborar amb l'escola endurrana va anar a créixer.	pendent-audicio
clar	pa-042	101.97-106.63	clips/pa-042__clar__101.97.wav	1b7a4de95f014e88625785c7c8788f9f87cd04a944542d64c66df2be0dba01d2	qa-clips/pa-042__clar__101_97_106_63.txt	no	I ja no podes fer el mateix que feies abans.	pendent-audicio
clar	pa-045	399.85-405.95	clips/pa-045__clar__399.85.wav	512b50fe62e74c159ca6f43e8bf607bdbad775cd06d5d9177e4a69471db78924	qa-clips/pa-045__clar__399_85_405_95.txt	sí	amb la qual estava bastant clar, semblava bastant clar.	pendent-audicio
clar	pa-046	172.53-177.71	clips/pa-046__clar__172.53.wav	c857ae81e31bbea074db46f4b57609fff303f00678938c1cfac5bd4e592941c3	qa-clips/pa-046__clar__172_53_177_71.txt	no	i el que hem de fer és que no hi hagi gaire malaltia.	pendent-audicio
clar	pa-048	389.65-392.15	clips/pa-048__clar__389.65.wav	61e1c0b496edb4b519e8f1d57f9def04696d8e91a9bd1bb247dbff87e177fd42	qa-clips/pa-048__clar__389_65_392_15.txt	no	A mi m'agrada molt.	pendent-audicio
clar	pa-049	382.01-390.11	clips/pa-049__clar__382.01.wav	c3bf269cec30303c81a2ba4e662150801834f8642b0e39dbaa49df755e4e4975	qa-clips/pa-049__clar__382_01_390_11.txt	sí	i el país.  Clar, però feia falta aquesta visió,  adelantar-se els aconteixements, vull dir.  Sí, també.	pendent-audicio
clar	pa-051	161.85-167.07	clips/pa-051__clar__161.85.wav	545932defa84f6321f60fb9f8544bbb9c24df1c4bfd7d943082b9341fe070151	qa-clips/pa-051__clar__161_85_167_07.txt	sí	entor, tronassorda i joclar això l'he rendat als remats.	pendent-audicio
clar	pa-052	59.97-64.67	clips/pa-052__clar__59.97.wav	738d7c352c58f00979f5959fd7f04bf013195fcbd3c72b83315bd050ed7d4c21	qa-clips/pa-052__clar__59_97_64_67.txt	sí	Hi ha de bona ajuda, que és clar, amb els meus padrins.	pendent-audicio
clar	pa-055	6.29-9.67	clips/pa-055__clar__6.29.wav	63b2c87679de74c726e44daf350da1e6c2406c7ec39a8a446600f0b4c9b063f7	qa-clips/pa-055__clar__6_29_9_67.txt	no	i no el comú, amb quatre anys.	pendent-audicio
clar	pa-056	62.45-66.87	clips/pa-056__clar__62.45.wav	ced37f6983faa095bef188c9472cac2a64e98688ad844a3e1f2eda35829d1268	qa-clips/pa-056__clar__62_45_66_87.txt	sí	Jo tenia molt clar que s'havia de canviar la manera de fer.	pendent-audicio
clar	pa-057	357.57-364.07	clips/pa-057__clar__357.57.wav	6ae3c85ca2e9e8ba771756a9e36130f54f57aecdacb0fedb71b15c36eedd4794	qa-clips/pa-057__clar__357_57_364_07.txt	no	en aquells moments hi va haver un compromís de 100% territorial.	pendent-audicio
clar	pa-058	112.81-117.27	clips/pa-058__clar__112.81.wav	e688a5e98c4bb4ec62c22ccffb0a751623f330ae0f89fc3b1b1341412d16ca65	qa-clips/pa-058__clar__112_81_117_27.txt	no	no és el que ha de fer, no és el que ha de fer.	pendent-audicio
clar	pa-059	36.61-42.23	clips/pa-059__clar__36.61.wav	64525ab92616f6fedb386d04f9fc635597e6aa9ae86b52c7e2994a02ffa36894	qa-clips/pa-059__clar__36_61_42_23.txt	sí	és on els primers.  Nosaltres teníem clar que havíem de fer el pas.	pendent-audicio
clar	pa-061	376.69-382.19	clips/pa-061__clar__376.69.wav	b8310f5fa973661200f86d40c9dd13717e371c61df44a697ddd7cd478edf79e1	qa-clips/pa-061__clar__376_69_382_19.txt	no	-És el seu. -Exacte.	pendent-audicio
clar	pa-062	202.37-208.31	clips/pa-062__clar__202.37.wav	ee81b5bb8f1272811fb20594bc9aaf0fccbefbbbffc9579e180da74578a80176	qa-clips/pa-062__clar__202_37_208_31.txt	no	i això ho he pogut trametre dins el meu petit negoci.	pendent-audicio
clar	pa-063	392.49-397.11	clips/pa-063__clar__392.49.wav	8b373cc8ddf4b0a5c766b5bd06c838cba3311bcb82fd2f0173710cd466cda425	qa-clips/pa-063__clar__392_49_397_11.txt	sí	Però clar, aquest és un primer basc i després donar tot el món.	pendent-audicio
clar	pa-064	109.97-115.87	clips/pa-064__clar__109.97.wav	5c316125378b8dc2b6e27928d84fd351ab4690a2ea9a110d01a137fc97f73fca	qa-clips/pa-064__clar__109_97_115_87.txt	sí	I clar, vostè, amb 97 anys, té molts records,	pendent-audicio
clar	pa-065	221.29-226.15	clips/pa-065__clar__221.29.wav	547318df114e2471986fb9928eb93f947d264d0a16c6ebc99e598df803658079	qa-clips/pa-065__clar__221_29_226_15.txt	sí	És a dir, jo tinc clar que l'Evangeli és on tinc el macar.	pendent-audicio
vull dir	pa-001	621.37-625.39	clips/pa-001__vull-dir__621.37.wav	1a89257225e607d2e9f9d2050fa15d77c3ce907fda823afb1b2748a5a89ef7cb	qa-clips/pa-001__vull-dir__621_37_625_39.txt	no	Els consuls van col·laborar també, però tampoc ho han fet.	pendent-audicio
vull dir	pa-002	172.25-176.75	clips/pa-002__vull-dir__172.25.wav	38073b4edd0f703bf0d91b25b1a14c4d3546f6025131a46905108253144c922f	qa-clips/pa-002__vull-dir__172_25_176_75.txt	no	no sé si és un tutorial tampoc autoritària.	pendent-audicio
vull dir	pa-004	143.45-150.59	clips/pa-004__vull-dir__143.45.wav	4758815736e4bf86fdc22a71ef46374a38f497db04efd5bf7e575fb0560c700c	qa-clips/pa-004__vull-dir__143_45_150_59.txt	sí	d'en Valirà, vull dir que eren llocs molt elevats, i també es podia conregar.	pendent-audicio
vull dir	pa-014	19.65-30.15	clips/pa-014__vull-dir__19.65.wav	11eff0bed809d8e02c39d39b28aacde2e337876d239f35009778a26ab743df21	qa-clips/pa-014__vull-dir__19_65_30_15.txt	sí	el passat.  Així es començo jo sempre,  vull dir, com a voluntari divulgador del patrimoni  que tenim al nostre país.	pendent-audicio
vull dir	pa-016	322.53-327.83	clips/pa-016__vull-dir__322.53.wav	c4956e68050d50a1c8ccda03dc69a1624bd7b1cce8b4aceadb19e6ada55a7f9a	qa-clips/pa-016__vull-dir__322_53_327_83.txt	sí	d'esqueles que van fer, les van passar, vull dir, que va ser així.	pendent-audicio
vull dir	pa-017	272.25-279.75	clips/pa-017__vull-dir__272.25.wav	4725f6236da3147eea4fa81615c2564e9cffc55f282315babb393c99ed4ad23f	qa-clips/pa-017__vull-dir__272_25_279_75.txt	sí	Vull dir, nosaltres entraiem en una proporcional nacional.	pendent-audicio
vull dir	pa-020	165.45-170.99	clips/pa-020__vull-dir__165.45.wav	d001be41b780a6f16ff777ecc40b678707a0e9852080752668c2f12d3c913190	qa-clips/pa-020__vull-dir__165_45_170_99.txt	no	Us agrua una mica després, companys que el conso o el segon conso,  sobretot...	pendent-audicio
vull dir	pa-021	314.29-323.11	clips/pa-021__vull-dir__314.29.wav	e6426f1d9f78724e1b7290e1fbacc05e4e093a28a4dd39e938500813ceb21c16	qa-clips/pa-021__vull-dir__314_29_323_11.txt	sí	i nosaltres, malgrat que no vull dir que no volguéssim de cap manera.	pendent-audicio
vull dir	pa-022	308.17-312.27	clips/pa-022__vull-dir__308.17.wav	ba77b7c4c4f128bc932202089348b07770809c746337ef1336c26a45fdde2c37	qa-clips/pa-022__vull-dir__308_17_312_27.txt	sí	i també vull dir que van treballar les lleis que està en...	pendent-audicio
vull dir	pa-023	22.05-26.43	clips/pa-023__vull-dir__22.05.wav	23f067ed9b94b892b4ad3ef4997d4eccd7ab8e2a0fd1a33d60c46d94cc1302aa	qa-clips/pa-023__vull-dir__22_05_26_43.txt	sí	Vull dir, els que fèiem part de la Junta Constitucional,	pendent-audicio
vull dir	pa-025	643.73-649.59	clips/pa-025__vull-dir__643.73.wav	d89ac60effac713bc4f8b8a94184170d33056eaf9707f3290b885d922f4ed0a9	qa-clips/pa-025__vull-dir__643_73_649_59.txt	no	La realitat podria discutir  si vam fer una cosa o una altra, però tenim les actes.	pendent-audicio
vull dir	pa-026	311.77-316.07	clips/pa-026__vull-dir__311.77.wav	9a3419391132ce6ea9b8378361a2f365bc0b741f098b91e18363c65c8916a42d	qa-clips/pa-026__vull-dir__311_77_316_07.txt	sí	que està adonant, vull dir, que vol ser un bon cap de govern.	pendent-audicio
vull dir	pa-027	254.25-260.87	clips/pa-027__vull-dir__254.25.wav	a437e3e323e4760aa243981bebd81f1b14e993243fa82108b5c343fc363f01fb	qa-clips/pa-027__vull-dir__254_25_260_87.txt	no	però jo crec que el mèrit d'aquella comissió	pendent-audicio
vull dir	pa-030	842.69-848.23	clips/pa-030__vull-dir__842.69.wav	e8f71c838cc57af6bbb4d19b07f09f072436f569a2fdeec8945b755e4a243dd8	qa-clips/pa-030__vull-dir__842_69_848_23.txt	sí	Bé, vull dir també, perquè cal recordar-ho.	pendent-audicio
vull dir	pa-031	207.77-212.75	clips/pa-031__vull-dir__207.77.wav	766570d12e4b95bedbb21736a7c1510052f7b60350460bb1b14fb071af67890a	qa-clips/pa-031__vull-dir__207_77_212_75.txt	no	No ho sé, és que no és el meu cas.  No ho sé, és el meu cas.	pendent-audicio
vull dir	pa-032	389.29-393.79	clips/pa-032__vull-dir__389.29.wav	bd0b39fa835b8abc3f65c0415a9f6efa80aa92fdcc55794305d2f3f856a5ea48	qa-clips/pa-032__vull-dir__389_29_393_79.txt	sí	i amb l'altre igual.  Sabeu què vull dir?  No és allò que m'he tingut un de dir ara aquest?	pendent-audicio
vull dir	pa-033	56.25-62.63	clips/pa-033__vull-dir__56.25.wav	3176514bdf255ed02125bedfc4a31fe3291dd609a2001906b56ec4eae05ca3df	qa-clips/pa-033__vull-dir__56_25_62_63.txt	sí	perquè, clar, vull dir, tothom veia les exigències que tenien al sol.	pendent-audicio
vull dir	pa-034	58.29-61.51	clips/pa-034__vull-dir__58.29.wav	880c6fe29bcf68da7836beca3b462ba1348bd847b4cff593d15893d094ab548c	qa-clips/pa-034__vull-dir__58_29_61_51.txt	no	s'ha perdut, està bebuda de goma-goma.	pendent-audicio
vull dir	pa-036	632.25-637.75	clips/pa-036__vull-dir__632.25.wav	8139e8062997e5deb456bf3cd5d6fa58fb604deffd9eca3b80626ec8395a9044	qa-clips/pa-036__vull-dir__632_25_637_75.txt	sí	Vull dir que era el nou reglament, el nou sistema.  Veius les dues coses, penso que la Constitució...	pendent-audicio
vull dir	pa-037	414.01-426.11	clips/pa-037__vull-dir__414.01.wav	b9ea0bd74bb90c22f5348d705633f79a3d7e343c571b9264e358efc7fb1be258	qa-clips/pa-037__vull-dir__414_01_426_11.txt	sí	Vull dir que una setefesó personal, sí que aquí mateix,  com he dit abans, perquè sabia que hi havia tensions entre els copríncepts.	pendent-audicio
vull dir	pa-038	1576.57-1582.39	clips/pa-038__vull-dir__1576.57.wav	a32fa9f85404bb12274c7111daef9b76d6847ba1f7d0d2406a4428ddc78c2ac3	qa-clips/pa-038__vull-dir__1576_57_1582_39.txt	sí	Ja et dic que els agents exteriors siguin ja no vull dir quins, però...	pendent-audicio
vull dir	pa-041	264.25-271.75	clips/pa-041__vull-dir__264.25.wav	30c9b43017918ddcd0935a3e0ad2948d48f28c4fa80779af4c8f54decb491b14	qa-clips/pa-041__vull-dir__264_25_271_75.txt	sí	un element no vull dir potser de discussió però potser no s'acaba d'entendre bé, molt poc s'endurà.	pendent-audicio
vull dir	pa-045	779.57-785.23	clips/pa-045__vull-dir__779.57.wav	43be9c23b05611daa8eabc0b29d98fcc530bfedcbe70ace15c374a6080147e83	qa-clips/pa-045__vull-dir__779_57_785_23.txt	no	S'estan posant el llibertat de l'estat espanyol.	pendent-audicio
vull dir	pa-048	993.69-999.19	clips/pa-048__vull-dir__993.69.wav	524676543b7954409cbc9a52e43d717642a9f6ce463b79b0dd62d2a599f4ff10	qa-clips/pa-048__vull-dir__993_69_999_19.txt	sí	Vull dir que amb això, vull dir que vostè, a través...	pendent-audicio
vull dir	pa-049	208.09-214.63	clips/pa-049__vull-dir__208.09.wav	ea4eed62f53887191819af43512cb77ca332f6baa54e823b93d14daf30f3e031	qa-clips/pa-049__vull-dir__208_09_214_63.txt	sí	Va fer una carta al president dels Estats Units  aprofitant que la família de la Moàbia, vull dir, aquella reina...	pendent-audicio
vull dir	pa-055	311.73-315.91	clips/pa-055__vull-dir__311.73.wav	d7ae0825474e3f10ae876c4035100da982bb8f6502fe01991b90d4b916378712	qa-clips/pa-055__vull-dir__311_73_315_91.txt	sí	que el que està adonant, vull dir, que vol ser un bon cap de govern.	pendent-audicio
vull dir	pa-056	842.65-848.07	clips/pa-056__vull-dir__842.65.wav	66a0b9648889fdf52c4f4b2c0d8b06b93f983546570ea9c69230ac18342dd77b	qa-clips/pa-056__vull-dir__842_65_848_07.txt	sí	Bé, vull dir també, perquè cal recordar-ho.	pendent-audicio
vull dir	pa-058	975.13-979.55	clips/pa-058__vull-dir__975.13.wav	6f17a29c4a7ccb17522085ed2258a1978524bb477ea6b40d10bcb96297a72a49	qa-clips/pa-058__vull-dir__975_13_979_55.txt	sí	i demitots que gràcies a Déu que vull dir a l'Adri.	pendent-audicio
vull dir	pa-059	271.81-279.35	clips/pa-059__vull-dir__271.81.wav	ecd5a30e086b248161651ab1f91dc733b6b1827dd6c754eacf3743266a1f0e70	qa-clips/pa-059__vull-dir__271_81_279_35.txt	sí	Vull dir, nosaltres entraiem amb una proporcional nacional.	pendent-audicio
vull dir	pa-060	20.65-26.35	clips/pa-060__vull-dir__20.65.wav	1d033dd9c965fdfb0b39777963adbdc13bc8ef2f4d8178f4bf1a565ee8c413d9	qa-clips/pa-060__vull-dir__20_65_26_35.txt	sí	el consell... vull dir, els que fem part de la Junta Constitucional,	pendent-audicio
vull dir	pa-061	193.57-200.03	clips/pa-061__vull-dir__193.57.wav	fd5841b6f4e163609ab929cca3676492547a6cf1509ef4418857f898a0d861d7	qa-clips/pa-061__vull-dir__193_57_200_03.txt	sí	No hi havia res a en Dorre, vull dir, que tot era una gran novetat.	pendent-audicio
vull dir	pa-062	316.81-326.39	clips/pa-062__vull-dir__316.81.wav	c1b552b0b5e3a7ea2e1324bcd8fc17c86f523cc0068134c92468fead50b673ba	qa-clips/pa-062__vull-dir__316_81_326_39.txt	no	i el que hem de fer és que no hi hagi gaire malaltia.  I això és el que ha de fer a l'Estatut.  El que és molt important és que el que ha de fer,  és que el que ha de fer és que la gent no ho ha de fer.	pendent-audicio
vull dir	pa-063	822.45-827.51	clips/pa-063__vull-dir__822.45.wav	c5d97b41a90a7a71f656aeaf5f5614bd01af4f4f8ec9cd8e58b9b6d52572bb08	qa-clips/pa-063__vull-dir__822_45_827_51.txt	sí	Vull dir, estem alçada de qualsevol país modern.	pendent-audicio
vull dir	pa-065	1401.05-1404.55	clips/pa-065__vull-dir__1401.05.wav	4fba2f022b26b5ae8f3cd8fb6ad28366028dee3d7adb490fa2e01233fd339c26	qa-clips/pa-065__vull-dir__1401_05_1404_55.txt	no	i quan hi ha una persona que no té un llibre,  i quan hi ha una persona que no té un llibre,	pendent-audicio
o sigui	pa-001	49.17-54.35	clips/pa-001__o-sigui__49.17.wav	e30d5df251638f7c7f0edd9cc400f8c4eea5af967862abd6906dad2785fe1670	qa-clips/pa-001__o-sigui__49_17_54_35.txt	no	i això va anar evolucionant el que era...	pendent-audicio
o sigui	pa-005	373.33-379.95	clips/pa-005__o-sigui__373.33.wav	e012a0a257dc06ff00777d412bdd6a5e595872f15519fd8daf177f55d9e63550	qa-clips/pa-005__o-sigui__373_33_379_95.txt	sí	d'una canada de vi, un format xà i dues fogaces de pa.  O sigui que hi ha poques bromes.	pendent-audicio
o sigui	pa-006	136.25-143.75	clips/pa-006__o-sigui__136.25.wav	7e6d0ea47c07af8ce368432aa6c97091573acd56d9425f39765c6bb82851565e	qa-clips/pa-006__o-sigui__136_25_143_75.txt	sí	o sigui, rius de la plana.  No els rius que tenim aquí en les altres.  Surti i gata.	pendent-audicio
o sigui	pa-009	234.25-238.75	clips/pa-009__o-sigui__234.25.wav	89c81b950aa1d82e5aa53cb10e9f5755eae30ceba1ff32dde2d333f7f848c9af	qa-clips/pa-009__o-sigui__234_25_238_75.txt	sí	però dintre de la mateixa campana, o sigui, a la vora,	pendent-audicio
o sigui	pa-014	658.45-674.95	clips/pa-014__o-sigui__658.45.wav	5fa2db8a2f3ffeef11efe825ad0cf8482ac53328738c0ac535238b38648e3bd7	qa-clips/pa-014__o-sigui__658_45_674_95.txt	sí	És a dir, els homes amb barretina, o sigui, amb pantolons de ballut, negres, faixa i barretina vermella, camisa blanca, mitjons blancs i bigatans.	pendent-audicio
