candidat_a	candidat_b	n_formes_compartides	formes	estat
lead-rtva-061-antoni-morell	lead-yt-041-guillem-areny	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-042-andreu-gonzalez	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-043-oriol-agorreta	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-044-laura-casanovas	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-045-arnau-rius	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-046-alberto-villagrasa	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-047-katia-ustina	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-048-ander-mirambell	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-049-joan-piquet	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-050-pau-chica	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-051-albert-vilaro	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-052-valenti-closa	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-053-sonia-andorrita	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-054-francesc-solana	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-055-enric-flix	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-056-arnau-fortuny	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-057-gabriel-lezkano	1	perquè	semblança textual exploratòria; pendent d'audició
lead-rtva-061-antoni-morell	lead-yt-058-nuria-pablos	1	perquè	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-034-antoni-marti	3	comunitat internacional;govern;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-035-cerni-escale	2	doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-036-xavier-espot	5	clar;comuns;doncs;sostenibilitat;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-037-oscar-ribas	2	doncs;govern	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-038-conxita-marsol	1	doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-039-marta-roure	2	clar;doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-040-guillem-forne	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-042-andreu-gonzalez	2	clar;doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-043-oriol-agorreta	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-044-laura-casanovas	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-045-arnau-rius	2	clar;doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-046-alberto-villagrasa	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-047-katia-ustina	1	doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-048-ander-mirambell	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-049-joan-piquet	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-050-pau-chica	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-051-albert-vilaro	4	clar;doncs;inversió;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-052-valenti-closa	2	clar;doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-053-sonia-andorrita	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-054-francesc-solana	2	clar;doncs	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-055-enric-flix	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-056-arnau-fortuny	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-057-gabriel-lezkano	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-033-david-montane	lead-yt-058-nuria-pablos	3	clar;doncs;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-035-cerni-escale	10	Catalunya;Espanya;Unió Europea;a nivell;bé;català;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-036-xavier-espot	8	Andorra;Unió Europea;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-037-oscar-ribas	8	Andorra;Catalunya;a veure;bé;evidentment;govern;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-038-conxita-marsol	4	Andorra;bé;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-039-marta-roure	9	Andorra;Catalunya;Espanya;a nivell;a veure;bé;català;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-040-guillem-forne	7	Andorra;Catalunya;a nivell;a veure;bé;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-041-guillem-areny	2	bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-042-andreu-gonzalez	7	Andorra;a nivell;a veure;bé;evidentment;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-043-oriol-agorreta	6	a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-044-laura-casanovas	7	Andorra;a veure;bé;català;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-045-arnau-rius	5	a nivell;a veure;bé;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-046-alberto-villagrasa	5	a veure;bé;evidentment;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-047-katia-ustina	3	Andorra;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-048-ander-mirambell	7	Andorra;a nivell;a veure;bé;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-049-joan-piquet	7	a nivell;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-050-pau-chica	9	Andorra;a nivell;a veure;bé;català;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-051-albert-vilaro	6	Andorra;a veure;bé;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-052-valenti-closa	5	a nivell;a veure;bé;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-053-sonia-andorrita	6	Andorra;a veure;bé;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-054-francesc-solana	6	Andorra;a veure;bé;evidentment;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-055-enric-flix	7	Andorra;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-056-arnau-fortuny	8	Andorra;Catalunya;a veure;bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-057-gabriel-lezkano	5	bé;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-034-antoni-marti	lead-yt-058-nuria-pablos	6	Andorra;a veure;bé;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-036-xavier-espot	11	França;Unió Europea;bé;comú;de fet;doncs;evidentment;per tant;perquè;serveis;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-037-oscar-ribas	12	Catalunya;França;aigua;bueno;bé;comú;doncs;evidentment;llavors;per tant;perquè;territori	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-038-conxita-marsol	7	bueno;bé;doncs;no?;per tant;perquè;política	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-039-marta-roure	13	Catalunya;Espanya;França;a nivell;bueno;bé;català;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-040-guillem-forne	9	Catalunya;a nivell;bueno;bé;de fet;doncs;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-041-guillem-areny	4	aleshores;bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-042-andreu-gonzalez	11	a nivell;bueno;bé;de fet;doncs;evidentment;llavors;muntanya;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-043-oriol-agorreta	10	bueno;bé;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-044-laura-casanovas	10	bueno;bé;català;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-045-arnau-rius	10	a nivell;bueno;bé;de fet;doncs;llavors;muntanya;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-046-alberto-villagrasa	8	bueno;bé;comú;doncs;evidentment;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-047-katia-ustina	5	bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-048-ander-mirambell	9	a nivell;bueno;bé;comú;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-049-joan-piquet	11	a nivell;bueno;bé;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-050-pau-chica	11	a nivell;bueno;bé;català;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-051-albert-vilaro	7	bueno;bé;doncs;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-052-valenti-closa	10	a nivell;bueno;bé;comú;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-053-sonia-andorrita	11	bueno;bé;comunitat;comú;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-054-francesc-solana	8	bueno;bé;doncs;evidentment;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-055-enric-flix	10	aleshores;bueno;bé;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-056-arnau-fortuny	11	Catalunya;bueno;bé;de fet;doncs;evidentment;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-057-gabriel-lezkano	8	bueno;bé;doncs;evidentment;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-035-cerni-escale	lead-yt-058-nuria-pablos	9	bueno;bé;de fet;doncs;llavors;no?;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-037-oscar-ribas	10	Andorra;França;a veure;bé;comú;doncs;evidentment;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-038-conxita-marsol	5	Andorra;bé;doncs;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-039-marta-roure	11	Andorra;França;a veure;bé;clar;de fet;doncs;o sigui;pandèmia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-040-guillem-forne	14	Andorra;Ordino;Sant Julià;a veure;bé;clar;cultura;de fet;diguem;doncs;o sigui;parròquia;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-041-guillem-areny	2	bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-042-andreu-gonzalez	10	Andorra;a veure;bé;clar;de fet;doncs;evidentment;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-043-oriol-agorreta	9	a veure;bé;clar;de fet;doncs;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-044-laura-casanovas	9	Andorra;a veure;bé;clar;de fet;doncs;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-045-arnau-rius	7	a veure;bé;clar;de fet;doncs;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-046-alberto-villagrasa	9	a veure;bé;clar;comú;doncs;evidentment;o sigui;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-047-katia-ustina	5	Andorra;bé;doncs;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-048-ander-mirambell	9	Andorra;a veure;bé;clar;comú;doncs;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-049-joan-piquet	11	a veure;bé;clar;de fet;diguem;doncs;evidentment;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-050-pau-chica	10	Andorra;a veure;bé;clar;doncs;evidentment;parròquia;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-051-albert-vilaro	9	Andorra;a veure;bé;clar;diguem;doncs;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-052-valenti-closa	11	a veure;bé;clar;comú;cultura;de fet;doncs;o sigui;parròquia;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-053-sonia-andorrita	10	Andorra;a veure;bé;clar;comú;de fet;doncs;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-054-francesc-solana	10	Andorra;a veure;bé;clar;diguem;doncs;evidentment;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-055-enric-flix	10	Andorra;Ordino;a veure;bé;clar;doncs;evidentment;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-056-arnau-fortuny	12	Andorra;a veure;bé;clar;de fet;diguem;doncs;evidentment;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-057-gabriel-lezkano	9	bé;clar;cultura;doncs;evidentment;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-036-xavier-espot	lead-yt-058-nuria-pablos	10	Andorra;a veure;bé;clar;de fet;doncs;o sigui;per tant;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-038-conxita-marsol	6	Andorra;bueno;bé;doncs;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-039-marta-roure	11	Andorra;Catalunya;França;a veure;bueno;bé;doncs;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-040-guillem-forne	8	Andorra;Catalunya;a veure;bueno;bé;doncs;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-042-andreu-gonzalez	10	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-043-oriol-agorreta	8	a veure;bueno;bé;doncs;evidentment;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-044-laura-casanovas	8	Andorra;a veure;bueno;bé;doncs;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-045-arnau-rius	7	a veure;bueno;bé;doncs;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-046-alberto-villagrasa	8	a veure;bueno;bé;comú;doncs;evidentment;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-047-katia-ustina	6	Andorra;bueno;bé;doncs;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-048-ander-mirambell	8	Andorra;a veure;bueno;bé;comú;doncs;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-049-joan-piquet	9	a veure;bueno;bé;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-050-pau-chica	9	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-051-albert-vilaro	7	Andorra;a veure;bueno;bé;doncs;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-052-valenti-closa	9	a veure;bueno;bé;comú;doncs;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-053-sonia-andorrita	9	Andorra;a veure;bueno;bé;comú;doncs;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-054-francesc-solana	10	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-055-enric-flix	9	Andorra;a veure;bueno;bé;doncs;evidentment;llavors;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-056-arnau-fortuny	11	Andorra;Catalunya;a veure;bueno;bé;doncs;evidentment;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-057-gabriel-lezkano	7	bueno;bé;doncs;evidentment;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-037-oscar-ribas	lead-yt-058-nuria-pablos	9	Andorra;a veure;bueno;bé;doncs;llavors;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-039-marta-roure	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-040-guillem-forne	6	Andorra;bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-042-andreu-gonzalez	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-043-oriol-agorreta	6	bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-044-laura-casanovas	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-045-arnau-rius	6	bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-046-alberto-villagrasa	5	bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-047-katia-ustina	6	Andorra;bueno;bé;doncs;no?;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-048-ander-mirambell	8	Andorra;bueno;bé;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-049-joan-piquet	6	bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-050-pau-chica	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-051-albert-vilaro	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-052-valenti-closa	6	bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-053-sonia-andorrita	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-054-francesc-solana	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-055-enric-flix	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-056-arnau-fortuny	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-057-gabriel-lezkano	6	bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-038-conxita-marsol	lead-yt-058-nuria-pablos	7	Andorra;bueno;bé;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-040-guillem-forne	12	Andorra;Catalunya;a nivell;a veure;bueno;bé;clar;de fet;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-042-andreu-gonzalez	13	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-043-oriol-agorreta	10	a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-044-laura-casanovas	12	Andorra;a veure;bueno;bé;català;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-045-arnau-rius	11	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-046-alberto-villagrasa	8	a veure;bueno;bé;clar;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-047-katia-ustina	7	Andorra;bueno;bé;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-048-ander-mirambell	11	Andorra;a nivell;a veure;bueno;bé;clar;doncs;família;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-049-joan-piquet	12	a nivell;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-050-pau-chica	12	Andorra;a nivell;a veure;bueno;bé;català;clar;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-051-albert-vilaro	9	Andorra;a veure;bueno;bé;clar;doncs;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-052-valenti-closa	13	a nivell;a veure;bueno;bé;clar;de fet;doncs;festival;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-053-sonia-andorrita	11	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-054-francesc-solana	11	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-055-enric-flix	11	Andorra;a veure;bueno;bé;clar;doncs;llavors;no?;per tant;perquè;televisió	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-056-arnau-fortuny	13	Andorra;Catalunya;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-057-gabriel-lezkano	8	bueno;bé;clar;doncs;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-039-marta-roure	lead-yt-058-nuria-pablos	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;llavors;no?;o sigui;per tant;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-040-guillem-forne	lead-yt-041-guillem-areny	3	bueno;bé;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-040-guillem-forne	lead-yt-042-andreu-gonzalez	11	Andorra;a nivell;a veure;bueno;bé;clar;de fet;doncs;no?;o sigui;perquè	semblança textual exploratòria; pendent d'audició
lead-yt-040-guillem-forne	lead-yt-043-oriol-agorreta	10	a veure;bueno;bé;clar;de fet;doncs;no?;perquè;teatre;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-040-guillem-forne	lead-yt-044-laura-casanovas	12	Andorra;a veure;bueno;bé;clar;de fet;doncs;lectura;llibres;no?;perquè;és a dir	semblança textual exploratòria; pendent d'audició
lead-yt-040-guillem-forne	lead-yt-045-arnau-rius	10	a nivell;a veure;bueno;bé;clar;de fet;doncs;no?;perquè;vull dir	semblança textual exploratòria; pendent d'audició
