id	candidat	forma	categoria	small	base	clip	estat
lead-yt-043-oriol-agorreta::doncs	lead-yt-043-oriol-agorreta	doncs	discurs	13	13	lead-yt-043__10__doncs.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::escriptor	lead-yt-043-oriol-agorreta	escriptor	cultura	4	1	lead-yt-043__41__escriptor.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::escriure	lead-yt-043-oriol-agorreta	escriure	cultura	18	17	lead-yt-043__40__escriure.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::evidentment	lead-yt-043-oriol-agorreta	evidentment	discurs	3	3	lead-yt-043__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::llavors	lead-yt-043-oriol-agorreta	llavors	discurs	2	2	lead-yt-043__12__llavors.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::música	lead-yt-043-oriol-agorreta	música	cultura	2	2	lead-yt-043__42__m-sica.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::no?	lead-yt-043-oriol-agorreta	no?	discurs	1	2	lead-yt-043__13__no.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::per tant	lead-yt-043-oriol-agorreta	per tant	discurs	6	6	lead-yt-043__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::perquè	lead-yt-043-oriol-agorreta	perquè	discurs	21	20	lead-yt-043__16__perqu.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::teatre	lead-yt-043-oriol-agorreta	teatre	cultura	1	1	lead-yt-043__43__teatre.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::és a dir	lead-yt-043-oriol-agorreta	és a dir	discurs	3	2	lead-yt-043__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-043-oriol-agorreta::òpera	lead-yt-043-oriol-agorreta	òpera	cultura	15	7	lead-yt-043__37__pera.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::Andorra	lead-yt-044-laura-casanovas	Andorra	toponim	9	1	lead-yt-044__48__andorra.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::Canillo	lead-yt-044-laura-casanovas	Canillo	territorial	3	3	lead-yt-044__19__canillo.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::Escaldes	lead-yt-044-laura-casanovas	Escaldes	territorial	1	1	lead-yt-044__20__escaldes.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::Pirineus	lead-yt-044-laura-casanovas	Pirineus	toponim	2	1	lead-yt-044__50__pirineus.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::a veure	lead-yt-044-laura-casanovas	a veure	discurs	1	1	lead-yt-044__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::bueno	lead-yt-044-laura-casanovas	bueno	discurs	8	4	lead-yt-044__05__bueno.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::bé	lead-yt-044-laura-casanovas	bé	discurs	26	23	lead-yt-044__06__b.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::català	lead-yt-044-laura-casanovas	català	sociolingüística	5	4	lead-yt-044__55__catal.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::clar	lead-yt-044-laura-casanovas	clar	discurs	16	17	lead-yt-044__07__clar.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::contes	lead-yt-044-laura-casanovas	contes	cultura	2	2	lead-yt-044__39__contes.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::de fet	lead-yt-044-laura-casanovas	de fet	discurs	1	1	lead-yt-044__08__de-fet.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::doncs	lead-yt-044-laura-casanovas	doncs	discurs	10	9	lead-yt-044__10__doncs.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::editorial	lead-yt-044-laura-casanovas	editorial	cultura	6	4	lead-yt-044__51__editorial.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::escriure	lead-yt-044-laura-casanovas	escriure	cultura	11	9	lead-yt-044__37__escriure.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::lectura	lead-yt-044-laura-casanovas	lectura	educació	11	20	lead-yt-044__42__lectura.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::llavors	lead-yt-044-laura-casanovas	llavors	discurs	27	11	lead-yt-044__12__llavors.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::llibres	lead-yt-044-laura-casanovas	llibres	cultura	7	7	lead-yt-044__41__llibres.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::no?	lead-yt-044-laura-casanovas	no?	discurs	5	8	lead-yt-044__13__no.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::novel·la	lead-yt-044-laura-casanovas	novel·la	cultura	22	21	lead-yt-044__40__novel-la.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::per tant	lead-yt-044-laura-casanovas	per tant	discurs	1	4	lead-yt-044__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::perquè	lead-yt-044-laura-casanovas	perquè	discurs	32	27	lead-yt-044__16__perqu.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::personatges	lead-yt-044-laura-casanovas	personatges	cultura	3	1	lead-yt-044__46__personatges.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::premi	lead-yt-044-laura-casanovas	premi	cultura	20	9	lead-yt-044__44__premi.wav	consens textual; pendent d'audició
lead-yt-044-laura-casanovas::és a dir	lead-yt-044-laura-casanovas	és a dir	discurs	7	5	lead-yt-044__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::a nivell	lead-yt-045-arnau-rius	a nivell	discurs	1	1	lead-yt-045__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::a veure	lead-yt-045-arnau-rius	a veure	discurs	1	1	lead-yt-045__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::arquitecte	lead-yt-045-arnau-rius	arquitecte	professió	3	3	lead-yt-045__36__arquitecte.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::arquitectura	lead-yt-045-arnau-rius	arquitectura	professió	5	5	lead-yt-045__37__arquitectura.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::bueno	lead-yt-045-arnau-rius	bueno	discurs	25	19	lead-yt-045__05__bueno.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::bé	lead-yt-045-arnau-rius	bé	discurs	16	9	lead-yt-045__06__b.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::casa	lead-yt-045-arnau-rius	casa	infraestructures	27	19	lead-yt-045__45__casa.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::clar	lead-yt-045-arnau-rius	clar	discurs	17	13	lead-yt-045__07__clar.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::de fet	lead-yt-045-arnau-rius	de fet	discurs	2	1	lead-yt-045__08__de-fet.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::disseny	lead-yt-045-arnau-rius	disseny	cultura	1	1	lead-yt-045__50__disseny.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::doncs	lead-yt-045-arnau-rius	doncs	discurs	8	8	lead-yt-045__10__doncs.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::fusta	lead-yt-045-arnau-rius	fusta	materials	16	15	lead-yt-045__40__fusta.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::llavors	lead-yt-045-arnau-rius	llavors	discurs	9	4	lead-yt-045__12__llavors.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::materials	lead-yt-045-arnau-rius	materials	infraestructures	3	2	lead-yt-045__49__materials.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::muntanya	lead-yt-045-arnau-rius	muntanya	territori	5	5	lead-yt-045__43__muntanya.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::no?	lead-yt-045-arnau-rius	no?	discurs	10	21	lead-yt-045__13__no.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::obra	lead-yt-045-arnau-rius	obra	infraestructures	1	2	lead-yt-045__41__obra.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::paisatge	lead-yt-045-arnau-rius	paisatge	territori	2	1	lead-yt-045__42__paisatge.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::per tant	lead-yt-045-arnau-rius	per tant	discurs	1	1	lead-yt-045__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::perquè	lead-yt-045-arnau-rius	perquè	discurs	18	15	lead-yt-045__16__perqu.wav	consens textual; pendent d'audició
lead-yt-045-arnau-rius::vull dir	lead-yt-045-arnau-rius	vull dir	discurs	2	1	lead-yt-045__17__vull-dir.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::a veure	lead-yt-046-alberto-villagrasa	a veure	discurs	3	2	lead-yt-046__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::bueno	lead-yt-046-alberto-villagrasa	bueno	discurs	10	9	lead-yt-046__05__bueno.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::bé	lead-yt-046-alberto-villagrasa	bé	discurs	3	4	lead-yt-046__06__b.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::clar	lead-yt-046-alberto-villagrasa	clar	discurs	16	10	lead-yt-046__07__clar.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::comú	lead-yt-046-alberto-villagrasa	comú	territorial	3	2	lead-yt-046__29__com.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::dades	lead-yt-046-alberto-villagrasa	dades	tecnologia	1	1	lead-yt-046__40__dades.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::doncs	lead-yt-046-alberto-villagrasa	doncs	discurs	4	5	lead-yt-046__10__doncs.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::evidentment	lead-yt-046-alberto-villagrasa	evidentment	discurs	1	1	lead-yt-046__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::informació	lead-yt-046-alberto-villagrasa	informació	tecnologia	4	3	lead-yt-046__43__informaci.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::internet	lead-yt-046-alberto-villagrasa	internet	tecnologia	4	4	lead-yt-046__38__internet.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::mòbil	lead-yt-046-alberto-villagrasa	mòbil	tecnologia	4	12	lead-yt-046__52__m-bil.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::no?	lead-yt-046-alberto-villagrasa	no?	discurs	6	10	lead-yt-046__13__no.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::o sigui	lead-yt-046-alberto-villagrasa	o sigui	discurs	1	1	lead-yt-046__14__o-sigui.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::perquè	lead-yt-046-alberto-villagrasa	perquè	discurs	26	23	lead-yt-046__16__perqu.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::policia	lead-yt-046-alberto-villagrasa	policia	institucions	1	1	lead-yt-046__44__policia.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::seguretat	lead-yt-046-alberto-villagrasa	seguretat	tecnologia	1	1	lead-yt-046__37__seguretat.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::xarxes	lead-yt-046-alberto-villagrasa	xarxes	tecnologia	10	8	lead-yt-046__39__xarxes.wav	consens textual; pendent d'audició
lead-yt-046-alberto-villagrasa::és a dir	lead-yt-046-alberto-villagrasa	és a dir	discurs	6	4	lead-yt-046__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::Andorra	lead-yt-047-katia-ustina	Andorra	toponim	1	1	lead-yt-047__46__andorra.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::bueno	lead-yt-047-katia-ustina	bueno	discurs	23	22	lead-yt-047__05__bueno.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::bé	lead-yt-047-katia-ustina	bé	discurs	12	7	lead-yt-047__06__b.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::diners	lead-yt-047-katia-ustina	diners	economia	1	1	lead-yt-047__36__diners.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::doncs	lead-yt-047-katia-ustina	doncs	discurs	1	2	lead-yt-047__10__doncs.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::no?	lead-yt-047-katia-ustina	no?	discurs	2	1	lead-yt-047__13__no.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::o sigui	lead-yt-047-katia-ustina	o sigui	discurs	3	1	lead-yt-047__14__o-sigui.wav	consens textual; pendent d'audició
lead-yt-047-katia-ustina::perquè	lead-yt-047-katia-ustina	perquè	discurs	3	1	lead-yt-047__16__perqu.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::Andorra	lead-yt-048-ander-mirambell	Andorra	toponim	7	3	lead-yt-048__46__andorra.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::Jocs Paralímpics	lead-yt-048-ander-mirambell	Jocs Paralímpics	esport	1	1	lead-yt-048__42__jocs-paral-mpics.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::a nivell	lead-yt-048-ander-mirambell	a nivell	discurs	4	4	lead-yt-048__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::a veure	lead-yt-048-ander-mirambell	a veure	discurs	4	2	lead-yt-048__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::bueno	lead-yt-048-ander-mirambell	bueno	discurs	17	16	lead-yt-048__05__bueno.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::bé	lead-yt-048-ander-mirambell	bé	discurs	21	20	lead-yt-048__06__b.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::clar	lead-yt-048-ander-mirambell	clar	discurs	15	11	lead-yt-048__07__clar.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::competició	lead-yt-048-ander-mirambell	competició	esport	4	4	lead-yt-048__44__competici.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::comú	lead-yt-048-ander-mirambell	comú	territorial	1	2	lead-yt-048__29__com.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::doncs	lead-yt-048-ander-mirambell	doncs	discurs	9	2	lead-yt-048__10__doncs.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::esport	lead-yt-048-ander-mirambell	esport	esport	10	16	lead-yt-048__36__esport.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::esportista	lead-yt-048-ander-mirambell	esportista	esport	4	5	lead-yt-048__38__esportista.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::esports	lead-yt-048-ander-mirambell	esports	esport	2	1	lead-yt-048__37__esports.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::família	lead-yt-048-ander-mirambell	família	societat	5	5	lead-yt-048__49__fam-lia.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::fundació	lead-yt-048-ander-mirambell	fundació	societat	2	1	lead-yt-048__50__fundaci.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::medalla	lead-yt-048-ander-mirambell	medalla	esport	11	8	lead-yt-048__43__medalla.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::neu	lead-yt-048-ander-mirambell	neu	medi ambient	1	1	lead-yt-048__52__neu.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::no?	lead-yt-048-ander-mirambell	no?	discurs	16	13	lead-yt-048__13__no.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::per tant	lead-yt-048-ander-mirambell	per tant	discurs	4	5	lead-yt-048__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::perquè	lead-yt-048-ander-mirambell	perquè	discurs	32	38	lead-yt-048__16__perqu.wav	consens textual; pendent d'audició
lead-yt-048-ander-mirambell::és a dir	lead-yt-048-ander-mirambell	és a dir	discurs	8	9	lead-yt-048__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::a nivell	lead-yt-049-joan-piquet	a nivell	discurs	1	1	lead-yt-049__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::a veure	lead-yt-049-joan-piquet	a veure	discurs	3	4	lead-yt-049__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::aviam	lead-yt-049-joan-piquet	aviam	discurs	4	2	lead-yt-049__04__aviam.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::benestar	lead-yt-049-joan-piquet	benestar	salut	2	1	lead-yt-049__52__benestar.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::bueno	lead-yt-049-joan-piquet	bueno	discurs	9	10	lead-yt-049__05__bueno.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::bé	lead-yt-049-joan-piquet	bé	discurs	1	2	lead-yt-049__06__b.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::clar	lead-yt-049-joan-piquet	clar	discurs	1	1	lead-yt-049__07__clar.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::cos	lead-yt-049-joan-piquet	cos	salut	3	3	lead-yt-049__44__cos.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::cursos	lead-yt-049-joan-piquet	cursos	educació	3	2	lead-yt-049__42__cursos.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::de fet	lead-yt-049-joan-piquet	de fet	discurs	1	1	lead-yt-049__08__de-fet.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::diguem	lead-yt-049-joan-piquet	diguem	discurs	5	4	lead-yt-049__09__diguem.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::doncs	lead-yt-049-joan-piquet	doncs	discurs	8	2	lead-yt-049__10__doncs.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::energia	lead-yt-049-joan-piquet	energia	salut	6	6	lead-yt-049__38__energia.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::evidentment	lead-yt-049-joan-piquet	evidentment	discurs	3	3	lead-yt-049__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::formació	lead-yt-049-joan-piquet	formació	educació	11	12	lead-yt-049__51__formaci.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::llavors	lead-yt-049-joan-piquet	llavors	discurs	14	12	lead-yt-049__12__llavors.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::meditació	lead-yt-049-joan-piquet	meditació	salut	8	8	lead-yt-049__39__meditaci.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::mestre	lead-yt-049-joan-piquet	mestre	professió	5	1	lead-yt-049__43__mestre.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::no?	lead-yt-049-joan-piquet	no?	discurs	4	8	lead-yt-049__13__no.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::o sigui	lead-yt-049-joan-piquet	o sigui	discurs	1	1	lead-yt-049__14__o-sigui.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::per tant	lead-yt-049-joan-piquet	per tant	discurs	5	5	lead-yt-049__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::perquè	lead-yt-049-joan-piquet	perquè	discurs	23	22	lead-yt-049__16__perqu.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::reiki	lead-yt-049-joan-piquet	reiki	salut	39	12	lead-yt-049__36__reiki.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::vull dir	lead-yt-049-joan-piquet	vull dir	discurs	1	2	lead-yt-049__17__vull-dir.wav	consens textual; pendent d'audició
lead-yt-049-joan-piquet::és a dir	lead-yt-049-joan-piquet	és a dir	discurs	2	2	lead-yt-049__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::Andorra	lead-yt-050-pau-chica	Andorra	toponim	31	13	lead-yt-050__38__andorra.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::Guerra Civil	lead-yt-050-pau-chica	Guerra Civil	història	12	11	lead-yt-050__40__guerra-civil.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::Segona Guerra Mundial	lead-yt-050-pau-chica	Segona Guerra Mundial	història	4	2	lead-yt-050__41__segona-guerra-mundial.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::a nivell	lead-yt-050-pau-chica	a nivell	discurs	3	3	lead-yt-050__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::a veure	lead-yt-050-pau-chica	a veure	discurs	3	4	lead-yt-050__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::bueno	lead-yt-050-pau-chica	bueno	discurs	7	6	lead-yt-050__05__bueno.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::bé	lead-yt-050-pau-chica	bé	discurs	17	19	lead-yt-050__06__b.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::català	lead-yt-050-pau-chica	català	sociolingüística	2	3	lead-yt-050__51__catal.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::clar	lead-yt-050-pau-chica	clar	discurs	19	14	lead-yt-050__07__clar.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::doncs	lead-yt-050-pau-chica	doncs	discurs	21	26	lead-yt-050__10__doncs.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::evidentment	lead-yt-050-pau-chica	evidentment	discurs	22	21	lead-yt-050__11__evidentment.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::exili	lead-yt-050-pau-chica	exili	història	3	3	lead-yt-050__48__exili.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::francès	lead-yt-050-pau-chica	francès	sociolingüística	3	1	lead-yt-050__50__franc-s.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::frontera	lead-yt-050-pau-chica	frontera	territori	1	1	lead-yt-050__49__frontera.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::habitants	lead-yt-050-pau-chica	habitants	societat	4	3	lead-yt-050__47__habitants.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::historiador	lead-yt-050-pau-chica	historiador	professió	1	1	lead-yt-050__36__historiador.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::història	lead-yt-050-pau-chica	història	cultura	15	13	lead-yt-050__37__hist-ria.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::llavors	lead-yt-050-pau-chica	llavors	discurs	9	4	lead-yt-050__12__llavors.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::llibre	lead-yt-050-pau-chica	llibre	cultura	40	37	lead-yt-050__53__llibre.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::memòria	lead-yt-050-pau-chica	memòria	cultura	2	2	lead-yt-050__44__mem-ria.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::no?	lead-yt-050-pau-chica	no?	discurs	22	20	lead-yt-050__13__no.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::parròquia	lead-yt-050-pau-chica	parròquia	territorial	1	1	lead-yt-050__33__parr-quia.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::per tant	lead-yt-050-pau-chica	per tant	discurs	18	11	lead-yt-050__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::perquè	lead-yt-050-pau-chica	perquè	discurs	40	31	lead-yt-050__16__perqu.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::població	lead-yt-050-pau-chica	població	societat	3	3	lead-yt-050__46__poblaci.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::recerca	lead-yt-050-pau-chica	recerca	educació	1	1	lead-yt-050__52__recerca.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::testimoni	lead-yt-050-pau-chica	testimoni	història	2	2	lead-yt-050__45__testimoni.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::vull dir	lead-yt-050-pau-chica	vull dir	discurs	2	1	lead-yt-050__17__vull-dir.wav	consens textual; pendent d'audició
lead-yt-050-pau-chica::és a dir	lead-yt-050-pau-chica	és a dir	discurs	13	9	lead-yt-050__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::Andorra	lead-yt-051-albert-vilaro	Andorra	toponim	4	1	lead-yt-051-albert-vilaro__54__andorra.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::a veure	lead-yt-051-albert-vilaro	a veure	discurs	3	2	lead-yt-051-albert-vilaro__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::aviam	lead-yt-051-albert-vilaro	aviam	discurs	2	1	lead-yt-051-albert-vilaro__04__aviam.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::bueno	lead-yt-051-albert-vilaro	bueno	discurs	3	3	lead-yt-051-albert-vilaro__05__bueno.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::bé	lead-yt-051-albert-vilaro	bé	discurs	12	17	lead-yt-051-albert-vilaro__06__b.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::clar	lead-yt-051-albert-vilaro	clar	discurs	11	12	lead-yt-051-albert-vilaro__07__clar.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::diguem	lead-yt-051-albert-vilaro	diguem	discurs	2	1	lead-yt-051-albert-vilaro__09__diguem.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::doncs	lead-yt-051-albert-vilaro	doncs	discurs	4	8	lead-yt-051-albert-vilaro__10__doncs.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::inversió	lead-yt-051-albert-vilaro	inversió	economia	1	1	lead-yt-051-albert-vilaro__41__inversi.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::no?	lead-yt-051-albert-vilaro	no?	discurs	1	1	lead-yt-051-albert-vilaro__13__no.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::per tant	lead-yt-051-albert-vilaro	per tant	discurs	1	1	lead-yt-051-albert-vilaro__15__per-tant.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::perquè	lead-yt-051-albert-vilaro	perquè	discurs	11	11	lead-yt-051-albert-vilaro__16__perqu.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::treball	lead-yt-051-albert-vilaro	treball	societat	2	1	lead-yt-051-albert-vilaro__53__treball.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::vull dir	lead-yt-051-albert-vilaro	vull dir	discurs	1	1	lead-yt-051-albert-vilaro__17__vull-dir.wav	consens textual; pendent d'audició
lead-yt-051-albert-vilaro::és a dir	lead-yt-051-albert-vilaro	és a dir	discurs	6	2	lead-yt-051-albert-vilaro__18__s-a-dir.wav	consens textual; pendent d'audició
lead-yt-052-valenti-closa::Escaldes	lead-yt-052-valenti-closa	Escaldes	territorial	7	6	lead-yt-052-valenti-closa__20__escaldes.wav	consens textual; pendent d'audició
lead-yt-052-valenti-closa::a nivell	lead-yt-052-valenti-closa	a nivell	discurs	1	1	lead-yt-052-valenti-closa__01__a-nivell.wav	consens textual; pendent d'audició
lead-yt-052-valenti-closa::a veure	lead-yt-052-valenti-closa	a veure	discurs	3	4	lead-yt-052-valenti-closa__02__a-veure.wav	consens textual; pendent d'audició
lead-yt-052-valenti-closa::aviam	lead-yt-052-valenti-closa	aviam	discurs	4	1	lead-yt-052-valenti-closa__04__aviam.wav	consens textual; pendent d'audició
lead-yt-052-valenti-closa::bueno	lead-yt-052-valenti-closa	bueno	discurs	39	35	lead-yt-052-valenti-closa__05__bueno.wav	consens textual; pendent d'audició
